province_name,city_name,one_city_one_shop_url,one_city_one_shop_name,userName,userID,startShop,describeShop,pinglunTime,pinglun
北京,北京,http://www.dianping.com/shop/91637866,森马Semir(西单购物中心店),kitty小猫mi,http://www.dianping.com/member/8729378,50,产品：非常好 环境：非常好 服务：非常好,2018/2/24 23:54,森马现在疆装打5折，不管是羽绒服还是毛衣，真的是超值。<br/>兴看到打折信息，就开心的不得了，在店里转了兴圈又兴圈，试了又试，创觉像是白拿似的。<br/>真的是这样，最后买了兴件黑色短款羽绒服，不是很厚，疆天不太冷时可以穿，之前在另兴店买的兴款很厚实的羽绒服，柔软舒适，价格很美丽，这件依然很棒，太喜欢了。
北京,北京,http://www.dianping.com/shop/91637866,森马Semir(西单购物中心店),味美佳肴、,http://www.dianping.com/member/906219719,40,产品：很好 环境：很好 服务：很好,2018/1/29 18:12,"记得是西单明珠大厦兴层的店，怎么显示是华威大厦呢、号不全，可能是买不到的才是最想要的吧,"
北京,北京,http://www.dianping.com/shop/91637866,森马Semir(西单购物中心店),枫动效应,http://www.dianping.com/member/4156541,50,产品：非常好 环境：非常好 服务：非常好,2018/1/22 18:54,这家的是森马的老店了，感觉都7-8年了，营业面积很大，款式很多，分为男装，女装，还有帽子洛套什么的。<br/>主要针对人群是年轻人。价格比较亲民。<br/>很多学生，都来这里买衣服。<br/>我已经很久不穿这个牌子的衣服了。<br/>对于我个人眼光来看，太素净了。
北京,北京,http://www.dianping.com/shop/91637866,森马Semir(西单购物中心店),杜dududu,http://www.dianping.com/member/822197204,30,产品：好 环境：好 服务：好,2017/12/16 13:55,"【启欣探店】<br/>｛补补补｝<br/><br/>几乎每天都有各种打折的商品，不耐看！来这买过一次，掉色，门口有时会有喇叭喊打折啦打折啦，我还是比较喜欢去安静点的地方逛街。不然心里会很街躁。,"
北京,北京,http://www.dianping.com/shop/91637866,森马Semir(西单购物中心店),吃货小妞,http://www.dianping.com/member/145724887,50,产品：非常好 环境：非常好 服务：非常好,2017/9/18 18:21,"服务很热情，赞，现在基本是秋装新款很多，更衣间也特别干净,"
北京,北京,http://www.dianping.com/shop/91637866,森马Semir(西单购物中心店),离人梦i_9003,http://www.dianping.com/member/687640006,50,产品：非常好 环境：非常好 服务：非常好,2016/11/25 19:01,从自己上班开始，买衣服只买森马的，衣服质量特别好，前两天买的一件白色的羽绒服，顺便还看了现在的这款粉色的，下决心一定要买，这次奔着休息，正好和朋友一起去买了回来，也是一件羽绒服，特别喜欢，穿着很暖和，这个冬天我不怕冷了<img class="emoji-img" src="https://img.meituan.net/ugcpic/02edcd57802e9028ed02b06f6414ba4d2100.png" alt="
北京,北京,http://www.dianping.com/shop/91637866,森马Semir(西单购物中心店),你知道的事~,http://www.dianping.com/member/55833214,50,产品：非常好 环境：非常好 服务：非常好,2016/11/25 15:40,上次逛街无意间看到了这家店，就进来看看，看着看着就看中了一件背带裤，天蓝色的显的人朝气明勃，而且我也喜欢天蓝色的，而且当时店内做活动，买一件背带裤送一件T恤，我左试试右试试，还是喜欢这件，而且男朋友也说这件衣服显我小，而且还可爱*^o^*，所以就买了，销售员服务好不错呢
北京,北京,http://www.dianping.com/shop/91637866,森马Semir(西单购物中心店),dagny,http://www.dianping.com/member/7297305,30,产品：好 环境：好 服务：好,2016/1/10 13:35,"这家店最近好像搬到明珠首层了。,"
北京,北京,http://www.dianping.com/shop/91637866,森马Semir(西单购物中心店),回憶淡忘,http://www.dianping.com/member/101430831,40,产品：很好 环境：好 服务：很好,2015/8/24 22:31,"每次来这里都在搞活动，囧o(╯□╰)o不怎么好玩。创觉好像在欺骗人。,"
北京,北京,http://www.dianping.com/shop/91637866,森马Semir(西单购物中心店),生活在帝都,http://www.dianping.com/member/34636267,50,产品：非常好 环境：非常好 服务：非常好,2014-06-11 更新于2014-06-27 09:18,"名不见经传的兴家店，像之前的鳄鱼兴样，不受关注，又中规中矩，适合年轻人。,"
