senior_class,senior_id,content,product_name,gid,market_price,order_overdue,price_min,sale_mode,sale_count,sale_fee,summary,url,start_time,Img800,comment_tag,create_time,end_time,one_size_pid,one_size_saled,one_size_inventory,one_size_name 
服装配饰,93,手表,轻派轻时尚石英腕表,101952,99.0,7200,99.0,301,0,0,简洁无印设计，原装进口机芯，轻柔夜光指针,http://m.youpin.mi.com/shop/detail?gid=101952,00-00-00,http://img.youpin.mi-img.com/800_pic/101952_1c135b0f29c9d6037240fa068c1f6d40.png,		漂亮美观|562	高性价比|334	质量好|94	好用|52	包装好|19	使用舒适|17	做工精致|10	手感佳|9	尺码贴合|2	质量一般|10	做工一般|1,2018-07-17,00-00-00,10793,9645,32,TwentySeventeen轻时尚石英腕表 靓丽银 钢带
服装配饰,93,手表,轻派机械表,103766,499.0,7200,499.0,301,0,0,流星轨迹表盘，曲面蓝宝石玻璃，进口全自动机械机芯,http://m.youpin.mi.com/shop/detail?gid=103766,00-00-00,https://img.youpin.mi-img.com/800_pic/b483f1d2628c607da6d24de4763adb73.png,		漂亮美观|532	高性价比|375	质量好|86	包装好|42	做工精致|22	好用|22	手感佳|19	使用舒适|4	尺码贴合|4	物流不好|2,2018-09-29,00-00-00,17637,3674,142,轻派机械表月牙白
服装配饰,93,手表,轻派机械表,103766,499.0,7200,499.0,301,0,0,流星轨迹表盘，曲面蓝宝石玻璃，进口全自动机械机芯,http://m.youpin.mi.com/shop/detail?gid=103766,00-00-00,https://img.youpin.mi-img.com/800_pic/b483f1d2628c607da6d24de4763adb73.png,		漂亮美观|532	高性价比|375	质量好|86	包装好|42	做工精致|22	好用|22	手感佳|19	使用舒适|4	尺码贴合|4	物流不好|2,2018-09-29,00-00-00,17636,3613,166,轻派机械表星辰黑
服装配饰,93,手表,轻派石英表（轻薄系列）（男女同款）,104856,229.0,7200,229.0,301,0,0,5.5mm纤薄机身，简洁无印设计，人工合成蓝宝石，原装进口机芯,http://m.youpin.mi.com/shop/detail?gid=104856,00-00-00,https://img.youpin.mi-img.com/800_pic/c3cff48670ee365b625a10ec8a65c38a.png,		漂亮美观|169	高性价比|78	质量好|36	包装好|6	好用|5	手感佳|5	使用舒适|4	做工精致|3	尺码贴合|1,2019-01-03,00-00-00,23267,1790,406,TwentySeventeen轻派石英表（轻薄系列） 晶钻黑1件/盒
服装配饰,93,手表,轻派石英表（轻薄系列）（男女同款）,104856,229.0,7200,229.0,301,0,0,5.5mm纤薄机身，简洁无印设计，人工合成蓝宝石，原装进口机芯,http://m.youpin.mi.com/shop/detail?gid=104856,00-00-00,https://img.youpin.mi-img.com/800_pic/c3cff48670ee365b625a10ec8a65c38a.png,		漂亮美观|169	高性价比|78	质量好|36	包装好|6	好用|5	手感佳|5	使用舒适|4	做工精致|3	尺码贴合|1,2019-01-03,00-00-00,23268,649,122,TwentySeventeen轻派石英表（轻薄系列） 耀目银1件/盒
服装配饰,93,手表,轻派石英表（轻薄系列）（男女同款）,104856,229.0,7200,229.0,301,0,0,5.5mm纤薄机身，简洁无印设计，人工合成蓝宝石，原装进口机芯,http://m.youpin.mi.com/shop/detail?gid=104856,00-00-00,https://img.youpin.mi-img.com/800_pic/c3cff48670ee365b625a10ec8a65c38a.png,		漂亮美观|169	高性价比|78	质量好|36	包装好|6	好用|5	手感佳|5	使用舒适|4	做工精致|3	尺码贴合|1,2019-01-03,00-00-00,23269,401,172,TwentySeventeen轻派石英表（轻薄系列） 流光金1件/盒
服装配饰,93,手表,TIMEROLLS COB时间轨迹石英腕表（三色赠表带）,105392,169.0,7200,169.0,301,0,0,文艺极简设计，原装进口机芯，强力夜光指针,http://m.youpin.mi.com/shop/detail?gid=105392,00-00-00,https://img.youpin.mi-img.com/800_pic/dc158a5fe08a601ed5d94c82b03e7b47.png,		漂亮美观|30	高性价比|16	质量好|8	包装好|4	使用舒适|1	好用|1,2019-02-14,00-00-00,23318,1037,518,TIMEROLLS-COB时间轨迹石英腕表 AD-WQ0118B 曜石黑
服装配饰,93,手表,TIMEROLLS COB时间轨迹石英腕表（三色赠表带）,105392,169.0,7200,169.0,301,0,0,文艺极简设计，原装进口机芯，强力夜光指针,http://m.youpin.mi.com/shop/detail?gid=105392,00-00-00,https://img.youpin.mi-img.com/800_pic/dc158a5fe08a601ed5d94c82b03e7b47.png,		漂亮美观|30	高性价比|16	质量好|8	包装好|4	使用舒适|1	好用|1,2019-02-14,00-00-00,26986,831,1010,TIMEROLLS-COB时间轨迹石英腕表 AD-WQ0118S 时空银
服装配饰,93,手表,TIMEROLLS COB时间轨迹石英腕表（三色赠表带）,105392,169.0,7200,169.0,301,0,0,文艺极简设计，原装进口机芯，强力夜光指针,http://m.youpin.mi.com/shop/detail?gid=105392,00-00-00,https://img.youpin.mi-img.com/800_pic/dc158a5fe08a601ed5d94c82b03e7b47.png,		漂亮美观|30	高性价比|16	质量好|8	包装好|4	使用舒适|1	好用|1,2019-02-14,00-00-00,26987,499,397,TIMEROLLS-COB时间轨迹石英腕表 AD-WQ0118G 玫瑰金
服装配饰,93,手表,玺佳机械表Z系列,105388,1199.0,7200,1099.0,301,0,0,机械艺术美学，听见机械的心跳，获奖团队力作，小米有品定制,http://m.youpin.mi.com/shop/detail?gid=105388,00-00-00,https://img.youpin.mi-img.com/800_pic/fee2b9da00dacdc2ec2295ce4df149ba.png,		漂亮美观|128	高性价比|55	质量好|19	包装好|9	做工精致|7	好用|6	手感佳|6,2019-02-14,00-00-00,26931,948,0,玺佳机械表·Z系列 锋芒（黑）
服装配饰,93,手表,玺佳机械表Z系列,105388,1199.0,7200,1099.0,301,0,0,机械艺术美学，听见机械的心跳，获奖团队力作，小米有品定制,http://m.youpin.mi.com/shop/detail?gid=105388,00-00-00,https://img.youpin.mi-img.com/800_pic/fee2b9da00dacdc2ec2295ce4df149ba.png,		漂亮美观|128	高性价比|55	质量好|19	包装好|9	做工精致|7	好用|6	手感佳|6,2019-02-14,00-00-00,26933,661,35,玺佳机械表·Z系列 锋芒（红）
服装配饰,93,手表,玺佳机械表Z系列,105388,1199.0,7200,1099.0,301,0,0,机械艺术美学，听见机械的心跳，获奖团队力作，小米有品定制,http://m.youpin.mi.com/shop/detail?gid=105388,00-00-00,https://img.youpin.mi-img.com/800_pic/fee2b9da00dacdc2ec2295ce4df149ba.png,		漂亮美观|128	高性价比|55	质量好|19	包装好|9	做工精致|7	好用|6	手感佳|6,2019-02-14,00-00-00,26932,271,37,玺佳机械表·Z系列 锋芒（蓝）
服装配饰,93,手表,轻派光动能表,105759,699.0,7200,699.0,301,0,0,轻松转换可见光 日本原装进口光动能机芯 全金属机身 多功能计时表盘,http://m.youpin.mi.com/shop/detail?gid=105759,00-00-00,https://img.youpin.mi-img.com/800_pic/f58343c0bf92e2b6357df677f33280c7.png,		漂亮美观|48	高性价比|30	质量好|11	手感佳|5	做工精致|2	使用舒适|1	包装好|1	好用|1,2019-03-21,00-00-00,31186,354,211,轻派光动能表-魅惑黑
服装配饰,93,手表,轻派光动能表,105759,699.0,7200,699.0,301,0,0,轻松转换可见光 日本原装进口光动能机芯 全金属机身 多功能计时表盘,http://m.youpin.mi.com/shop/detail?gid=105759,00-00-00,https://img.youpin.mi-img.com/800_pic/f58343c0bf92e2b6357df677f33280c7.png,		漂亮美观|48	高性价比|30	质量好|11	手感佳|5	做工精致|2	使用舒适|1	包装好|1	好用|1,2019-03-21,00-00-00,31185,178,86,轻派光动能表-活力橙
服装配饰,93,手表,轻派光动能表,105759,699.0,7200,699.0,301,0,0,轻松转换可见光 日本原装进口光动能机芯 全金属机身 多功能计时表盘,http://m.youpin.mi.com/shop/detail?gid=105759,00-00-00,https://img.youpin.mi-img.com/800_pic/f58343c0bf92e2b6357df677f33280c7.png,		漂亮美观|48	高性价比|30	质量好|11	手感佳|5	做工精致|2	使用舒适|1	包装好|1	好用|1,2019-03-21,00-00-00,31184,263,259,轻派光动能表-深海蓝
服装配饰,93,手表,轻派商务石英表,104691,399.0,7200,399.0,301,0,0,多功能双时区表盘，弧面蓝宝石玻璃，原装进口石英机芯,http://m.youpin.mi.com/shop/detail?gid=104691,00-00-00,https://img.youpin.mi-img.com/800_pic/4d18f68c6caaaf14885a1e96188e2713.png,		漂亮美观|147	高性价比|104	质量好|23	包装好|10	做工精致|7	手感佳|5	使用舒适|1	好用|1,2018-12-11,00-00-00,21935,1277,59,TwentySeventeen轻派商务石英表 玲珑白
服装配饰,93,手表,轻派商务石英表,104691,399.0,7200,399.0,301,0,0,多功能双时区表盘，弧面蓝宝石玻璃，原装进口石英机芯,http://m.youpin.mi.com/shop/detail?gid=104691,00-00-00,https://img.youpin.mi-img.com/800_pic/4d18f68c6caaaf14885a1e96188e2713.png,		漂亮美观|147	高性价比|104	质量好|23	包装好|10	做工精致|7	手感佳|5	使用舒适|1	好用|1,2018-12-11,00-00-00,21934,1080,145,TwentySeventeen轻派商务石英表 睿智黑
服装配饰,93,手表,轻派机械表匠心系列（男女款）,106632,699.0,7200,699.0,301,0,0,优雅轻薄，人工蓝宝石表镜，原装进口全自动机械机芯,http://m.youpin.mi.com/shop/detail?gid=106632,00-00-00,https://img.youpin.mi-img.com/800_pic/17d38016b218f5f56a425c9b7989df7b.png,,2019-04-24,00-00-00,39661,519,159,轻派机械表-匠心系列 倾心白 男表
服装配饰,93,手表,轻派机械表匠心系列（男女款）,106632,699.0,7200,699.0,301,0,0,优雅轻薄，人工蓝宝石表镜，原装进口全自动机械机芯,http://m.youpin.mi.com/shop/detail?gid=106632,00-00-00,https://img.youpin.mi-img.com/800_pic/17d38016b218f5f56a425c9b7989df7b.png,,2019-04-24,00-00-00,39663,260,39,轻派机械表-匠心系列 优雅白 女表
服装配饰,93,手表,轻派机械表匠心系列（男女款）,106632,699.0,7200,699.0,301,0,0,优雅轻薄，人工蓝宝石表镜，原装进口全自动机械机芯,http://m.youpin.mi.com/shop/detail?gid=106632,00-00-00,https://img.youpin.mi-img.com/800_pic/17d38016b218f5f56a425c9b7989df7b.png,,2019-04-24,00-00-00,39662,259,241,轻派机械表-匠心系列 墨岩黑 男表
服装配饰,93,袜子,90分休闲美利奴羊毛袜(一双装）,100487,49.0,7200,49.0,301,0,0,美利奴羊毛，吸湿透气，柔软舒适,http://m.youpin.mi.com/shop/detail?gid=100487,00-00-00,http://img.youpin.mi-img.com/800_pic/100487_26eccp9dww0n6.png,		使用舒适|109	质量好|100	高性价比|34	包装好|16	手感佳|13	好用|7	漂亮美观|5	尺码贴合|3	做工精致|1	质量一般|4	尺码不对|1,2018-10-22,00-00-00,6373,2516,0,90分休闲美利奴羊毛袜（一双装）男款 蓝色
服装配饰,93,袜子,90分休闲美利奴羊毛袜(一双装）,100487,49.0,7200,49.0,301,0,0,美利奴羊毛，吸湿透气，柔软舒适,http://m.youpin.mi.com/shop/detail?gid=100487,00-00-00,http://img.youpin.mi-img.com/800_pic/100487_26eccp9dww0n6.png,		使用舒适|109	质量好|100	高性价比|34	包装好|16	手感佳|13	好用|7	漂亮美观|5	尺码贴合|3	做工精致|1	质量一般|4	尺码不对|1,2018-10-22,00-00-00,6372,4014,0,90分休闲美利奴羊毛袜（一双装）男款 灰色
服装配饰,93,袜子,90分休闲美利奴羊毛袜(一双装）,100487,49.0,7200,49.0,301,0,0,美利奴羊毛，吸湿透气，柔软舒适,http://m.youpin.mi.com/shop/detail?gid=100487,00-00-00,http://img.youpin.mi-img.com/800_pic/100487_26eccp9dww0n6.png,		使用舒适|109	质量好|100	高性价比|34	包装好|16	手感佳|13	好用|7	漂亮美观|5	尺码贴合|3	做工精致|1	质量一般|4	尺码不对|1,2018-10-22,00-00-00,6375,2136,0,90分休闲美利奴羊毛袜（一双装）女款 灰色
服装配饰,93,袜子,90分休闲美利奴羊毛袜(一双装）,100487,49.0,7200,49.0,301,0,0,美利奴羊毛，吸湿透气，柔软舒适,http://m.youpin.mi.com/shop/detail?gid=100487,00-00-00,http://img.youpin.mi-img.com/800_pic/100487_26eccp9dww0n6.png,		使用舒适|109	质量好|100	高性价比|34	包装好|16	手感佳|13	好用|7	漂亮美观|5	尺码贴合|3	做工精致|1	质量一般|4	尺码不对|1,2018-10-22,00-00-00,6374,1595,405,90分休闲美利奴羊毛袜（一双装）女款 黑色
服装配饰,93,袜子,90分休闲美利奴羊毛袜(一双装）,100487,49.0,7200,49.0,301,0,0,美利奴羊毛，吸湿透气，柔软舒适,http://m.youpin.mi.com/shop/detail?gid=100487,00-00-00,http://img.youpin.mi-img.com/800_pic/100487_26eccp9dww0n6.png,		使用舒适|109	质量好|100	高性价比|34	包装好|16	手感佳|13	好用|7	漂亮美观|5	尺码贴合|3	做工精致|1	质量一般|4	尺码不对|1,2018-10-22,00-00-00,6371,5726,10,90分休闲美利奴羊毛袜（一双装）男款 黑色
服装配饰,93,袜子,5双装纯棉商务袜PULPOL SOCKS中筒袜,102675,49.0,7200,49.0,301,0,0,吸湿透气，经典百搭，抑菌祛味,http://m.youpin.mi.com/shop/detail?gid=102675,00-00-00,https://img.youpin.mi-img.com/800_pic/311708e242614bea9f4a20fbd25c85b2.png,		质量好|282	使用舒适|139	高性价比|132	包装好|22	手感佳|17	好用|15	漂亮美观|7	尺码贴合|1	不够舒适|2	物流不好|1,2018-07-20,00-00-00,13969,7993,1169,PULPOL SOCKS 棉97%男士中袜 深灰 39-45码 5双/包
服装配饰,93,袜子,5双装纯棉商务袜PULPOL SOCKS中筒袜,102675,49.0,7200,49.0,301,0,0,吸湿透气，经典百搭，抑菌祛味,http://m.youpin.mi.com/shop/detail?gid=102675,00-00-00,https://img.youpin.mi-img.com/800_pic/311708e242614bea9f4a20fbd25c85b2.png,		质量好|282	使用舒适|139	高性价比|132	包装好|22	手感佳|17	好用|15	漂亮美观|7	尺码贴合|1	不够舒适|2	物流不好|1,2018-07-20,00-00-00,13968,1566,121,PULPOL SOCKS 棉97%男士中袜 米白 39-45码 5双/包
服装配饰,93,袜子,5双装纯棉商务袜PULPOL SOCKS中筒袜,102675,49.0,7200,49.0,301,0,0,吸湿透气，经典百搭，抑菌祛味,http://m.youpin.mi.com/shop/detail?gid=102675,00-00-00,https://img.youpin.mi-img.com/800_pic/311708e242614bea9f4a20fbd25c85b2.png,		质量好|282	使用舒适|139	高性价比|132	包装好|22	手感佳|17	好用|15	漂亮美观|7	尺码贴合|1	不够舒适|2	物流不好|1,2018-07-20,00-00-00,13970,13222,2461,PULPOL SOCKS 棉97%男士中袜 黑色 39-45码 5双/包
服装配饰,93,袜子,一双装格纹绅士袜365wear男士中筒袜,105740,15.0,7200,15.0,301,0,0,优质精梳棉 抑菌柔软透气 亲肤四季可穿,http://m.youpin.mi.com/shop/detail?gid=105740,00-00-00,https://img.youpin.mi-img.com/800_pic/c34ddf38bd13443501d9fd9c56409e89.png,		质量好|11	使用舒适|4	漂亮美观|2	高性价比|1,2019-03-20,00-00-00,31043,1007,1590,365WEAR格纹绅士袜 竖条纹 1双/包
服装配饰,93,袜子,一双装格纹绅士袜365wear男士中筒袜,105740,15.0,7200,15.0,301,0,0,优质精梳棉 抑菌柔软透气 亲肤四季可穿,http://m.youpin.mi.com/shop/detail?gid=105740,00-00-00,https://img.youpin.mi-img.com/800_pic/c34ddf38bd13443501d9fd9c56409e89.png,		质量好|11	使用舒适|4	漂亮美观|2	高性价比|1,2019-03-20,00-00-00,31042,687,1911,365WEAR格纹绅士袜 横条纹 1双/包
服装配饰,93,袜子,一双装格纹绅士袜365wear男士中筒袜,105740,15.0,7200,15.0,301,0,0,优质精梳棉 抑菌柔软透气 亲肤四季可穿,http://m.youpin.mi.com/shop/detail?gid=105740,00-00-00,https://img.youpin.mi-img.com/800_pic/c34ddf38bd13443501d9fd9c56409e89.png,		质量好|11	使用舒适|4	漂亮美观|2	高性价比|1,2019-03-20,00-00-00,31041,1273,1324,365WEAR格纹绅士袜 菱形格 1双/包
服装配饰,93,袜子,一双装格纹绅士袜365wear男士中筒袜,105740,15.0,7200,15.0,301,0,0,优质精梳棉 抑菌柔软透气 亲肤四季可穿,http://m.youpin.mi.com/shop/detail?gid=105740,00-00-00,https://img.youpin.mi-img.com/800_pic/c34ddf38bd13443501d9fd9c56409e89.png,		质量好|11	使用舒适|4	漂亮美观|2	高性价比|1,2019-03-20,00-00-00,31040,0,5000,365WEAR格纹绅士袜 三双装 3双/包
服装配饰,93,袜子,悠启美腿塑形连裤袜300D,103498,49.0,7200,49.0,301,0,0,莱卡高弹面料，保暖透气，哑光显瘦，环保染料,http://m.youpin.mi.com/shop/detail?gid=103498,00-00-00,https://img.youpin.mi-img.com/800_pic/893e0f068728cc54ed66b8c066977145.png,		质量好|28	使用舒适|10	高性价比|9	好用|3	漂亮美观|3	尺码贴合|1	手感佳|1	质量一般|1,2018-08-26,00-00-00,16212,3467,1772,悠启300D莱卡美腿塑形连裤袜
服装配饰,93,袜子,悠启经典平纹连裤袜100D（2双装）,103357,49.0,7200,49.0,301,0,0,提臀收腹，牢固耐穿，X型收腹，抗起球,http://m.youpin.mi.com/shop/detail?gid=103357,00-00-00,https://img.youpin.mi-img.com/800_pic/80d51ed9623ea1b2633948e8e964f7a2.png,		质量好|36	高性价比|11	使用舒适|10	包装好|2	好用|2	手感佳|2	做工精致|1	漂亮美观|1	尺码不对|1,2018-08-22,00-00-00,15715,1340,364,悠启100D经典平纹连裤袜肤色（2双装）
服装配饰,93,袜子,悠启经典平纹连裤袜100D（2双装）,103357,49.0,7200,49.0,301,0,0,提臀收腹，牢固耐穿，X型收腹，抗起球,http://m.youpin.mi.com/shop/detail?gid=103357,00-00-00,https://img.youpin.mi-img.com/800_pic/80d51ed9623ea1b2633948e8e964f7a2.png,		质量好|36	高性价比|11	使用舒适|10	包装好|2	好用|2	手感佳|2	做工精致|1	漂亮美观|1	尺码不对|1,2018-08-22,00-00-00,15714,1489,1028,悠启100D经典平纹连裤袜黑色（2双装）
服装配饰,93,袜子,4双装薄款绅士袜365wear春夏中筒袜,101431,49.0,7200,49.0,301,0,0,新疆长绒棉，抗菌抑臭，吸湿排汗，经典百搭,http://m.youpin.mi.com/shop/detail?gid=101431,00-00-00,http://img.youpin.mi-img.com/800_pic/101431_1fflro4zqdp2y.png,		质量好|144	使用舒适|84	高性价比|50	包装好|24	好用|12	手感佳|11	漂亮美观|7	质量一般|4	不够舒适|1,2018-08-17,00-00-00,8777,19251,1431,365wear春夏薄款绅士袜（4双装）
服装配饰,93,袜子,悠启基本舒适防滑船袜（三双装）,102336,39.0,7200,39.0,301,0,0,柔软细腻，高弹透气，防滑防脱,http://m.youpin.mi.com/shop/detail?gid=102336,00-00-00,http://img.youpin.mi-img.com/800_pic/102336_cb345d795521165bdc5296d5c0a27482.png,		使用舒适|11	质量好|11	高性价比|5	好用|1	手感佳|1,2018-10-31,00-00-00,12535,2350,186,基本舒适防滑船袜（1黑色+2肤色）
服装配饰,93,袜子,3双装零敏防脱隐形袜PULPOL SOCKS男袜,102595,49.0,7200,42.0,301,0,0,零敏防脱，柔软亲肤，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102595,00-00-00,http://img.youpin.mi-img.com/800_pic/497e57250320347249e40c17cdf2ae87.png,		质量好|50	高性价比|31	使用舒适|26	包装好|6	好用|6	漂亮美观|6	尺码贴合|1	不够舒适|1,2018-07-23,00-00-00,13572,1166,0,PULPOL SOCKS专利男士隐形船袜 本白 39-45码 3双/包
服装配饰,93,袜子,3双装零敏防脱隐形袜PULPOL SOCKS男袜,102595,49.0,7200,42.0,301,0,0,零敏防脱，柔软亲肤，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102595,00-00-00,http://img.youpin.mi-img.com/800_pic/497e57250320347249e40c17cdf2ae87.png,		质量好|50	高性价比|31	使用舒适|26	包装好|6	好用|6	漂亮美观|6	尺码贴合|1	不够舒适|1,2018-07-23,00-00-00,13573,1690,0,PULPOL SOCKS专利男士隐形船袜 中灰 39-45码 3双/包
服装配饰,93,袜子,3双装零敏防脱隐形袜PULPOL SOCKS男袜,102595,49.0,7200,42.0,301,0,0,零敏防脱，柔软亲肤，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102595,00-00-00,http://img.youpin.mi-img.com/800_pic/497e57250320347249e40c17cdf2ae87.png,		质量好|50	高性价比|31	使用舒适|26	包装好|6	好用|6	漂亮美观|6	尺码贴合|1	不够舒适|1,2018-07-23,00-00-00,13576,1153,0,PULPOL SOCKS专利男士隐形船袜 蓝色 39-45码 3双/包
服装配饰,93,袜子,3双装零敏防脱隐形袜PULPOL SOCKS男袜,102595,49.0,7200,42.0,301,0,0,零敏防脱，柔软亲肤，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102595,00-00-00,http://img.youpin.mi-img.com/800_pic/497e57250320347249e40c17cdf2ae87.png,		质量好|50	高性价比|31	使用舒适|26	包装好|6	好用|6	漂亮美观|6	尺码贴合|1	不够舒适|1,2018-07-23,00-00-00,13577,981,26,PULPOL SOCKS专利男士隐形船袜 藏蓝 39-45码 3双/包
服装配饰,93,袜子,3双装零敏防脱隐形袜PULPOL SOCKS男袜,102595,49.0,7200,42.0,301,0,0,零敏防脱，柔软亲肤，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102595,00-00-00,http://img.youpin.mi-img.com/800_pic/497e57250320347249e40c17cdf2ae87.png,		质量好|50	高性价比|31	使用舒适|26	包装好|6	好用|6	漂亮美观|6	尺码贴合|1	不够舒适|1,2018-07-23,00-00-00,13574,605,0,PULPOL SOCKS专利男士隐形船袜 姜黄 39-45码 3双/包
服装配饰,93,袜子,3双装零敏防脱隐形袜PULPOL SOCKS男袜,102595,49.0,7200,42.0,301,0,0,零敏防脱，柔软亲肤，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102595,00-00-00,http://img.youpin.mi-img.com/800_pic/497e57250320347249e40c17cdf2ae87.png,		质量好|50	高性价比|31	使用舒适|26	包装好|6	好用|6	漂亮美观|6	尺码贴合|1	不够舒适|1,2018-07-23,00-00-00,13575,659,0,PULPOL SOCKS专利男士隐形船袜 墨绿 39-45码 3双/包
服装配饰,93,袜子,3双装零敏防脱隐形袜PULPOL SOCKS男袜,102595,49.0,7200,42.0,301,0,0,零敏防脱，柔软亲肤，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102595,00-00-00,http://img.youpin.mi-img.com/800_pic/497e57250320347249e40c17cdf2ae87.png,		质量好|50	高性价比|31	使用舒适|26	包装好|6	好用|6	漂亮美观|6	尺码贴合|1	不够舒适|1,2018-07-23,00-00-00,13578,1448,52,PULPOL SOCKS专利男士隐形船袜 深灰 39-45码 3双/包
服装配饰,93,袜子,3双装零敏防脱隐形袜PULPOL SOCKS男袜,102595,49.0,7200,42.0,301,0,0,零敏防脱，柔软亲肤，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102595,00-00-00,http://img.youpin.mi-img.com/800_pic/497e57250320347249e40c17cdf2ae87.png,		质量好|50	高性价比|31	使用舒适|26	包装好|6	好用|6	漂亮美观|6	尺码贴合|1	不够舒适|1,2018-07-23,00-00-00,13579,2926,12,PULPOL SOCKS专利男士隐形船袜 黑色 39-45码 3双/包
服装配饰,93,袜子,5双装纯棉抑菌船袜PULPOL SOCKS男袜,102592,49.0,7200,49.0,301,0,0,亲肤舒适，防脱耐磨，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102592,00-00-00,https://img.youpin.mi-img.com/800_pic/aaf5b1964c20f503da896017b71645f8.png,		质量好|99	使用舒适|78	高性价比|50	包装好|28	好用|5	漂亮美观|5	手感佳|3	尺码贴合|2	尺码不对|1	质量一般|1,2018-07-19,00-00-00,13570,10062,0,PULPOL SOCKS男士船袜 混色 39-45码 5双/包
服装配饰,93,袜子,5双装纯棉抑菌船袜PULPOL SOCKS男袜,102592,49.0,7200,49.0,301,0,0,亲肤舒适，防脱耐磨，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102592,00-00-00,https://img.youpin.mi-img.com/800_pic/aaf5b1964c20f503da896017b71645f8.png,		质量好|99	使用舒适|78	高性价比|50	包装好|28	好用|5	漂亮美观|5	手感佳|3	尺码贴合|2	尺码不对|1	质量一般|1,2018-07-19,00-00-00,13571,3886,0,PULPOL SOCKS男士船袜 黑色 39-45码 5双/包
服装配饰,93,袜子,90分运动功能袜（2双装）,104493,29.0,7200,29.0,301,0,0,防滑袜身设计，镂空网眼，柔滑软暖,http://m.youpin.mi.com/shop/detail?gid=104493,00-00-00,https://img.youpin.mi-img.com/800_pic/bb3fcba3f5cd4c91915afe3cc8447f2f.png,		质量好|5	使用舒适|3	包装好|2	漂亮美观|2	好用|1	手感佳|1,2018-11-30,00-00-00,20833,1301,767,90分运动功能袜（女）2双装
服装配饰,93,袜子,5双装透气运动袜PULPOL SOCKS男袜,102677,49.0,7200,45.0,301,0,0,柔软舒适，经典百搭，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102677,00-00-00,http://img.youpin.mi-img.com/800_pic/5d600c0c9ba96eea179db0d824e8ce3f.png,		质量好|156	使用舒适|95	高性价比|59	包装好|16	手感佳|9	好用|7	漂亮美观|7	尺码贴合|1	物流不好|6	质量一般|3,2018-07-17,00-00-00,13972,4475,507,PULPOL SOCKS男士短袜 黑色 39-45码 5双/包
服装配饰,93,袜子,5双装透气运动袜PULPOL SOCKS男袜,102677,49.0,7200,45.0,301,0,0,柔软舒适，经典百搭，吸湿抑菌,http://m.youpin.mi.com/shop/detail?gid=102677,00-00-00,http://img.youpin.mi-img.com/800_pic/5d600c0c9ba96eea179db0d824e8ce3f.png,		质量好|156	使用舒适|95	高性价比|59	包装好|16	手感佳|9	好用|7	漂亮美观|7	尺码贴合|1	物流不好|6	质量一般|3,2018-07-17,00-00-00,13971,12962,1192,PULPOL SOCKS男士短袜 混色 39-45码 5双/包
服装配饰,93,袜子,5双装抑菌女短袜365wear女袜,100275,49.0,7200,49.0,301,0,0,高针高弹，科学混纺，环保染色，柔软亲肤,http://m.youpin.mi.com/shop/detail?gid=100275,00-00-00,http://img.youpin.mi-img.com/800_pic/100275_26b3bhpz0a946.png,		质量好|124	使用舒适|73	高性价比|42	包装好|35	好用|14	漂亮美观|13	手感佳|7	做工精致|1	尺码贴合|1	质量一般|5	物流不好|4,2018-08-17,00-00-00,5808,11559,909,365WEAR抑菌女士短袜 5色装
服装配饰,93,袜子,5双装抑菌男短袜365wear男袜,100276,49.0,7200,49.0,301,0,0,高针高弹，科学混纺，厚棉触感，高弹贴脚,http://m.youpin.mi.com/shop/detail?gid=100276,00-00-00,http://img.youpin.mi-img.com/800_pic/100276_14ebzjmfrzz37.png,		质量好|225	使用舒适|205	包装好|94	高性价比|78	漂亮美观|42	好用|19	手感佳|11	做工精致|1	质量一般|11	物流不好|4,2018-07-25,00-00-00,5809,23158,1961,365WEAR抑菌男士短袜 5色装
服装配饰,93,袜子,5双装透气男短袜365wear春夏抗菌袜,106525,29.9,7200,29.9,301,0,0,透气清爽，柔软舒适，银离子抗菌,http://m.youpin.mi.com/shop/detail?gid=106525,00-00-00,https://img.youpin.mi-img.com/800_pic/f2540ae20c2196e989655ff4c8e8a226.png,		使用舒适|2	高性价比|1,2019-04-20,00-00-00,39157,813,1385,365WEAR透气抗菌男短袜 白色 5双/包
服装配饰,93,袜子,5双装透气男短袜365wear春夏抗菌袜,106525,29.9,7200,29.9,301,0,0,透气清爽，柔软舒适，银离子抗菌,http://m.youpin.mi.com/shop/detail?gid=106525,00-00-00,https://img.youpin.mi-img.com/800_pic/f2540ae20c2196e989655ff4c8e8a226.png,		使用舒适|2	高性价比|1,2019-04-20,00-00-00,39156,4484,5965,365WEAR透气抗菌男短袜 五色装 5双/包
