senior_class,senior_id,content,product_name,gid,market_price,order_overdue,price_min,sale_mode,sale_count,sale_fee,summary,url,start_time,Img800,comment_tag,create_time,end_time,one_size_pid,one_size_saled,one_size_inventory,one_size_name 
服装配饰,93,裤装,男式高弹舒适牛仔裤 棉花史密斯,101244,129.0,7200,129.0,301,0,0,优质弹力，亲肤柔软，透气舒适，  窄脚裤型,http://m.youpin.mi.com/shop/detail?gid=101244,00-00-00,https://img.youpin.mi-img.com/800_pic/8e604bbd0614cc178e34fdf7637a2420.png,		使用舒适|758	质量好|434	高性价比|353	尺码贴合|83	手感佳|58	漂亮美观|35	包装好|16	好用|14	做工精致|3	质量一般|14	尺码不对|11,2018-07-30,00-00-00,32434,272,284,棉花史密斯男式高弹舒适牛仔裤牛仔蓝 32码
服装配饰,93,裤装,男式高弹舒适牛仔裤 棉花史密斯,101244,129.0,7200,129.0,301,0,0,优质弹力，亲肤柔软，透气舒适，  窄脚裤型,http://m.youpin.mi.com/shop/detail?gid=101244,00-00-00,https://img.youpin.mi-img.com/800_pic/8e604bbd0614cc178e34fdf7637a2420.png,		使用舒适|758	质量好|434	高性价比|353	尺码贴合|83	手感佳|58	漂亮美观|35	包装好|16	好用|14	做工精致|3	质量一般|14	尺码不对|11,2018-07-30,00-00-00,32435,220,321,棉花史密斯男式高弹舒适牛仔裤牛仔蓝 33码
服装配饰,93,裤装,男式高弹舒适牛仔裤 棉花史密斯,101244,129.0,7200,129.0,301,0,0,优质弹力，亲肤柔软，透气舒适，  窄脚裤型,http://m.youpin.mi.com/shop/detail?gid=101244,00-00-00,https://img.youpin.mi-img.com/800_pic/8e604bbd0614cc178e34fdf7637a2420.png,		使用舒适|758	质量好|434	高性价比|353	尺码贴合|83	手感佳|58	漂亮美观|35	包装好|16	好用|14	做工精致|3	质量一般|14	尺码不对|11,2018-07-30,00-00-00,32432,364,413,棉花史密斯男式高弹舒适牛仔裤牛仔蓝 30码
服装配饰,93,裤装,男式高弹舒适牛仔裤 棉花史密斯,101244,129.0,7200,129.0,301,0,0,优质弹力，亲肤柔软，透气舒适，  窄脚裤型,http://m.youpin.mi.com/shop/detail?gid=101244,00-00-00,https://img.youpin.mi-img.com/800_pic/8e604bbd0614cc178e34fdf7637a2420.png,		使用舒适|758	质量好|434	高性价比|353	尺码贴合|83	手感佳|58	漂亮美观|35	包装好|16	好用|14	做工精致|3	质量一般|14	尺码不对|11,2018-07-30,00-00-00,32433,354,307,棉花史密斯男式高弹舒适牛仔裤牛仔蓝 31码
服装配饰,93,裤装,男式高弹舒适牛仔裤 棉花史密斯,101244,129.0,7200,129.0,301,0,0,优质弹力，亲肤柔软，透气舒适，  窄脚裤型,http://m.youpin.mi.com/shop/detail?gid=101244,00-00-00,https://img.youpin.mi-img.com/800_pic/8e604bbd0614cc178e34fdf7637a2420.png,		使用舒适|758	质量好|434	高性价比|353	尺码贴合|83	手感佳|58	漂亮美观|35	包装好|16	好用|14	做工精致|3	质量一般|14	尺码不对|11,2018-07-30,00-00-00,32431,171,334,棉花史密斯男式高弹舒适牛仔裤牛仔蓝 29码
服装配饰,93,裤装,男式高弹舒适牛仔裤 棉花史密斯,101244,129.0,7200,129.0,301,0,0,优质弹力，亲肤柔软，透气舒适，  窄脚裤型,http://m.youpin.mi.com/shop/detail?gid=101244,00-00-00,https://img.youpin.mi-img.com/800_pic/8e604bbd0614cc178e34fdf7637a2420.png,		使用舒适|758	质量好|434	高性价比|353	尺码贴合|83	手感佳|58	漂亮美观|35	包装好|16	好用|14	做工精致|3	质量一般|14	尺码不对|11,2018-07-30,00-00-00,32436,293,299,棉花史密斯男式高弹舒适牛仔裤牛仔蓝 34码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9278,1653,174,棉花史密斯天丝棉牛仔裤男款 中蓝32码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9279,1294,542,棉花史密斯天丝棉牛仔裤男款 中蓝33码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9276,1098,1225,棉花史密斯天丝棉牛仔裤男款 中蓝30码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9277,1764,303,棉花史密斯天丝棉牛仔裤男款 中蓝31码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9269,475,156,棉花史密斯天丝棉牛仔裤男款 深蓝29码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9270,599,376,棉花史密斯天丝棉牛仔裤男款 深蓝30码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9271,776,339,棉花史密斯天丝棉牛仔裤男款 深蓝31码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9280,1318,445,棉花史密斯天丝棉牛仔裤男款 中蓝34码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9274,1035,270,棉花史密斯天丝棉牛仔裤男款 深蓝34码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9275,776,610,棉花史密斯天丝棉牛仔裤男款 中蓝29码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9272,630,260,棉花史密斯天丝棉牛仔裤男款 深蓝32码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,9273,584,851,棉花史密斯天丝棉牛仔裤男款 深蓝33码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,33754,51,390,棉花史密斯天丝棉牛仔裤 男款灰蓝 32码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,33755,42,260,棉花史密斯天丝棉牛仔裤 男款灰蓝 33码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,33752,51,219,棉花史密斯天丝棉牛仔裤 男款灰蓝 30码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,33753,73,196,棉花史密斯天丝棉牛仔裤 男款灰蓝 31码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,33751,25,122,棉花史密斯天丝棉牛仔裤 男款灰蓝 29码
服装配饰,93,裤装,男士天丝棉弹力牛仔裤 棉花史密斯,101582,199.0,7200,179.0,301,0,0,丝滑触感，自由回弹，舒适柔软，美国进口棉花,http://m.youpin.mi.com/shop/detail?gid=101582,00-00-00,https://img.youpin.mi-img.com/800_pic/6aedb145bf01243136a84c9ce1311d42.png,		使用舒适|273	质量好|174	高性价比|67	手感佳|27	尺码贴合|25	漂亮美观|9	好用|4	包装好|3	做工精致|2	尺码不对|6	质量一般|5,2018-07-30,00-00-00,33756,53,137,棉花史密斯天丝棉牛仔裤 男款灰蓝 34码
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30631,345,1138,棉花史密斯男士活力潮流牛仔裤深蓝 34 1件/袋
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30620,386,652,棉花史密斯男士活力潮流牛仔裤牛仔蓝 29 1件/袋
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30630,302,1358,棉花史密斯男士活力潮流牛仔裤深蓝 33 1件/袋
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30629,406,1374,棉花史密斯男士活力潮流牛仔裤深蓝 32 1件/袋
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30626,315,561,棉花史密斯男士活力潮流牛仔裤深蓝 29 1件/袋
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30625,370,1439,棉花史密斯男士活力潮流牛仔裤牛仔蓝 34 1件/袋
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30628,375,1177,棉花史密斯男士活力潮流牛仔裤深蓝 31 1件/袋
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30627,406,1048,棉花史密斯男士活力潮流牛仔裤深蓝 30 1件/袋
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30622,455,1431,棉花史密斯男士活力潮流牛仔裤牛仔蓝 31 1件/袋
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30621,500,1326,棉花史密斯男士活力潮流牛仔裤牛仔蓝 30 1件/袋
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30624,357,1586,棉花史密斯男士活力潮流牛仔裤牛仔蓝 33 1件/袋
服装配饰,93,裤装,男士活力潮流牛仔裤 棉花史密斯,105701,99.0,7200,89.0,301,0,0,tapered版型 环保洗水 颜色自然,http://m.youpin.mi.com/shop/detail?gid=105701,00-00-00,https://img.youpin.mi-img.com/800_pic/07ccd1fd5310715ca98ca94a7f0cdcff.png,		高性价比|29	质量好|27	使用舒适|18	尺码贴合|9	手感佳|2	漂亮美观|1,2019-03-19,00-00-00,30623,482,1813,棉花史密斯男士活力潮流牛仔裤牛仔蓝 32 1件/袋
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13095,1514,178,棉花史密斯99%棉微弹小直筒牛仔裤 男款 深蓝 30
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13096,2135,512,棉花史密斯99%棉微弹小直筒牛仔裤 男款 深蓝 31
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13093,1065,803,棉花史密斯99%棉微弹小直筒牛仔裤 男款 浅蓝34
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13094,1405,208,棉花史密斯99%棉微弹小直筒牛仔裤 男款 深蓝 29
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13099,1319,357,棉花史密斯99%棉微弹小直筒牛仔裤 男款 深蓝 34
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13088,1348,472,棉花史密斯99%棉微弹小直筒牛仔裤 男款 浅蓝29
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13089,1748,681,棉花史密斯99%棉微弹小直筒牛仔裤 男款 浅蓝30
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13097,1760,267,棉花史密斯99%棉微弹小直筒牛仔裤 男款 深蓝 32
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13098,1882,239,棉花史密斯99%棉微弹小直筒牛仔裤 男款 深蓝 33
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13091,1131,718,棉花史密斯99%棉微弹小直筒牛仔裤 男款 浅蓝32
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13092,1030,267,棉花史密斯99%棉微弹小直筒牛仔裤 男款 浅蓝33
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,13090,1876,667,棉花史密斯99%棉微弹小直筒牛仔裤 男款 浅蓝31
服装配饰,93,裤装,99%棉微弹小直筒牛仔裤 棉花史密斯,102472,129.0,7200,129.0,301,0,0,立体感强，修饰腿型，色泽饱满，潮流轮廓,http://m.youpin.mi.com/shop/detail?gid=102472,00-00-00,https://img.youpin.mi-img.com/800_pic/7aace7dd732361858640f5cde64c28e1.png,		质量好|216	使用舒适|166	高性价比|166	尺码贴合|45	漂亮美观|27	手感佳|21	包装好|6	好用|4	做工精致|2	尺码不对|2	物流不好|1,2018-07-30,00-00-00,32962,257,48,棉花史密斯99%棉微弹小直筒牛仔裤 男款灰蓝 34码
