"","channel","attrs","choosed_sku","choosed_channel","chayi_huizong"
"430","city_rank","mianliao","1牛仔","二线",0.0492473258659955
"431","city_rank","mianliao","1牛仔","四线",0.0370885801403834
"432","city_rank","mianliao","1牛仔","特一线",0.111621294989088
"433","city_rank","mianliao","1蕾丝","一线",0.0490006268294216
"434","city_rank","mianliao","1蕾丝","三线",0.0402954341134886
"435","city_rank","mianliao","1蕾丝","二线",0.0498841748468806
"436","city_rank","mianliao","1蕾丝","四线",0.0446049446291316
"437","city_rank","mianliao","1蕾丝","特一线",0.146041294354445
"438","city_rank","mianliao","1棉质","一线",0.0531780875011588
"439","city_rank","mianliao","1棉质","三线",0.0494189870606178
"440","city_rank","mianliao","1棉质","二线",0.05301685355259
"441","city_rank","mianliao","1棉质","四线",0.0537832106088968
"442","city_rank","mianliao","1棉质","特一线",0.0746054631584587
"443","city_rank","mianliao","1色织","一线",0.0572174445098676
"444","city_rank","mianliao","1色织","三线",0.0333300930247174
"445","city_rank","mianliao","1色织","二线",0.0427684988168831
"446","city_rank","mianliao","1色织","四线",0.0439002723180498
"447","city_rank","mianliao","1色织","特一线",0.0842827160350501
"448","city_rank","mianliao","1棉麻","一线",0.0431498268465371
"449","city_rank","mianliao","1棉麻","三线",0.0441887687507606
"450","city_rank","mianliao","1棉麻","二线",0.0482284814052923
"451","city_rank","mianliao","1棉麻","四线",0.0444474221814038
"452","city_rank","mianliao","1棉麻","特一线",0.0628457653668298
"453","city_rank","mianliao","1混纺","一线",0.037037037037037
"454","city_rank","mianliao","1混纺","三线",0.0333333333333333
"455","city_rank","mianliao","1混纺","二线",0.0555555555555556
"456","city_rank","mianliao","1混纺","四线",0.0555555555555556
"457","city_rank","mianliao","1混纺","特一线",0.0555555555555556
"458","city_rank","mianliao","1毛织","一线",0.111111111111111
"459","city_rank","mianliao","1毛织","三线",0.0833333333333333
"460","city_rank","mianliao","1毛织","二线",0.166666666666667
"461","city_rank","mianliao","1毛织","四线",0.111111111111111
"462","city_rank","mianliao","1毛织","特一线",0.333333333333333
"463","area_rank","mianliao","1针织","(200,400]",0.0554238200973012
"464","area_rank","mianliao","1针织","(400,600]",0.0661182662346872
"465","area_rank","mianliao","1针织","(600,800]",0.0882015373662012
"466","area_rank","mianliao","1针织","(800,3e+03]",0.102929085919683
"467","area_rank","mianliao","1针织","[0,200]",0.0463370758178058
"468","area_rank","mianliao","1雪纺","(200,400]",0.0539856114917913
"469","area_rank","mianliao","1雪纺","(400,600]",0.0585404341268741
"470","area_rank","mianliao","1雪纺","(600,800]",0.0908533506225621
"471","area_rank","mianliao","1雪纺","(800,3e+03]",0.108702530757292
"472","area_rank","mianliao","1雪纺","[0,200]",0.0340136188502963
"473","area_rank","mianliao","1化纤","(200,400]",0.0715665816892742
"474","area_rank","mianliao","1化纤","(400,600]",0.0820595304858394
"475","area_rank","mianliao","1化纤","(600,800]",0.141614161537855
"476","area_rank","mianliao","1化纤","(800,3e+03]",0.130135871788768
"477","area_rank","mianliao","1化纤","[0,200]",0.0668358737569069
"478","area_rank","mianliao","1印花","(200,400]",0.0819711258706396
"479","area_rank","mianliao","1印花","(400,600]",0.109081303551077
"480","area_rank","mianliao","1印花","(600,800]",0.1956287322702
"481","area_rank","mianliao","1印花","(800,3e+03]",0.202022709295136
"482","area_rank","mianliao","1印花","[0,200]",0.0498148336922612
"483","area_rank","mianliao","1牛仔","(200,400]",0.0469927796262453
"484","area_rank","mianliao","1牛仔","(400,600]",0.0581820118272521
"485","area_rank","mianliao","1牛仔","(600,800]",0.117735107329243
"486","area_rank","mianliao","1牛仔","(800,3e+03]",0.141568479678852
"487","area_rank","mianliao","1牛仔","[0,200]",0.0332827584623797
"488","area_rank","mianliao","1蕾丝","(200,400]",0.0477142746404029
"489","area_rank","mianliao","1蕾丝","(400,600]",0.066168046374098
"490","area_rank","mianliao","1蕾丝","(600,800]",0.0819302012014826
"491","area_rank","mianliao","1蕾丝","(800,3e+03]",0.0832490334110016
"492","area_rank","mianliao","1蕾丝","[0,200]",0.040954735285248
"493","area_rank","mianliao","1棉质","(200,400]",0.0513835311270515
"494","area_rank","mianliao","1棉质","(400,600]",0.0690012850506067
"495","area_rank","mianliao","1棉质","(600,800]",0.104067843500245
"496","area_rank","mianliao","1棉质","(800,3e+03]",0.087938438260199
"497","area_rank","mianliao","1棉质","[0,200]",0.0407241860594134
"498","area_rank","mianliao","1色织","(200,400]",0.042094382760268
"499","area_rank","mianliao","1色织","(400,600]",0.0776833549471801
"500","area_rank","mianliao","1色织","(600,800]",0.103920895801384
"501","area_rank","mianliao","1色织","(800,3e+03]",0.110456724214184
"502","area_rank","mianliao","1色织","[0,200]",0.0381452811797916
"503","area_rank","mianliao","1棉麻","(200,400]",0.0452935752152388
"504","area_rank","mianliao","1棉麻","(400,600]",0.0529189397618248
"505","area_rank","mianliao","1棉麻","(600,800]",0.0608474583198088
"506","area_rank","mianliao","1棉麻","(800,3e+03]",0.0643604081471281
"507","area_rank","mianliao","1棉麻","[0,200]",0.0411730527079992
"508","area_rank","mianliao","1混纺","(200,400]",0.0555555555555555
"509","area_rank","mianliao","1混纺","(400,600]",0.0666666666666667
"510","area_rank","mianliao","1混纺","(600,800]",0.0833333333333333
"511","area_rank","mianliao","1混纺","(800,3e+03]",0.0833333333333333
"512","area_rank","mianliao","1混纺","[0,200]",0.0277777777777778
"513","area_rank","mianliao","1毛织","(200,400]",0.0833333333333333
"514","area_rank","mianliao","1毛织","(400,600]",0.166666666666667
"515","area_rank","mianliao","1毛织","(600,800]",0.166666666666667
"516","area_rank","mianliao","1毛织","(800,3e+03]",0.166666666666667
"517","area_rank","mianliao","1毛织","[0,200]",0.0666666666666667
"518","moshi_rank","mianliao","1针织","NULL",0.0535212801950163
"519","moshi_rank","mianliao","1针织","SPM",0.0617864837087509
"520","moshi_rank","mianliao","1针织","商超",0.0504498960323079
"521","moshi_rank","mianliao","1针织","地铺",0.0565234461747334
"522","moshi_rank","mianliao","1针织","特卖",0.0565655458403497
"523","moshi_rank","mianliao","1雪纺","NULL",0.0769844282561559
"524","moshi_rank","mianliao","1雪纺","SPM",0.0833555578117265
"525","moshi_rank","mianliao","1雪纺","商超",0.0757539836797488
"526","moshi_rank","mianliao","1雪纺","地铺",0.0469185642049905
"527","moshi_rank","mianliao","1雪纺","特卖",0.137711950183386
"528","moshi_rank","mianliao","1化纤","NULL",0.0763784514882459
"529","moshi_rank","mianliao","1化纤","SPM",0.111895037816251
"530","moshi_rank","mianliao","1化纤","商超",0.0643733464545624
"531","moshi_rank","mianliao","1化纤","地铺",0.0742341745200874
"532","moshi_rank","mianliao","1化纤","特卖",0.110293170967859
"533","moshi_rank","mianliao","1印花","NULL",0.0586525338797899
"534","moshi_rank","mianliao","1印花","SPM",0.117712848195522
"535","moshi_rank","mianliao","1印花","商超",0.0857949972020709
"536","moshi_rank","mianliao","1印花","地铺",0.0700438796749389
"537","moshi_rank","mianliao","1印花","特卖",0.0872287396360497
"538","moshi_rank","mianliao","1牛仔","NULL",0.053353638227892
"539","moshi_rank","mianliao","1牛仔","SPM",0.103564741279998
"540","moshi_rank","mianliao","1牛仔","商超",0.0562815960108342
"541","moshi_rank","mianliao","1牛仔","地铺",0.0412816813988338
"542","moshi_rank","mianliao","1牛仔","特卖",0.106217705244521
"543","moshi_rank","mianliao","1蕾丝","NULL",0.0506751921084478
"544","moshi_rank","mianliao","1蕾丝","SPM",0.0564427167074774
"545","moshi_rank","mianliao","1蕾丝","商超",0.0750166713424845
"546","moshi_rank","mianliao","1蕾丝","地铺",0.0426755238343983
"547","moshi_rank","mianliao","1蕾丝","特卖",0.082932347703438
"548","moshi_rank","mianliao","1棉质","NULL",0.0451861993431507
"549","moshi_rank","mianliao","1棉质","SPM",0.0626808891857104
"550","moshi_rank","mianliao","1棉质","商超",0.0461665823317974
"551","moshi_rank","mianliao","1棉质","地铺",0.0545120822724641
"552","moshi_rank","mianliao","1棉质","特卖",0.0648480342274777
"553","moshi_rank","mianliao","1色织","NULL",0.0386269254677601
"554","moshi_rank","mianliao","1色织","SPM",0.0654668137160725
"555","moshi_rank","mianliao","1色织","商超",0.0612737906153066
"556","moshi_rank","mianliao","1色织","地铺",0.037880178960773
"557","moshi_rank","mianliao","1色织","特卖",0.10531143895457
"558","moshi_rank","mianliao","1棉麻","NULL",0.0436068998805784
"559","moshi_rank","mianliao","1棉麻","SPM",0.0446725472495939
"560","moshi_rank","mianliao","1棉麻","商超",0.0408951208375725
"561","moshi_rank","mianliao","1棉麻","地铺",0.0454268483122754
"562","moshi_rank","mianliao","1棉麻","特卖",0.0445359776838019
"563","moshi_rank","mianliao","1混纺","NULL",0.0416666666666667
"564","moshi_rank","mianliao","1混纺","SPM",0.0476190476190476
"565","moshi_rank","mianliao","1混纺","商超",0.0555555555555556
"566","moshi_rank","mianliao","1混纺","地铺",0.0416666666666667
"567","moshi_rank","mianliao","1混纺","特卖",0.0416666666666667
"568","moshi_rank","mianliao","1毛织","NULL",0.166666666666667
"569","moshi_rank","mianliao","1毛织","SPM",0.166666666666667
"570","moshi_rank","mianliao","1毛织","商超",0.111111111111111
"571","moshi_rank","mianliao","1毛织","地铺",0.0833333333333333
"572","nzb","fengge","校园","中",0.0466138916165087
"573","nzb","fengge","校园","北",0.054210990316723
"574","nzb","fengge","校园","南",0.0577427433903197
"575","nzb","fengge","都市","中",0.0278889968627924
"576","nzb","fengge","都市","北",0.0463283813719608
"577","nzb","fengge","都市","南",0.0446029148917911
"578","nzb","fengge","运动","中",0.0377754710132056
"579","nzb","fengge","运动","北",0.0299655211093589
"580","nzb","fengge","运动","南",0.0430615353702936
"581","nzb","fengge","潮牌","中",0.0702631952839092
"582","nzb","fengge","潮牌","北",0.0540630456298504
"583","nzb","fengge","潮牌","南",0.0393131995241139
"584","provi_rank","fengge","校园","县级",0.0480402988491298
"585","provi_rank","fengge","校园","地级",0.0590358974508287
"586","provi_rank","fengge","校园","直辖",0.0478961154720386
"587","provi_rank","fengge","校园","省级",0.0666054273403655
"588","provi_rank","fengge","校园","镇级",0.0398831445715188
"589","provi_rank","fengge","都市","县级",0.0347057638337635
"590","provi_rank","fengge","都市","地级",0.0509305458956747
"591","provi_rank","fengge","都市","直辖",0.0380290193832117
"592","provi_rank","fengge","都市","省级",0.0485147389684421
"593","provi_rank","fengge","都市","镇级",0.0287441166725073
"594","provi_rank","fengge","运动","县级",0.0331613022739143
"595","provi_rank","fengge","运动","地级",0.0253777737056888
"596","provi_rank","fengge","运动","直辖",0.0843579477370607
"597","provi_rank","fengge","运动","省级",0.0287395374356556
"598","provi_rank","fengge","运动","镇级",0.0367551624556436
"599","provi_rank","fengge","潮牌","县级",0.0493247420076814
"600","provi_rank","fengge","潮牌","地级",0.0549531186525258
"601","provi_rank","fengge","潮牌","直辖",0.134918033784495
"602","provi_rank","fengge","潮牌","省级",0.0859793213225554
"603","provi_rank","fengge","潮牌","镇级",0.109162840630065
"604","city_rank","fengge","校园","一线",0.0586849644213278
"605","city_rank","fengge","校园","三线",0.0484771294672481
"606","city_rank","fengge","校园","二线",0.0537273996569439
"607","city_rank","fengge","校园","四线",0.039444911864385
"608","city_rank","fengge","校园","特一线",0.0720916937651826
"609","city_rank","fengge","都市","一线",0.0392685562411036
"610","city_rank","fengge","都市","三线",0.036429999455742
"611","city_rank","fengge","都市","二线",0.0451357762108551
"612","city_rank","fengge","都市","四线",0.0248090637857228
"613","city_rank","fengge","都市","特一线",0.05598465950355
"614","city_rank","fengge","运动","一线",0.031810930586997
"615","city_rank","fengge","运动","三线",0.0346699091215082
"616","city_rank","fengge","运动","二线",0.02685580413567
"617","city_rank","fengge","运动","四线",0.0419373046932724
"618","city_rank","fengge","运动","特一线",0.0635351789287576
"619","city_rank","fengge","潮牌","一线",0.0890247410285795
"620","city_rank","fengge","潮牌","三线",0.0454373659656639
"621","city_rank","fengge","潮牌","二线",0.0575913718949873
"622","city_rank","fengge","潮牌","四线",0.0694005044559232
"623","city_rank","fengge","潮牌","特一线",0.0666666666666667
"624","area_rank","fengge","校园","(200,400]",0.0482113097663648
"625","area_rank","fengge","校园","(400,600]",0.0643959752042301
"626","area_rank","fengge","校园","(600,800]",0.0607714465967028
"627","area_rank","fengge","校园","(800,3e+03]",0.0763723328094267
"628","area_rank","fengge","校园","[0,200]",0.0421249684140352
"629","area_rank","fengge","都市","(200,400]",0.0326339572491841
"630","area_rank","fengge","都市","(400,600]",0.0542853820852004
"631","area_rank","fengge","都市","(600,800]",0.0519281400716831
"632","area_rank","fengge","都市","(800,3e+03]",0.0590930775156057
"633","area_rank","fengge","都市","[0,200]",0.0290342940303153
"634","area_rank","fengge","运动","(200,400]",0.0293644941784963
"635","area_rank","fengge","运动","(400,600]",0.0485069399921479
"636","area_rank","fengge","运动","(600,800]",0.110875281162103
"637","area_rank","fengge","运动","(800,3e+03]",0.0529319598067134
"638","area_rank","fengge","运动","[0,200]",0.0290381001578716
"639","area_rank","fengge","潮牌","(200,400]",0.0478626051469402
"640","area_rank","fengge","潮牌","(400,600]",0.0847578096074955
"641","area_rank","fengge","潮牌","(600,800]",0.182259247795875
"642","area_rank","fengge","潮牌","(800,3e+03]",0.166720157367002
"643","area_rank","fengge","潮牌","[0,200]",0.0399616988468309
"644","moshi_rank","fengge","校园","NULL",0.0491025544688367
"645","moshi_rank","fengge","校园","SPM",0.0592399454912173
"646","moshi_rank","fengge","校园","商超",0.0520616266278893
"647","moshi_rank","fengge","校园","地铺",0.0498214464905294
"648","moshi_rank","fengge","校园","特卖",0.0638405316161246
"649","moshi_rank","fengge","都市","NULL",0.0314664725373121
"650","moshi_rank","fengge","都市","SPM",0.0420842558106443
"651","moshi_rank","fengge","都市","商超",0.0382225801045686
"652","moshi_rank","fengge","都市","地铺",0.0392596343862337
"653","moshi_rank","fengge","都市","特卖",0.054862691520192
"654","moshi_rank","fengge","运动","NULL",0.0414737459938568
"655","moshi_rank","fengge","运动","SPM",0.0504994716305737
"656","moshi_rank","fengge","运动","商超",0.0388534208076353
"657","moshi_rank","fengge","运动","地铺",0.0280752961625455
"658","moshi_rank","fengge","运动","特卖",0.0856913404856954
"659","moshi_rank","fengge","潮牌","NULL",0.0733079118857118
"660","moshi_rank","fengge","潮牌","SPM",0.0513558557497702
"661","moshi_rank","fengge","潮牌","商超",0.103629234236325
"662","moshi_rank","fengge","潮牌","地铺",0.046329093662525
"663","moshi_rank","fengge","潮牌","特卖",0.139103087933041
"664","nzb","pingmian","字母","中",0.0429984508651649
"665","nzb","pingmian","字母","北",0.0456806693571793
"666","nzb","pingmian","字母","南",0.0540274794529786
"667","nzb","pingmian","拼接","中",0.0334794923928751
"668","nzb","pingmian","拼接","北",0.0415638053432567
"669","nzb","pingmian","拼接","南",0.038394200121005
"670","nzb","pingmian","条纹","中",0.0424330732423651
"671","nzb","pingmian","条纹","北",0.0461535707260052
"672","nzb","pingmian","条纹","南",0.0506109565567507
"673","nzb","pingmian","印花","中",0.0598818553587254
"674","nzb","pingmian","印花","北",0.0626525565480409
"675","nzb","pingmian","印花","南",0.0754240659724017
"676","nzb","pingmian","卡通形象","中",0.0924383348377381
"677","nzb","pingmian","卡通形象","北",0.0692198145106942
"678","nzb","pingmian","卡通形象","南",0.0622455020903964
"679","nzb","pingmian","雪纺","中",0.111111111111111
"680","nzb","pingmian","雪纺","北",0.0555555555555556
"681","nzb","pingmian","雪纺","南",0.111111111111111
"682","nzb","pingmian","满印","中",0.0731735883966992
"683","nzb","pingmian","满印","北",0.0612123084662438
"684","nzb","pingmian","满印","南",0.0768258946633479
"685","nzb","pingmian","净色","中",0.0447484038097446
"686","nzb","pingmian","净色","北",0.0329000747908372
"687","nzb","pingmian","净色","南",0.0446879587075322
"688","nzb","pingmian","蕾丝","中",0.111111111111111
"689","nzb","pingmian","蕾丝","北",0.111111111111111
"690","nzb","pingmian","蕾丝","南",0.111111111111111
"691","nzb","pingmian","格子","中",0.0391621123889758
"692","nzb","pingmian","格子","北",0.0527878535724165
"693","nzb","pingmian","格子","南",0.0469062678046489
"694","nzb","pingmian","刺绣","中",0.0552597346759759
"695","nzb","pingmian","刺绣","北",0.0490835079772804
"696","nzb","pingmian","刺绣","南",0.058226100310385
"697","nzb","pingmian","人像","中",0.0392697194012012
"698","nzb","pingmian","人像","北",0.0345342517029535
"699","nzb","pingmian","人像","南",0.0391969572043452
"700","provi_rank","pingmian","字母","县级",0.0483412669364026
"701","provi_rank","pingmian","字母","地级",0.0470833653275616
"702","provi_rank","pingmian","字母","直辖",0.0659037227140707
"703","provi_rank","pingmian","字母","省级",0.0529511723360694
"704","provi_rank","pingmian","字母","镇级",0.0502725463206861
"705","provi_rank","pingmian","拼接","县级",0.0363779671122603
"706","provi_rank","pingmian","拼接","地级",0.0382938011576448
"707","provi_rank","pingmian","拼接","直辖",0.0456424813721876
"708","provi_rank","pingmian","拼接","省级",0.0459611499819197
"709","provi_rank","pingmian","拼接","镇级",0.0323468270444848
"710","provi_rank","pingmian","条纹","县级",0.0437352131191418
"711","provi_rank","pingmian","条纹","地级",0.0475542639279811
"712","provi_rank","pingmian","条纹","直辖",0.0591661658020517
"713","provi_rank","pingmian","条纹","省级",0.0674095260258319
"714","provi_rank","pingmian","条纹","镇级",0.0352766978483973
"715","provi_rank","pingmian","印花","县级",0.0565995917814354
"716","provi_rank","pingmian","印花","地级",0.0768401183215984
"717","provi_rank","pingmian","印花","直辖",0.157108664034502
"718","provi_rank","pingmian","印花","省级",0.140666839146747
"719","provi_rank","pingmian","印花","镇级",0.0507557745544265
"720","provi_rank","pingmian","卡通形象","县级",0.0576116906953331
"721","provi_rank","pingmian","卡通形象","地级",0.0778321666035679
"722","provi_rank","pingmian","卡通形象","直辖",0.120139542287512
"723","provi_rank","pingmian","卡通形象","省级",0.124238666626836
"724","provi_rank","pingmian","卡通形象","镇级",0.0679833981289099
"725","provi_rank","pingmian","雪纺","县级",0.0555555555555556
"726","provi_rank","pingmian","雪纺","地级",0.166666666666667
"727","provi_rank","pingmian","雪纺","直辖",0.111111111111111
"728","provi_rank","pingmian","雪纺","省级",0.166666666666667
"729","provi_rank","pingmian","雪纺","镇级",0.166666666666667
"730","provi_rank","pingmian","满印","县级",0.0521552553030326
"731","provi_rank","pingmian","满印","地级",0.0689992271398034
"732","provi_rank","pingmian","满印","直辖",0.089568571385735
"733","provi_rank","pingmian","满印","省级",0.0877300528570788
"734","provi_rank","pingmian","满印","镇级",0.0657424381991286
"735","provi_rank","pingmian","净色","县级",0.0309880105636068
"736","provi_rank","pingmian","净色","地级",0.0347013878269019
"737","provi_rank","pingmian","净色","直辖",0.0572660922431431
"738","provi_rank","pingmian","净色","省级",0.0534298843563777
"739","provi_rank","pingmian","净色","镇级",0.0377644695031183
"740","provi_rank","pingmian","蕾丝","县级",0.0833333333333333
"741","provi_rank","pingmian","蕾丝","地级",0.111111111111111
"742","provi_rank","pingmian","蕾丝","直辖",0.111111111111111
"743","provi_rank","pingmian","蕾丝","省级",0.166666666666667
"744","provi_rank","pingmian","蕾丝","镇级",0.166666666666667
"745","provi_rank","pingmian","格子","县级",0.0417282786270483
"746","provi_rank","pingmian","格子","地级",0.0499350021417712
"747","provi_rank","pingmian","格子","直辖",0.083897877233725
"748","provi_rank","pingmian","格子","省级",0.0679720923096886
"749","provi_rank","pingmian","格子","镇级",0.0454726445762861
"750","provi_rank","pingmian","刺绣","县级",0.0444361237465852
"751","provi_rank","pingmian","刺绣","地级",0.0555496058105749
"752","provi_rank","pingmian","刺绣","直辖",0.118390951791025
"753","provi_rank","pingmian","刺绣","省级",0.117860940534835
"754","provi_rank","pingmian","刺绣","镇级",0.0554032895457307
"755","provi_rank","pingmian","人像","县级",0.0281312247450235
"756","provi_rank","pingmian","人像","地级",0.0388580447422013
"757","provi_rank","pingmian","人像","直辖",0.0819416869924558
"758","provi_rank","pingmian","人像","省级",0.0612926742959395
"759","provi_rank","pingmian","人像","镇级",0.0524299236168412
"760","city_rank","pingmian","字母","一线",0.0567610288375652
"761","city_rank","pingmian","字母","三线",0.0495008306822045
"762","city_rank","pingmian","字母","二线",0.0444828995255155
"763","city_rank","pingmian","字母","四线",0.044114013725459
"764","city_rank","pingmian","字母","特一线",0.0692311543063946
"765","city_rank","pingmian","拼接","一线",0.0368958190694222
"766","city_rank","pingmian","拼接","三线",0.0334991077966454
"767","city_rank","pingmian","拼接","二线",0.0405694647635538
"768","city_rank","pingmian","拼接","四线",0.0342170700199977
"769","city_rank","pingmian","拼接","特一线",0.0671145518266472
"770","city_rank","pingmian","条纹","一线",0.056684248960188
"771","city_rank","pingmian","条纹","三线",0.0428226708030972
"772","city_rank","pingmian","条纹","二线",0.0468457176222023
"773","city_rank","pingmian","条纹","四线",0.0370470589947169
"774","city_rank","pingmian","条纹","特一线",0.0806052695462138
"775","city_rank","pingmian","印花","一线",0.146902715759062
"776","city_rank","pingmian","印花","三线",0.0581247454016659
"777","city_rank","pingmian","印花","二线",0.0649180633153209
"778","city_rank","pingmian","印花","四线",0.0470161710254049
"779","city_rank","pingmian","印花","特一线",0.187216357166125
"780","city_rank","pingmian","卡通形象","一线",0.125304392214093
"781","city_rank","pingmian","卡通形象","三线",0.0602961995305239
"782","city_rank","pingmian","卡通形象","二线",0.0763431653893934
"783","city_rank","pingmian","卡通形象","四线",0.0707781634362238
"784","city_rank","pingmian","卡通形象","特一线",0.157819571943501
"785","city_rank","pingmian","雪纺","一线",0.111111111111111
"786","city_rank","pingmian","雪纺","三线",0.0666666666666667
"787","city_rank","pingmian","雪纺","二线",0.166666666666667
"788","city_rank","pingmian","雪纺","四线",0.0833333333333333
"789","city_rank","pingmian","雪纺","特一线",0.166666666666667
"790","city_rank","pingmian","满印","一线",0.0726389082872074
"791","city_rank","pingmian","满印","三线",0.0507132828902825
"792","city_rank","pingmian","满印","二线",0.0653436209576905
"793","city_rank","pingmian","满印","四线",0.067286707576188
"794","city_rank","pingmian","满印","特一线",0.111292789863036
"795","city_rank","pingmian","净色","一线",0.0526188528306497
"796","city_rank","pingmian","净色","三线",0.0328185942473317
"797","city_rank","pingmian","净色","二线",0.0326060282784602
"798","city_rank","pingmian","净色","四线",0.0336120857007369
"799","city_rank","pingmian","净色","特一线",0.0620402253679832
"800","city_rank","pingmian","蕾丝","一线",0.111111111111111
"801","city_rank","pingmian","蕾丝","三线",0.0833333333333333
"802","city_rank","pingmian","蕾丝","二线",0.111111111111111
"803","city_rank","pingmian","蕾丝","四线",0.111111111111111
"804","city_rank","pingmian","蕾丝","特一线",0.166666666666667
"805","city_rank","pingmian","格子","一线",0.0622304691800046
"806","city_rank","pingmian","格子","三线",0.0430404385418113
"807","city_rank","pingmian","格子","二线",0.0514715718395871
"808","city_rank","pingmian","格子","四线",0.0422698539762743
"809","city_rank","pingmian","格子","特一线",0.120328266785072
"810","city_rank","pingmian","刺绣","一线",0.0921465668088768
"811","city_rank","pingmian","刺绣","三线",0.0406005745188794
"812","city_rank","pingmian","刺绣","二线",0.0618833659322622
"813","city_rank","pingmian","刺绣","四线",0.0639905446065998
"814","city_rank","pingmian","刺绣","特一线",0.177067737386478
"815","city_rank","pingmian","人像","一线",0.0498972842983728
"816","city_rank","pingmian","人像","三线",0.0268639567335182
"817","city_rank","pingmian","人像","二线",0.0435602532986345
"818","city_rank","pingmian","人像","四线",0.0532011492853595
"819","city_rank","pingmian","人像","特一线",0.0867739857576982
"820","area_rank","pingmian","字母","(200,400]",0.0548507945558914
"821","area_rank","pingmian","字母","(400,600]",0.0564578801055991
"822","area_rank","pingmian","字母","(600,800]",0.0847980881649887
"823","area_rank","pingmian","字母","(800,3e+03]",0.0974672526288398
"824","area_rank","pingmian","字母","[0,200]",0.0427993414915419
"825","area_rank","pingmian","拼接","(200,400]",0.0360090066195218
"826","area_rank","pingmian","拼接","(400,600]",0.0500810166999729
"827","area_rank","pingmian","拼接","(600,800]",0.0554868055404822
"828","area_rank","pingmian","拼接","(800,3e+03]",0.0720502430700203
"829","area_rank","pingmian","拼接","[0,200]",0.0319840924206687
"830","area_rank","pingmian","条纹","(200,400]",0.0450922724582919
"831","area_rank","pingmian","条纹","(400,600]",0.0505176790897788
"832","area_rank","pingmian","条纹","(600,800]",0.0837802957815197
"833","area_rank","pingmian","条纹","(800,3e+03]",0.113245585585311
"834","area_rank","pingmian","条纹","[0,200]",0.0363311589474674
"835","area_rank","pingmian","印花","(200,400]",0.0692019907746596
"836","area_rank","pingmian","印花","(400,600]",0.106055175338987
"837","area_rank","pingmian","印花","(600,800]",0.213226335793727
"838","area_rank","pingmian","印花","(800,3e+03]",0.152136572518873
"839","area_rank","pingmian","印花","[0,200]",0.0473783039153233
"840","area_rank","pingmian","卡通形象","(200,400]",0.0735329140281512
"841","area_rank","pingmian","卡通形象","(400,600]",0.12014813869131
"842","area_rank","pingmian","卡通形象","(600,800]",0.175632565043865
"843","area_rank","pingmian","卡通形象","(800,3e+03]",0.188462970668589
"844","area_rank","pingmian","卡通形象","[0,200]",0.0597107341339086
"845","area_rank","pingmian","雪纺","(200,400]",0.111111111111111
"846","area_rank","pingmian","雪纺","(400,600]",0.166666666666667
"847","area_rank","pingmian","雪纺","(600,800]",0.166666666666667
"848","area_rank","pingmian","雪纺","(800,3e+03]",0.333333333333333
"849","area_rank","pingmian","雪纺","[0,200]",0.0555555555555556
"850","area_rank","pingmian","满印","(200,400]",0.0646589726667695
"851","area_rank","pingmian","满印","(400,600]",0.0825643975380475
"852","area_rank","pingmian","满印","(600,800]",0.147772460217811
"853","area_rank","pingmian","满印","(800,3e+03]",0.14961553426087
"854","area_rank","pingmian","满印","[0,200]",0.0448452430155773
"855","area_rank","pingmian","净色","(200,400]",0.0395364134215089
"856","area_rank","pingmian","净色","(400,600]",0.0453436015627819
"857","area_rank","pingmian","净色","(600,800]",0.0906144240513117
"858","area_rank","pingmian","净色","(800,3e+03]",0.078101483970248
"859","area_rank","pingmian","净色","[0,200]",0.0410169741037294
"860","area_rank","pingmian","蕾丝","(200,400]",0.111111111111111
"861","area_rank","pingmian","蕾丝","(400,600]",0.166666666666667
"862","area_rank","pingmian","蕾丝","(600,800]",0.166666666666667
"863","area_rank","pingmian","蕾丝","(800,3e+03]",0.166666666666667
"864","area_rank","pingmian","蕾丝","[0,200]",0.111111111111111
"865","area_rank","pingmian","格子","(200,400]",0.0520410062422488
"866","area_rank","pingmian","格子","(400,600]",0.0601845321918578
"867","area_rank","pingmian","格子","(600,800]",0.0754956735499378
"868","area_rank","pingmian","格子","(800,3e+03]",0.103671635001276
"869","area_rank","pingmian","格子","[0,200]",0.0397269574076815
"870","area_rank","pingmian","刺绣","(200,400]",0.0510030577941718
"871","area_rank","pingmian","刺绣","(400,600]",0.0840300560261598
"872","area_rank","pingmian","刺绣","(600,800]",0.165942080884109
"873","area_rank","pingmian","刺绣","(800,3e+03]",0.156235587009172
"874","area_rank","pingmian","刺绣","[0,200]",0.0364827406581478
"875","area_rank","pingmian","人像","(200,400]",0.0380405428955503
"876","area_rank","pingmian","人像","(400,600]",0.0632743251000367
"877","area_rank","pingmian","人像","(600,800]",0.104629539650466
"878","area_rank","pingmian","人像","(800,3e+03]",0.123775838109787
"879","area_rank","pingmian","人像","[0,200]",0.0265653085513249
"880","moshi_rank","pingmian","字母","NULL",0.0505885136487839
"881","moshi_rank","pingmian","字母","SPM",0.0577250046334926
"882","moshi_rank","pingmian","字母","商超",0.0414294701074262
"883","moshi_rank","pingmian","字母","地铺",0.0480284576714712
"884","moshi_rank","pingmian","字母","特卖",0.0720672119095146
"885","moshi_rank","pingmian","拼接","NULL",0.0331868425682693
"886","moshi_rank","pingmian","拼接","SPM",0.05409318171354
"887","moshi_rank","pingmian","拼接","商超",0.0386454098447206
