index,物料,choosed_sku,渠道,choosed_channel,chayi_huizong,attrs,channel,paiming
条纹省市级别,平面,条纹,省市级别,省级,0.120528539,pingmian,provi_rank,249
条纹省市级别,平面,条纹,省市级别,直辖,0.100850859,pingmian,provi_rank,314
条纹面积段,平面,条纹,面积段,"(400,600]",0.09961573,pingmian,area_rank,318
条纹城市级别,平面,条纹,城市级别,一线,0.08720987,pingmian,city_rank,367
条纹模式,平面,条纹,模式,SPM,0.080745466,pingmian,moshi_rank,396
条纹南中北,平面,条纹,南中北,南,0.06220702,pingmian,nzb,466
条纹城市级别,平面,条纹,城市级别,二线,0.061335624,pingmian,city_rank,470
条纹省市级别,平面,条纹,省市级别,地级,0.05925957,pingmian,provi_rank,480
条纹模式,平面,条纹,模式,NULL,0.057581217,pingmian,moshi_rank,494
条纹模式,平面,条纹,模式,商超,0.05757507,pingmian,moshi_rank,495
条纹模式,平面,条纹,模式,特卖,0.056955211,pingmian,moshi_rank,502
条纹南中北,平面,条纹,南中北,北,0.053976474,pingmian,nzb,512
条纹面积段,平面,条纹,面积段,"(200,400]",0.052371887,pingmian,area_rank,520
条纹城市级别,平面,条纹,城市级别,三线,0.049523011,pingmian,city_rank,541
条纹模式,平面,条纹,模式,地铺,0.049078908,pingmian,moshi_rank,545
条纹省市级别,平面,条纹,省市级别,县级,0.047810682,pingmian,provi_rank,554
条纹南中北,平面,条纹,南中北,中,0.044637329,pingmian,nzb,569
条纹省市级别,平面,条纹,省市级别,镇级,0.043146609,pingmian,provi_rank,577
条纹城市级别,平面,条纹,城市级别,四线,0.040724059,pingmian,city_rank,588
条纹面积段,平面,条纹,面积段,"[0,200]",0.040104876,pingmian,area_rank,590
满印面积段,平面,满印,面积段,"(800,3e+03]",0.225120482,pingmian,area_rank,90
满印城市级别,平面,满印,城市级别,特一线,0.194253135,pingmian,city_rank,120
满印面积段,平面,满印,面积段,"(600,800]",0.169087597,pingmian,area_rank,162
满印南中北,平面,满印,南中北,南,0.160730023,pingmian,nzb,185
满印省市级别,平面,满印,省市级别,省级,0.159031739,pingmian,provi_rank,188
满印城市级别,平面,满印,城市级别,一线,0.157361054,pingmian,city_rank,191
满印省市级别,平面,满印,省市级别,直辖,0.151354048,pingmian,provi_rank,198
满印模式,平面,满印,模式,SPM,0.146188609,pingmian,moshi_rank,204
满印省市级别,平面,满印,省市级别,地级,0.143156957,pingmian,provi_rank,210
满印面积段,平面,满印,面积段,"(400,600]",0.140104358,pingmian,area_rank,216
满印城市级别,平面,满印,城市级别,四线,0.125722388,pingmian,city_rank,237
满印南中北,平面,满印,南中北,中,0.124070467,pingmian,nzb,240
满印城市级别,平面,满印,城市级别,二线,0.122467552,pingmian,city_rank,243
满印省市级别,平面,满印,省市级别,镇级,0.121461707,pingmian,provi_rank,244
满印模式,平面,满印,模式,特卖,0.119460955,pingmian,moshi_rank,254
满印模式,平面,满印,模式,地铺,0.112915214,pingmian,moshi_rank,271
满印模式,平面,满印,模式,商超,0.112794074,pingmian,moshi_rank,272
满印面积段,平面,满印,面积段,"(200,400]",0.109605607,pingmian,area_rank,279
满印模式,平面,满印,模式,NULL,0.105939575,pingmian,moshi_rank,292
满印南中北,平面,满印,南中北,北,0.101711718,pingmian,nzb,308
满印省市级别,平面,满印,省市级别,县级,0.086171334,pingmian,provi_rank,373
满印城市级别,平面,满印,城市级别,三线,0.082450268,pingmian,city_rank,388
满印面积段,平面,满印,面积段,"[0,200]",0.076312118,pingmian,area_rank,410
中长省市级别,裙长,中长,省市级别,省级,0.088461507,qunchang,provi_rank,362
中长城市级别,裙长,中长,城市级别,特一线,0.086731009,qunchang,city_rank,369
中长面积段,裙长,中长,面积段,"(800,3e+03]",0.086611839,qunchang,area_rank,370
中长模式,裙长,中长,模式,特卖,0.086531419,qunchang,moshi_rank,372
中长面积段,裙长,中长,面积段,"(400,600]",0.083572767,qunchang,area_rank,383
中长面积段,裙长,中长,面积段,"(600,800]",0.073111629,qunchang,area_rank,425
中长城市级别,裙长,中长,城市级别,一线,0.065491345,qunchang,city_rank,452
中长省市级别,裙长,中长,省市级别,地级,0.058219179,qunchang,provi_rank,486
中长城市级别,裙长,中长,城市级别,二线,0.053942819,qunchang,city_rank,513
中长南中北,裙长,中长,南中北,南,0.053301757,qunchang,nzb,516
中长面积段,裙长,中长,面积段,"(200,400]",0.053109702,qunchang,area_rank,517
中长模式,裙长,中长,模式,SPM,0.051779997,qunchang,moshi_rank,522
中长省市级别,裙长,中长,省市级别,直辖,0.051368292,qunchang,provi_rank,526
中长模式,裙长,中长,模式,NULL,0.050008635,qunchang,moshi_rank,537
中长南中北,裙长,中长,南中北,北,0.048466362,qunchang,nzb,551
中长城市级别,裙长,中长,城市级别,三线,0.043275738,qunchang,city_rank,575
中长模式,裙长,中长,模式,地铺,0.042525338,qunchang,moshi_rank,579
中长模式,裙长,中长,模式,商超,0.041993385,qunchang,moshi_rank,583
中长省市级别,裙长,中长,省市级别,县级,0.041084531,qunchang,provi_rank,586
中长南中北,裙长,中长,南中北,中,0.03799364,qunchang,nzb,602
中长面积段,裙长,中长,面积段,"[0,200]",0.037619903,qunchang,area_rank,603
中长省市级别,裙长,中长,省市级别,镇级,0.036502184,qunchang,provi_rank,607
中长城市级别,裙长,中长,城市级别,四线,0.034414448,qunchang,city_rank,613
短面积段,裙长,短,面积段,"(800,3e+03]",0.124666053,qunchang,area_rank,239
短面积段,裙长,短,面积段,"(400,600]",0.113168258,qunchang,area_rank,270
短城市级别,裙长,短,城市级别,特一线,0.105764096,qunchang,city_rank,293
短面积段,裙长,短,面积段,"(600,800]",0.099822454,qunchang,area_rank,317
短省市级别,裙长,短,省市级别,地级,0.094708358,qunchang,provi_rank,332
短模式,裙长,短,模式,SPM,0.09399832,qunchang,moshi_rank,337
短省市级别,裙长,短,省市级别,省级,0.09256115,qunchang,provi_rank,344
短模式,裙长,短,模式,特卖,0.09088796,qunchang,moshi_rank,352
短南中北,裙长,短,南中北,南,0.086793868,qunchang,nzb,368
短城市级别,裙长,短,城市级别,二线,0.083582301,qunchang,city_rank,382
短城市级别,裙长,短,城市级别,一线,0.075663719,qunchang,city_rank,413
短南中北,裙长,短,南中北,北,0.070442578,qunchang,nzb,432
短模式,裙长,短,模式,地铺,0.066903577,qunchang,moshi_rank,448
短面积段,裙长,短,面积段,"(200,400]",0.06533786,qunchang,area_rank,453
短模式,裙长,短,模式,商超,0.063270135,qunchang,moshi_rank,457
短省市级别,裙长,短,省市级别,县级,0.060847311,qunchang,provi_rank,472
短模式,裙长,短,模式,NULL,0.060800484,qunchang,moshi_rank,473
短城市级别,裙长,短,城市级别,三线,0.060367227,qunchang,city_rank,474
短南中北,裙长,短,南中北,中,0.060191972,qunchang,nzb,475
短省市级别,裙长,短,省市级别,镇级,0.057856227,qunchang,provi_rank,490
短城市级别,裙长,短,城市级别,四线,0.057384448,qunchang,city_rank,499
短面积段,裙长,短,面积段,"[0,200]",0.051430761,qunchang,area_rank,525
短省市级别,裙长,短,省市级别,直辖,0.050522771,qunchang,provi_rank,532
长省市级别,裙长,长,省市级别,直辖,0.544658744,qunchang,provi_rank,4
长模式,裙长,长,模式,特卖,0.463842413,qunchang,moshi_rank,10
长城市级别,裙长,长,城市级别,特一线,0.396534997,qunchang,city_rank,27
长面积段,裙长,长,面积段,"(600,800]",0.384268447,qunchang,area_rank,30
长城市级别,裙长,长,城市级别,四线,0.379536988,qunchang,city_rank,33
长模式,裙长,长,模式,SPM,0.377498582,qunchang,moshi_rank,34
长省市级别,裙长,长,省市级别,地级,0.373364742,qunchang,provi_rank,36
长面积段,裙长,长,面积段,"(400,600]",0.359325143,qunchang,area_rank,38
长面积段,裙长,长,面积段,"(800,3e+03]",0.325767732,qunchang,area_rank,43
长南中北,裙长,长,南中北,南,0.309229769,qunchang,nzb,47
长城市级别,裙长,长,城市级别,二线,0.303677807,qunchang,city_rank,51
长南中北,裙长,长,南中北,北,0.302453222,qunchang,nzb,52
长省市级别,裙长,长,省市级别,省级,0.283483172,qunchang,provi_rank,57
长城市级别,裙长,长,城市级别,一线,0.282788207,qunchang,city_rank,58
长省市级别,裙长,长,省市级别,镇级,0.27268282,qunchang,provi_rank,61
长模式,裙长,长,模式,地铺,0.25470682,qunchang,moshi_rank,70
长面积段,裙长,长,面积段,"(200,400]",0.247390167,qunchang,area_rank,73
长南中北,裙长,长,南中北,中,0.198648427,qunchang,nzb,115
长模式,裙长,长,模式,NULL,0.185720942,qunchang,moshi_rank,141
长城市级别,裙长,长,城市级别,三线,0.167209974,qunchang,city_rank,167
长面积段,裙长,长,面积段,"[0,200]",0.163653501,qunchang,area_rank,179
长省市级别,裙长,长,省市级别,县级,0.158537154,qunchang,provi_rank,190
长模式,裙长,长,模式,商超,0.117071901,qunchang,moshi_rank,258
梭织/化纤裙面积段,小类,梭织/化纤裙,面积段,"(600,800]",0.127611147,sm_type,area_rank,234
梭织/化纤裙面积段,小类,梭织/化纤裙,面积段,"(800,3e+03]",0.115305998,sm_type,area_rank,264
梭织/化纤裙模式,小类,梭织/化纤裙,模式,SPM,0.093562187,sm_type,moshi_rank,338
梭织/化纤裙城市级别,小类,梭织/化纤裙,城市级别,特一线,0.092541908,sm_type,city_rank,345
梭织/化纤裙面积段,小类,梭织/化纤裙,面积段,"(400,600]",0.089797714,sm_type,area_rank,355
梭织/化纤裙省市级别,小类,梭织/化纤裙,省市级别,直辖,0.075304637,sm_type,provi_rank,418
梭织/化纤裙省市级别,小类,梭织/化纤裙,省市级别,省级,0.067926573,sm_type,provi_rank,439
梭织/化纤裙省市级别,小类,梭织/化纤裙,省市级别,地级,0.06285088,sm_type,provi_rank,460
梭织/化纤裙模式,小类,梭织/化纤裙,模式,特卖,0.06230921,sm_type,moshi_rank,464
梭织/化纤裙南中北,小类,梭织/化纤裙,南中北,南,0.05658584,sm_type,nzb,505
梭织/化纤裙城市级别,小类,梭织/化纤裙,城市级别,二线,0.052419161,sm_type,city_rank,519
梭织/化纤裙南中北,小类,梭织/化纤裙,南中北,中,0.051570073,sm_type,nzb,524
梭织/化纤裙城市级别,小类,梭织/化纤裙,城市级别,一线,0.050039932,sm_type,city_rank,535
梭织/化纤裙模式,小类,梭织/化纤裙,模式,NULL,0.049308643,sm_type,moshi_rank,543
梭织/化纤裙面积段,小类,梭织/化纤裙,面积段,"(200,400]",0.039549486,sm_type,area_rank,593
梭织/化纤裙省市级别,小类,梭织/化纤裙,省市级别,镇级,0.038323534,sm_type,provi_rank,601
梭织/化纤裙模式,小类,梭织/化纤裙,模式,地铺,0.036993559,sm_type,moshi_rank,605
梭织/化纤裙城市级别,小类,梭织/化纤裙,城市级别,三线,0.033564842,sm_type,city_rank,614
梭织/化纤裙城市级别,小类,梭织/化纤裙,城市级别,四线,0.029865358,sm_type,city_rank,625
梭织/化纤裙模式,小类,梭织/化纤裙,模式,商超,0.02953186,sm_type,moshi_rank,628
梭织/化纤裙面积段,小类,梭织/化纤裙,面积段,"[0,200]",0.029079954,sm_type,area_rank,632
梭织/化纤裙南中北,小类,梭织/化纤裙,南中北,北,0.028781524,sm_type,nzb,634
梭织/化纤裙省市级别,小类,梭织/化纤裙,省市级别,县级,0.028110432,sm_type,provi_rank,638
牛仔裙省市级别,小类,牛仔裙,省市级别,直辖,0.415464448,sm_type,provi_rank,22.5
牛仔裙面积段,小类,牛仔裙,面积段,"(800,3e+03]",0.256467711,sm_type,area_rank,68.5
牛仔裙面积段,小类,牛仔裙,面积段,"(600,800]",0.225904536,sm_type,area_rank,88.5
牛仔裙城市级别,小类,牛仔裙,城市级别,一线,0.216462943,sm_type,city_rank,98.5
牛仔裙城市级别,小类,牛仔裙,城市级别,特一线,0.208514014,sm_type,city_rank,107.5
牛仔裙省市级别,小类,牛仔裙,省市级别,省级,0.20839936,sm_type,provi_rank,109.5
牛仔裙模式,小类,牛仔裙,模式,商超,0.19136107,sm_type,moshi_rank,128.5
牛仔裙南中北,小类,牛仔裙,南中北,中,0.188544648,sm_type,nzb,133.5
牛仔裙模式,小类,牛仔裙,模式,SPM,0.188362898,sm_type,moshi_rank,135.5
牛仔裙面积段,小类,牛仔裙,面积段,"(400,600]",0.161763029,sm_type,area_rank,181.5
牛仔裙南中北,小类,牛仔裙,南中北,南,0.121087818,sm_type,nzb,247.5
牛仔裙城市级别,小类,牛仔裙,城市级别,二线,0.11561059,sm_type,city_rank,262.5
牛仔裙省市级别,小类,牛仔裙,省市级别,地级,0.113785986,sm_type,provi_rank,265.5
牛仔裙省市级别,小类,牛仔裙,省市级别,镇级,0.113313331,sm_type,provi_rank,267.5
牛仔裙模式,小类,牛仔裙,模式,NULL,0.108956199,sm_type,moshi_rank,283.5
牛仔裙面积段,小类,牛仔裙,面积段,"(200,400]",0.103254574,sm_type,area_rank,303.5
牛仔裙模式,小类,牛仔裙,模式,地铺,0.101157594,sm_type,moshi_rank,312.5
牛仔裙省市级别,小类,牛仔裙,省市级别,县级,0.099079156,sm_type,provi_rank,319.5
牛仔裙城市级别,小类,牛仔裙,城市级别,三线,0.094776022,sm_type,city_rank,330.5
牛仔裙南中北,小类,牛仔裙,南中北,北,0.089254205,sm_type,nzb,359.5
牛仔裙城市级别,小类,牛仔裙,城市级别,四线,0.080798741,sm_type,city_rank,394.5
牛仔裙面积段,小类,牛仔裙,面积段,"[0,200]",0.080059242,sm_type,area_rank,399.5
蕾丝/镂空裙城市级别,小类,蕾丝/镂空裙,城市级别,特一线,0.47328171,sm_type,city_rank,7
蕾丝/镂空裙省市级别,小类,蕾丝/镂空裙,省市级别,直辖,0.466514054,sm_type,provi_rank,9
蕾丝/镂空裙面积段,小类,蕾丝/镂空裙,面积段,"(600,800]",0.444993724,sm_type,area_rank,12
蕾丝/镂空裙面积段,小类,蕾丝/镂空裙,面积段,"(800,3e+03]",0.442735378,sm_type,area_rank,13
蕾丝/镂空裙面积段,小类,蕾丝/镂空裙,面积段,"(400,600]",0.442284101,sm_type,area_rank,14
蕾丝/镂空裙城市级别,小类,蕾丝/镂空裙,城市级别,一线,0.432113005,sm_type,city_rank,17
蕾丝/镂空裙省市级别,小类,蕾丝/镂空裙,省市级别,省级,0.426146954,sm_type,provi_rank,18
蕾丝/镂空裙模式,小类,蕾丝/镂空裙,模式,地铺,0.419767543,sm_type,moshi_rank,20
蕾丝/镂空裙南中北,小类,蕾丝/镂空裙,南中北,中,0.417274128,sm_type,nzb,21
蕾丝/镂空裙南中北,小类,蕾丝/镂空裙,南中北,北,0.413299633,sm_type,nzb,24
蕾丝/镂空裙模式,小类,蕾丝/镂空裙,模式,SPM,0.400797754,sm_type,moshi_rank,25
蕾丝/镂空裙省市级别,小类,蕾丝/镂空裙,省市级别,镇级,0.397728501,sm_type,provi_rank,26
蕾丝/镂空裙城市级别,小类,蕾丝/镂空裙,城市级别,四线,0.387228539,sm_type,city_rank,28
蕾丝/镂空裙模式,小类,蕾丝/镂空裙,模式,NULL,0.385444225,sm_type,moshi_rank,29
蕾丝/镂空裙城市级别,小类,蕾丝/镂空裙,城市级别,三线,0.380212472,sm_type,city_rank,31
蕾丝/镂空裙面积段,小类,蕾丝/镂空裙,面积段,"[0,200]",0.37986371,sm_type,area_rank,32
蕾丝/镂空裙省市级别,小类,蕾丝/镂空裙,省市级别,县级,0.37746832,sm_type,provi_rank,35
蕾丝/镂空裙城市级别,小类,蕾丝/镂空裙,城市级别,二线,0.272400006,sm_type,city_rank,62
蕾丝/镂空裙南中北,小类,蕾丝/镂空裙,南中北,南,0.272033054,sm_type,nzb,63
蕾丝/镂空裙省市级别,小类,蕾丝/镂空裙,省市级别,地级,0.269524592,sm_type,provi_rank,64
蕾丝/镂空裙面积段,小类,蕾丝/镂空裙,面积段,"(200,400]",0.24195425,sm_type,area_rank,75
蕾丝/镂空裙模式,小类,蕾丝/镂空裙,模式,商超,0.223984017,sm_type,moshi_rank,92
衬衫/棉质裙南中北,小类,衬衫/棉质裙,南中北,南,0.166610186,sm_type,nzb,168
衬衫/棉质裙省市级别,小类,衬衫/棉质裙,省市级别,地级,0.166605345,sm_type,provi_rank,169
衬衫/棉质裙城市级别,小类,衬衫/棉质裙,城市级别,四线,0.166593474,sm_type,city_rank,170
衬衫/棉质裙面积段,小类,衬衫/棉质裙,面积段,"(200,400]",0.166490963,sm_type,area_rank,173
衬衫/棉质裙南中北,小类,衬衫/棉质裙,南中北,北,0.131783466,sm_type,nzb,225
衬衫/棉质裙模式,小类,衬衫/棉质裙,模式,地铺,0.131049551,sm_type,moshi_rank,228
衬衫/棉质裙城市级别,小类,衬衫/棉质裙,城市级别,三线,0.121411184,sm_type,city_rank,245
衬衫/棉质裙省市级别,小类,衬衫/棉质裙,省市级别,县级,0.116290425,sm_type,provi_rank,260
衬衫/棉质裙省市级别,小类,衬衫/棉质裙,省市级别,省级,0.111432228,sm_type,provi_rank,274
衬衫/棉质裙城市级别,小类,衬衫/棉质裙,城市级别,二线,0.111187489,sm_type,city_rank,276
衬衫/棉质裙城市级别,小类,衬衫/棉质裙,城市级别,一线,0.109522457,sm_type,city_rank,280
衬衫/棉质裙模式,小类,衬衫/棉质裙,模式,商超,0.107097229,sm_type,moshi_rank,288
衬衫/棉质裙南中北,小类,衬衫/棉质裙,南中北,中,0.103522095,sm_type,nzb,301
衬衫/棉质裙模式,小类,衬衫/棉质裙,模式,NULL,0.089380815,sm_type,moshi_rank,357
衬衫/棉质裙面积段,小类,衬衫/棉质裙,面积段,"[0,200]",0.077708153,sm_type,area_rank,409
衬衫/棉质裙面积段,小类,衬衫/棉质裙,面积段,"(400,600]",0.017055557,sm_type,area_rank,650
针织裙面积段,小类,针织裙,面积段,"(600,800]",0.092265511,sm_type,area_rank,346
针织裙城市级别,小类,针织裙,城市级别,特一线,0.09090709,sm_type,city_rank,351
针织裙面积段,小类,针织裙,面积段,"(800,3e+03]",0.084008175,sm_type,area_rank,380
针织裙省市级别,小类,针织裙,省市级别,直辖,0.059755414,sm_type,provi_rank,477
针织裙省市级别,小类,针织裙,省市级别,省级,0.059045858,sm_type,provi_rank,482
针织裙面积段,小类,针织裙,面积段,"(400,600]",0.057519625,sm_type,area_rank,496
针织裙南中北,小类,针织裙,南中北,南,0.05235764,sm_type,nzb,521
针织裙城市级别,小类,针织裙,城市级别,一线,0.051278624,sm_type,city_rank,527
针织裙模式,小类,针织裙,模式,特卖,0.049034664,sm_type,moshi_rank,547
针织裙省市级别,小类,针织裙,省市级别,地级,0.048798529,sm_type,provi_rank,548
针织裙城市级别,小类,针织裙,城市级别,二线,0.046545313,sm_type,city_rank,558
针织裙模式,小类,针织裙,模式,SPM,0.046005063,sm_type,moshi_rank,562
针织裙模式,小类,针织裙,模式,商超,0.04542241,sm_type,moshi_rank,565
针织裙南中北,小类,针织裙,南中北,北,0.043924539,sm_type,nzb,572
针织裙面积段,小类,针织裙,面积段,"(200,400]",0.042460475,sm_type,area_rank,580
针织裙模式,小类,针织裙,模式,NULL,0.041971536,sm_type,moshi_rank,584
针织裙模式,小类,针织裙,模式,地铺,0.041602783,sm_type,moshi_rank,585
针织裙南中北,小类,针织裙,南中北,中,0.040854108,sm_type,nzb,587
针织裙省市级别,小类,针织裙,省市级别,镇级,0.039244169,sm_type,provi_rank,596
针织裙城市级别,小类,针织裙,城市级别,四线,0.035342564,sm_type,city_rank,610
针织裙城市级别,小类,针织裙,城市级别,三线,0.035090346,sm_type,city_rank,611
针织裙省市级别,小类,针织裙,省市级别,县级,0.03475206,sm_type,provi_rank,612
针织裙面积段,小类,针织裙,面积段,"[0,200]",0.03268877,sm_type,area_rank,619
雪纺裙城市级别,小类,雪纺裙,城市级别,一线,0.214271375,sm_type,city_rank,102
雪纺裙城市级别,小类,雪纺裙,城市级别,特一线,0.198334411,sm_type,city_rank,117
雪纺裙模式,小类,雪纺裙,模式,NULL,0.187358383,sm_type,moshi_rank,138
雪纺裙省市级别,小类,雪纺裙,省市级别,省级,0.185640134,sm_type,provi_rank,142
雪纺裙模式,小类,雪纺裙,模式,SPM,0.176425713,sm_type,moshi_rank,153
雪纺裙面积段,小类,雪纺裙,面积段,"(600,800]",0.165766326,sm_type,area_rank,176
雪纺裙省市级别,小类,雪纺裙,省市级别,直辖,0.162626888,sm_type,provi_rank,180
雪纺裙面积段,小类,雪纺裙,面积段,"(800,3e+03]",0.149876939,sm_type,area_rank,200
雪纺裙模式,小类,雪纺裙,模式,商超,0.141834456,sm_type,moshi_rank,212
雪纺裙省市级别,小类,雪纺裙,省市级别,地级,0.138949452,sm_type,provi_rank,217
雪纺裙模式,小类,雪纺裙,模式,特卖,0.127797181,sm_type,moshi_rank,233
雪纺裙城市级别,小类,雪纺裙,城市级别,二线,0.12402231,sm_type,city_rank,241
雪纺裙城市级别,小类,雪纺裙,城市级别,四线,0.119786157,sm_type,city_rank,252
雪纺裙面积段,小类,雪纺裙,面积段,"(200,400]",0.108761042,sm_type,area_rank,285
雪纺裙面积段,小类,雪纺裙,面积段,"(400,600]",0.101287033,sm_type,area_rank,311
雪纺裙模式,小类,雪纺裙,模式,地铺,0.097125629,sm_type,moshi_rank,323
雪纺裙南中北,小类,雪纺裙,南中北,北,0.094346047,sm_type,nzb,335
雪纺裙省市级别,小类,雪纺裙,省市级别,镇级,0.087212733,sm_type,provi_rank,366
雪纺裙南中北,小类,雪纺裙,南中北,中,0.082437693,sm_type,nzb,390
雪纺裙南中北,小类,雪纺裙,南中北,南,0.075580638,sm_type,nzb,415
雪纺裙面积段,小类,雪纺裙,面积段,"[0,200]",0.068399494,sm_type,area_rank,435
雪纺裙城市级别,小类,雪纺裙,城市级别,三线,0.051242248,sm_type,city_rank,528
雪纺裙省市级别,小类,雪纺裙,省市级别,县级,0.048787502,sm_type,provi_rank,549
无袖面积段,袖长,无袖,面积段,"(800,3e+03]",0.145107629,xiuchang,area_rank,206
无袖模式,袖长,无袖,模式,特卖,0.134648197,xiuchang,moshi_rank,222
无袖面积段,袖长,无袖,面积段,"(600,800]",0.120362678,xiuchang,area_rank,250
无袖省市级别,袖长,无袖,省市级别,直辖,0.102219728,xiuchang,provi_rank,306
无袖模式,袖长,无袖,模式,SPM,0.092858352,xiuchang,moshi_rank,343
无袖面积段,袖长,无袖,面积段,"(400,600]",0.090064969,xiuchang,area_rank,353
无袖省市级别,袖长,无袖,省市级别,省级,0.087533326,xiuchang,provi_rank,364
无袖城市级别,袖长,无袖,城市级别,一线,0.081158653,xiuchang,city_rank,393
无袖模式,袖长,无袖,模式,商超,0.080351025,xiuchang,moshi_rank,397
无袖省市级别,袖长,无袖,省市级别,镇级,0.078753467,xiuchang,provi_rank,406
无袖南中北,袖长,无袖,南中北,南,0.073654712,xiuchang,nzb,422
无袖城市级别,袖长,无袖,城市级别,四线,0.068314773,xiuchang,city_rank,437
无袖面积段,袖长,无袖,面积段,"(200,400]",0.067890131,xiuchang,area_rank,442
无袖城市级别,袖长,无袖,城市级别,特一线,0.063300543,xiuchang,city_rank,456
无袖省市级别,袖长,无袖,省市级别,地级,0.05935399,xiuchang,provi_rank,478
无袖模式,袖长,无袖,模式,NULL,0.054698279,xiuchang,moshi_rank,510
无袖城市级别,袖长,无袖,城市级别,二线,0.053743398,xiuchang,city_rank,514
无袖南中北,袖长,无袖,南中北,北,0.0498561,xiuchang,nzb,538
无袖南中北,袖长,无袖,南中北,中,0.049611299,xiuchang,nzb,540
无袖模式,袖长,无袖,模式,地铺,0.046636613,xiuchang,moshi_rank,556
无袖城市级别,袖长,无袖,城市级别,三线,0.0441254,xiuchang,city_rank,571
无袖省市级别,袖长,无袖,省市级别,县级,0.043157158,xiuchang,provi_rank,576
无袖面积段,袖长,无袖,面积段,"[0,200]",0.040622476,xiuchang,area_rank,589
短袖模式,袖长,短袖,模式,特卖,0.096702458,xiuchang,moshi_rank,325
短袖面积段,袖长,短袖,面积段,"(800,3e+03]",0.095228955,xiuchang,area_rank,329
短袖城市级别,袖长,短袖,城市级别,特一线,0.082530035,xiuchang,city_rank,386
短袖南中北,袖长,短袖,南中北,南,0.073884784,xiuchang,nzb,420
短袖省市级别,袖长,短袖,省市级别,省级,0.067110507,xiuchang,provi_rank,446
短袖省市级别,袖长,短袖,省市级别,直辖,0.061355049,xiuchang,provi_rank,469
短袖城市级别,袖长,短袖,城市级别,二线,0.061250236,xiuchang,city_rank,471
短袖面积段,袖长,短袖,面积段,"(400,600]",0.059185477,xiuchang,area_rank,481
短袖模式,袖长,短袖,模式,商超,0.057667918,xiuchang,moshi_rank,493
短袖城市级别,袖长,短袖,城市级别,一线,0.057472756,xiuchang,city_rank,497
短袖模式,袖长,短袖,模式,SPM,0.056104091,xiuchang,moshi_rank,508
短袖面积段,袖长,短袖,面积段,"(200,400]",0.055725538,xiuchang,area_rank,509
短袖省市级别,袖长,短袖,省市级别,地级,0.053418283,xiuchang,provi_rank,515
短袖城市级别,袖长,短袖,城市级别,四线,0.05161269,xiuchang,city_rank,523
短袖模式,袖长,短袖,模式,地铺,0.050788789,xiuchang,moshi_rank,530
短袖南中北,袖长,短袖,南中北,中,0.050411654,xiuchang,nzb,533
短袖省市级别,袖长,短袖,省市级别,镇级,0.049520821,xiuchang,provi_rank,542
短袖面积段,袖长,短袖,面积段,"(600,800]",0.046451616,xiuchang,area_rank,560
短袖南中北,袖长,短袖,南中北,北,0.045828902,xiuchang,nzb,563
短袖省市级别,袖长,短袖,省市级别,县级,0.04338984,xiuchang,provi_rank,574
短袖城市级别,袖长,短袖,城市级别,三线,0.042376483,xiuchang,city_rank,581
短袖模式,袖长,短袖,模式,NULL,0.037444776,xiuchang,moshi_rank,604
短袖面积段,袖长,短袖,面积段,"[0,200]",0.036514993,xiuchang,area_rank,606
露肩袖面积段,袖长,露肩袖,面积段,"(600,800]",0.300387335,xiuchang,area_rank,54
露肩袖南中北,袖长,露肩袖,南中北,南,0.249375028,xiuchang,nzb,71
露肩袖模式,袖长,露肩袖,模式,SPM,0.237337833,xiuchang,moshi_rank,78
露肩袖面积段,袖长,露肩袖,面积段,"(400,600]",0.233104321,xiuchang,area_rank,79
露肩袖面积段,袖长,露肩袖,面积段,"(200,400]",0.214973568,xiuchang,area_rank,100
露肩袖省市级别,袖长,露肩袖,省市级别,地级,0.194928388,xiuchang,provi_rank,119
露肩袖省市级别,袖长,露肩袖,省市级别,直辖,0.193801378,xiuchang,provi_rank,123
露肩袖城市级别,袖长,露肩袖,城市级别,二线,0.193013321,xiuchang,city_rank,125
露肩袖城市级别,袖长,露肩袖,城市级别,三线,0.190829599,xiuchang,city_rank,130
露肩袖城市级别,袖长,露肩袖,城市级别,特一线,0.187775047,xiuchang,city_rank,137
露肩袖模式,袖长,露肩袖,模式,地铺,0.184699211,xiuchang,moshi_rank,143
露肩袖省市级别,袖长,露肩袖,省市级别,县级,0.181217789,xiuchang,provi_rank,146
露肩袖省市级别,袖长,露肩袖,省市级别,省级,0.178184976,xiuchang,provi_rank,148
露肩袖南中北,袖长,露肩袖,南中北,北,0.176639656,xiuchang,nzb,152
露肩袖城市级别,袖长,露肩袖,城市级别,四线,0.175831176,xiuchang,city_rank,154
露肩袖面积段,袖长,露肩袖,面积段,"(800,3e+03]",0.175039527,xiuchang,area_rank,155
露肩袖城市级别,袖长,露肩袖,城市级别,一线,0.169726255,xiuchang,city_rank,160
露肩袖模式,袖长,露肩袖,模式,特卖,0.166130603,xiuchang,moshi_rank,174
露肩袖省市级别,袖长,露肩袖,省市级别,镇级,0.164684228,xiuchang,provi_rank,177
露肩袖南中北,袖长,露肩袖,南中北,中,0.151275863,xiuchang,nzb,199
露肩袖模式,袖长,露肩袖,模式,商超,0.148615408,xiuchang,moshi_rank,201
露肩袖面积段,袖长,露肩袖,面积段,"[0,200]",0.135189494,xiuchang,area_rank,221
