单据日期,时,门店编号,门店名称,销售笔数,总数量,总金额,客单数,客单价,件单价,节假日,星期
43474,16,1EZZ1S0551,森马郑州德化步行街粤海店,9,24,5882,2.7,654,245,工作日,3
43474,17,1EZZ1S0551,森马郑州德化步行街粤海店,12,24,6057,2,505,252,工作日,3
43474,18,1EZZ1S0551,森马郑州德化步行街粤海店,10,23,6461,2.3,646,281,工作日,3
43474,19,1EZZ1S0551,森马郑州德化步行街粤海店,7,14,4151,2,593,297,工作日,3
43474,20,1EZZ1S0551,森马郑州德化步行街粤海店,11,21,4222,1.9,384,201,工作日,3
43474,21,1EZZ1S0551,森马郑州德化步行街粤海店,7,15,4348,2.1,621,290,工作日,3
43474,22,1EZZ1S0551,森马郑州德化步行街粤海店,4,10,2940,2.5,735,294,工作日,3
43475,10,1EZZ1S0551,森马郑州德化步行街粤海店,4,6,1383,1.5,346,231,工作日,4
43475,11,1EZZ1S0551,森马郑州德化步行街粤海店,3,5,1029,1.7,343,206,工作日,4
43475,12,1EZZ1S0551,森马郑州德化步行街粤海店,11,23,5219,2.1,474,227,工作日,4
43475,13,1EZZ1S0551,森马郑州德化步行街粤海店,7,13,2972,1.9,425,229,工作日,4
43475,14,1EZZ1S0551,森马郑州德化步行街粤海店,15,33,6824,2.2,455,207,工作日,4
43475,15,1EZZ1S0551,森马郑州德化步行街粤海店,17,36,7617,2.1,448,212,工作日,4
43475,16,1EZZ1S0551,森马郑州德化步行街粤海店,19,38,9752,2,513,257,工作日,4
43475,17,1EZZ1S0551,森马郑州德化步行街粤海店,18,37,9338,2.1,519,252,工作日,4
43475,18,1EZZ1S0551,森马郑州德化步行街粤海店,9,20,4543,2.2,505,227,工作日,4
43475,19,1EZZ1S0551,森马郑州德化步行街粤海店,8,17,3805,2.1,476,224,工作日,4
43475,20,1EZZ1S0551,森马郑州德化步行街粤海店,11,22,4840,2,440,220,工作日,4
43475,21,1EZZ1S0551,森马郑州德化步行街粤海店,9,19,4576,2.1,508,241,工作日,4
43475,22,1EZZ1S0551,森马郑州德化步行街粤海店,8,17,4172,2.1,522,245,工作日,4
43476,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,596,2,298,149,工作日,5
43476,10,1EZZ1S0551,森马郑州德化步行街粤海店,2,3,694,1.5,347,231,工作日,5
43476,11,1EZZ1S0551,森马郑州德化步行街粤海店,6,19,5078,3.2,846,267,工作日,5
43476,12,1EZZ1S0551,森马郑州德化步行街粤海店,4,10,1846,2.5,462,185,工作日,5
43476,13,1EZZ1S0551,森马郑州德化步行街粤海店,5,17,3200,3.4,640,188,工作日,5
43476,14,1EZZ1S0551,森马郑州德化步行街粤海店,18,53,11192,2.9,622,211,工作日,5
43476,15,1EZZ1S0551,森马郑州德化步行街粤海店,16,42,9970,2.6,623,237,工作日,5
43476,16,1EZZ1S0551,森马郑州德化步行街粤海店,11,25,7121,2.3,647,285,工作日,5
43476,17,1EZZ1S0551,森马郑州德化步行街粤海店,11,32,5847,2.9,532,183,工作日,5
43476,18,1EZZ1S0551,森马郑州德化步行街粤海店,9,37,7287,4.1,810,197,工作日,5
43476,19,1EZZ1S0551,森马郑州德化步行街粤海店,8,24,4995,3,624,208,工作日,5
43476,20,1EZZ1S0551,森马郑州德化步行街粤海店,13,35,8298,2.7,638,237,工作日,5
43476,21,1EZZ1S0551,森马郑州德化步行街粤海店,8,26,5885,3.3,736,226,工作日,5
43476,22,1EZZ1S0551,森马郑州德化步行街粤海店,2,5,1169,2.5,585,234,工作日,5
43477,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,311,3,311,104,周末,6
43477,10,1EZZ1S0551,森马郑州德化步行街粤海店,5,12,2531,2.4,506,211,周末,6
43477,11,1EZZ1S0551,森马郑州德化步行街粤海店,6,15,2790,2.5,465,186,周末,6
43477,12,1EZZ1S0551,森马郑州德化步行街粤海店,13,33,6913,2.5,532,209,周末,6
43477,13,1EZZ1S0551,森马郑州德化步行街粤海店,10,29,6201,2.9,620,214,周末,6
43477,14,1EZZ1S0551,森马郑州德化步行街粤海店,30,89,18148,3,605,204,周末,6
43477,15,1EZZ1S0551,森马郑州德化步行街粤海店,28,73,13596,2.6,486,186,周末,6
43477,16,1EZZ1S0551,森马郑州德化步行街粤海店,28,80,20262,2.9,724,253,周末,6
43477,17,1EZZ1S0551,森马郑州德化步行街粤海店,23,69,13423,3,584,195,周末,6
43477,18,1EZZ1S0551,森马郑州德化步行街粤海店,17,48,10346,2.8,609,216,周末,6
43477,19,1EZZ1S0551,森马郑州德化步行街粤海店,24,79,19292,3.3,804,244,周末,6
43477,20,1EZZ1S0551,森马郑州德化步行街粤海店,14,42,8329,3,595,198,周末,6
43477,21,1EZZ1S0551,森马郑州德化步行街粤海店,13,37,8664,2.9,666,234,周末,6
43477,22,1EZZ1S0551,森马郑州德化步行街粤海店,11,32,7331,2.9,666,229,周末,6
43477,23,1EZZ1S0551,森马郑州德化步行街粤海店,3,10,2895,3.3,965,290,周末,6
43478,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,5,875,2.5,438,175,周末,7
43478,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,6,905,2,302,151,周末,7
43478,11,1EZZ1S0551,森马郑州德化步行街粤海店,15,36,7581,2.4,505,211,周末,7
43478,12,1EZZ1S0551,森马郑州德化步行街粤海店,21,55,11352,2.6,541,206,周末,7
43478,13,1EZZ1S0551,森马郑州德化步行街粤海店,23,57,12517,2.5,544,220,周末,7
43478,14,1EZZ1S0551,森马郑州德化步行街粤海店,35,99,20617,2.8,589,208,周末,7
43478,15,1EZZ1S0551,森马郑州德化步行街粤海店,31,90,18725,2.9,604,208,周末,7
43478,16,1EZZ1S0551,森马郑州德化步行街粤海店,35,95,22515,2.7,643,237,周末,7
43478,17,1EZZ1S0551,森马郑州德化步行街粤海店,32,102,28012,3.2,875,275,周末,7
43478,18,1EZZ1S0551,森马郑州德化步行街粤海店,42,121,28035,2.9,668,232,周末,7
43478,19,1EZZ1S0551,森马郑州德化步行街粤海店,18,52,11382,2.9,632,219,周末,7
43478,20,1EZZ1S0551,森马郑州德化步行街粤海店,13,42,9413,3.2,724,224,周末,7
43478,21,1EZZ1S0551,森马郑州德化步行街粤海店,14,35,6898,2.5,493,197,周末,7
43478,22,1EZZ1S0551,森马郑州德化步行街粤海店,15,43,8196,2.9,546,191,周末,7
43478,23,1EZZ1S0551,森马郑州德化步行街粤海店,1,12,1790,12,1790,149,周末,7
43479,10,1EZZ1S0551,森马郑州德化步行街粤海店,5,16,2058,3.2,412,129,工作日,1
43479,11,1EZZ1S0551,森马郑州德化步行街粤海店,5,13,2399,2.6,480,185,工作日,1
43479,12,1EZZ1S0551,森马郑州德化步行街粤海店,5,15,2622,3,524,175,工作日,1
43479,13,1EZZ1S0551,森马郑州德化步行街粤海店,8,23,4425,2.9,553,192,工作日,1
43479,14,1EZZ1S0551,森马郑州德化步行街粤海店,16,43,8155,2.7,510,190,工作日,1
43479,15,1EZZ1S0551,森马郑州德化步行街粤海店,17,44,8461,2.6,498,192,工作日,1
43479,16,1EZZ1S0551,森马郑州德化步行街粤海店,18,55,11893,3.1,661,216,工作日,1
43479,17,1EZZ1S0551,森马郑州德化步行街粤海店,19,40,7951,2.1,418,199,工作日,1
43479,18,1EZZ1S0551,森马郑州德化步行街粤海店,15,46,9451,3.1,630,205,工作日,1
43479,19,1EZZ1S0551,森马郑州德化步行街粤海店,6,18,4067,3,678,226,工作日,1
43479,20,1EZZ1S0551,森马郑州德化步行街粤海店,10,27,6589,2.7,659,244,工作日,1
43479,21,1EZZ1S0551,森马郑州德化步行街粤海店,7,20,4479,2.9,640,224,工作日,1
43479,22,1EZZ1S0551,森马郑州德化步行街粤海店,9,29,6713,3.2,746,231,工作日,1
43480,10,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,1076,3,1076,359,工作日,2
43480,11,1EZZ1S0551,森马郑州德化步行街粤海店,7,20,3355,2.9,479,168,工作日,2
43480,12,1EZZ1S0551,森马郑州德化步行街粤海店,11,33,7639,3,694,231,工作日,2
43480,13,1EZZ1S0551,森马郑州德化步行街粤海店,12,25,6859,2.1,572,274,工作日,2
43480,14,1EZZ1S0551,森马郑州德化步行街粤海店,10,29,5436,2.9,544,187,工作日,2
43480,15,1EZZ1S0551,森马郑州德化步行街粤海店,12,33,6634,2.8,553,201,工作日,2
43480,16,1EZZ1S0551,森马郑州德化步行街粤海店,14,40,8487,2.9,606,212,工作日,2
43480,17,1EZZ1S0551,森马郑州德化步行街粤海店,17,57,12112,3.4,712,212,工作日,2
43480,18,1EZZ1S0551,森马郑州德化步行街粤海店,13,46,9921,3.5,763,216,工作日,2
43480,19,1EZZ1S0551,森马郑州德化步行街粤海店,14,41,8229,2.9,588,201,工作日,2
43480,20,1EZZ1S0551,森马郑州德化步行街粤海店,11,38,8388,3.5,763,221,工作日,2
43480,21,1EZZ1S0551,森马郑州德化步行街粤海店,12,38,7297,3.2,608,192,工作日,2
43480,22,1EZZ1S0551,森马郑州德化步行街粤海店,11,32,7674,2.9,698,240,工作日,2
43481,9,1EZZ1S0551,森马郑州德化步行街粤海店,4,8,1727,2,432,216,工作日,3
43481,10,1EZZ1S0551,森马郑州德化步行街粤海店,4,12,3011,3,753,251,工作日,3
43481,11,1EZZ1S0551,森马郑州德化步行街粤海店,6,14,2887,2.3,481,206,工作日,3
43481,12,1EZZ1S0551,森马郑州德化步行街粤海店,16,42,7877,2.6,492,188,工作日,3
43481,13,1EZZ1S0551,森马郑州德化步行街粤海店,8,28,6257,3.5,782,223,工作日,3
43481,14,1EZZ1S0551,森马郑州德化步行街粤海店,11,28,5167,2.6,470,185,工作日,3
43481,15,1EZZ1S0551,森马郑州德化步行街粤海店,17,46,9439,2.7,555,205,工作日,3
43481,16,1EZZ1S0551,森马郑州德化步行街粤海店,26,70,12831,2.7,494,183,工作日,3
43481,17,1EZZ1S0551,森马郑州德化步行街粤海店,21,58,10356,2.8,493,179,工作日,3
43481,18,1EZZ1S0551,森马郑州德化步行街粤海店,19,52,11049,2.7,582,212,工作日,3
43481,19,1EZZ1S0551,森马郑州德化步行街粤海店,10,22,5383,2.2,538,245,工作日,3
43481,20,1EZZ1S0551,森马郑州德化步行街粤海店,10,25,5094,2.5,509,204,工作日,3
43481,21,1EZZ1S0551,森马郑州德化步行街粤海店,9,36,7751,4,861,215,工作日,3
43481,22,1EZZ1S0551,森马郑州德化步行街粤海店,9,27,5837,3,649,216,工作日,3
43482,11,1EZZ1S0551,森马郑州德化步行街粤海店,5,12,2709,2.4,542,226,工作日,4
43482,12,1EZZ1S0551,森马郑州德化步行街粤海店,11,22,4745,2,431,216,工作日,4
43482,13,1EZZ1S0551,森马郑州德化步行街粤海店,9,26,6469,2.9,719,249,工作日,4
43482,14,1EZZ1S0551,森马郑州德化步行街粤海店,10,33,6654,3.3,665,202,工作日,4
43482,15,1EZZ1S0551,森马郑州德化步行街粤海店,16,42,7982,2.6,499,190,工作日,4
43482,16,1EZZ1S0551,森马郑州德化步行街粤海店,17,43,10272,2.5,604,239,工作日,4
43482,17,1EZZ1S0551,森马郑州德化步行街粤海店,21,58,11480,2.8,547,198,工作日,4
43482,18,1EZZ1S0551,森马郑州德化步行街粤海店,22,56,11575,2.6,526,207,工作日,4
43482,19,1EZZ1S0551,森马郑州德化步行街粤海店,17,40,9728,2.4,572,243,工作日,4
43482,20,1EZZ1S0551,森马郑州德化步行街粤海店,16,37,7898,2.3,494,213,工作日,4
43482,21,1EZZ1S0551,森马郑州德化步行街粤海店,18,41,8759,2.3,487,214,工作日,4
43482,22,1EZZ1S0551,森马郑州德化步行街粤海店,8,23,4427,2.9,553,192,工作日,4
43483,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,770,3,770,257,工作日,5
43483,10,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,750,3,750,250,工作日,5
43483,11,1EZZ1S0551,森马郑州德化步行街粤海店,6,23,4785,3.8,798,208,工作日,5
43483,12,1EZZ1S0551,森马郑州德化步行街粤海店,4,12,2310,3,578,193,工作日,5
43483,13,1EZZ1S0551,森马郑州德化步行街粤海店,15,40,7944,2.7,530,199,工作日,5
43483,14,1EZZ1S0551,森马郑州德化步行街粤海店,17,50,10340,2.9,608,207,工作日,5
43483,15,1EZZ1S0551,森马郑州德化步行街粤海店,18,65,11505,3.6,639,177,工作日,5
43483,16,1EZZ1S0551,森马郑州德化步行街粤海店,26,81,15686,3.1,603,194,工作日,5
43483,17,1EZZ1S0551,森马郑州德化步行街粤海店,12,41,6920,3.4,577,169,工作日,5
43483,18,1EZZ1S0551,森马郑州德化步行街粤海店,13,33,7047,2.5,542,214,工作日,5
43483,19,1EZZ1S0551,森马郑州德化步行街粤海店,8,34,6475,4.3,809,190,工作日,5
43483,20,1EZZ1S0551,森马郑州德化步行街粤海店,12,37,6945,3.1,579,188,工作日,5
43483,21,1EZZ1S0551,森马郑州德化步行街粤海店,14,44,7306,3.1,522,166,工作日,5
43483,22,1EZZ1S0551,森马郑州德化步行街粤海店,5,21,3081,4.2,616,147,工作日,5
43483,23,1EZZ1S0551,森马郑州德化步行街粤海店,2,10,1480,5,740,148,工作日,5
43484,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,7,1201,2.3,400,172,周末,6
43484,11,1EZZ1S0551,森马郑州德化步行街粤海店,13,44,7136,3.4,549,162,周末,6
43484,12,1EZZ1S0551,森马郑州德化步行街粤海店,11,39,7276,3.6,661,187,周末,6
43484,13,1EZZ1S0551,森马郑州德化步行街粤海店,17,53,10948,3.1,644,207,周末,6
43484,14,1EZZ1S0551,森马郑州德化步行街粤海店,21,61,12180,2.9,580,200,周末,6
43484,15,1EZZ1S0551,森马郑州德化步行街粤海店,28,84,17922,3,640,213,周末,6
43484,16,1EZZ1S0551,森马郑州德化步行街粤海店,35,98,19592,2.8,560,200,周末,6
43484,17,1EZZ1S0551,森马郑州德化步行街粤海店,30,83,16731,2.8,558,202,周末,6
43484,18,1EZZ1S0551,森马郑州德化步行街粤海店,24,69,13693,2.9,571,198,周末,6
43484,19,1EZZ1S0551,森马郑州德化步行街粤海店,31,90,19591,2.9,632,218,周末,6
43484,20,1EZZ1S0551,森马郑州德化步行街粤海店,21,75,16025,3.6,763,214,周末,6
43484,21,1EZZ1S0551,森马郑州德化步行街粤海店,22,63,13214,2.9,601,210,周末,6
43484,22,1EZZ1S0551,森马郑州德化步行街粤海店,10,31,5655,3.1,566,182,周末,6
43484,23,1EZZ1S0551,森马郑州德化步行街粤海店,3,10,2039,3.3,680,204,周末,6
43485,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,300,3,300,100,周末,7
43485,10,1EZZ1S0551,森马郑州德化步行街粤海店,2,5,650,2.5,325,130,周末,7
43485,11,1EZZ1S0551,森马郑州德化步行街粤海店,21,73,12247,3.5,583,168,周末,7
43485,12,1EZZ1S0551,森马郑州德化步行街粤海店,18,52,11498,2.9,639,221,周末,7
43485,13,1EZZ1S0551,森马郑州德化步行街粤海店,29,79,14863,2.7,513,188,周末,7
43485,14,1EZZ1S0551,森马郑州德化步行街粤海店,38,119,25489,3.1,671,214,周末,7
43485,15,1EZZ1S0551,森马郑州德化步行街粤海店,31,84,17100,2.7,552,204,周末,7
43485,16,1EZZ1S0551,森马郑州德化步行街粤海店,51,146,29587,2.9,580,203,周末,7
43485,17,1EZZ1S0551,森马郑州德化步行街粤海店,32,101,23177,3.2,724,229,周末,7
43485,18,1EZZ1S0551,森马郑州德化步行街粤海店,26,81,17524,3.1,674,216,周末,7
43485,19,1EZZ1S0551,森马郑州德化步行街粤海店,27,89,17425,3.3,645,196,周末,7
43485,20,1EZZ1S0551,森马郑州德化步行街粤海店,26,85,16414,3.3,631,193,周末,7
43485,21,1EZZ1S0551,森马郑州德化步行街粤海店,15,46,9112,3.1,607,198,周末,7
43485,22,1EZZ1S0551,森马郑州德化步行街粤海店,11,40,7815,3.6,710,195,周末,7
43485,23,1EZZ1S0551,森马郑州德化步行街粤海店,5,17,3292,3.4,658,194,周末,7
43486,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,1,49,1,49,49,工作日,1
43486,10,1EZZ1S0551,森马郑州德化步行街粤海店,5,13,3013,2.6,603,232,工作日,1
43486,11,1EZZ1S0551,森马郑州德化步行街粤海店,12,23,4936,1.9,411,215,工作日,1
43486,12,1EZZ1S0551,森马郑州德化步行街粤海店,8,16,3891,2,486,243,工作日,1
43486,13,1EZZ1S0551,森马郑州德化步行街粤海店,11,26,6239,2.4,567,240,工作日,1
43486,14,1EZZ1S0551,森马郑州德化步行街粤海店,11,32,8144,2.9,740,255,工作日,1
43486,15,1EZZ1S0551,森马郑州德化步行街粤海店,18,44,10632,2.4,591,242,工作日,1
43486,16,1EZZ1S0551,森马郑州德化步行街粤海店,21,59,13154,2.8,626,223,工作日,1
43486,17,1EZZ1S0551,森马郑州德化步行街粤海店,18,59,11052,3.3,614,187,工作日,1
43486,18,1EZZ1S0551,森马郑州德化步行街粤海店,24,64,14288,2.7,595,223,工作日,1
43486,19,1EZZ1S0551,森马郑州德化步行街粤海店,23,49,10141,2.1,441,207,工作日,1
43486,20,1EZZ1S0551,森马郑州德化步行街粤海店,15,22,5644,1.5,376,257,工作日,1
43486,21,1EZZ1S0551,森马郑州德化步行街粤海店,12,28,5575,2.3,465,199,工作日,1
43486,22,1EZZ1S0551,森马郑州德化步行街粤海店,7,18,4293,2.6,613,239,工作日,1
43487,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,1,169,1,169,169,工作日,2
43487,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,5,829,1.7,276,166,工作日,2
43487,11,1EZZ1S0551,森马郑州德化步行街粤海店,5,11,2605,2.2,521,237,工作日,2
43487,12,1EZZ1S0551,森马郑州德化步行街粤海店,6,19,3820,3.2,637,201,工作日,2
43487,13,1EZZ1S0551,森马郑州德化步行街粤海店,12,24,4964,2,414,207,工作日,2
43487,14,1EZZ1S0551,森马郑州德化步行街粤海店,29,71,14260,2.5,492,201,工作日,2
43487,15,1EZZ1S0551,森马郑州德化步行街粤海店,29,58,13195,2,455,228,工作日,2
43487,16,1EZZ1S0551,森马郑州德化步行街粤海店,14,26,5883,1.9,420,226,工作日,2
43487,17,1EZZ1S0551,森马郑州德化步行街粤海店,16,47,10138,2.9,634,216,工作日,2
43487,18,1EZZ1S0551,森马郑州德化步行街粤海店,19,46,8622,2.4,454,187,工作日,2
43487,19,1EZZ1S0551,森马郑州德化步行街粤海店,16,36,7543,2.3,471,210,工作日,2
43487,20,1EZZ1S0551,森马郑州德化步行街粤海店,13,32,6605,2.5,508,206,工作日,2
43487,21,1EZZ1S0551,森马郑州德化步行街粤海店,14,43,7197,3.1,514,167,工作日,2
43487,22,1EZZ1S0551,森马郑州德化步行街粤海店,7,16,3169,2.3,453,198,工作日,2
43488,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,502,2,502,251,工作日,3
43488,10,1EZZ1S0551,森马郑州德化步行街粤海店,5,15,3280,3,656,219,工作日,3
43488,11,1EZZ1S0551,森马郑州德化步行街粤海店,9,23,5345,2.6,594,232,工作日,3
43488,12,1EZZ1S0551,森马郑州德化步行街粤海店,7,16,3513,2.3,502,220,工作日,3
43488,13,1EZZ1S0551,森马郑州德化步行街粤海店,9,22,5108,2.4,568,232,工作日,3
43488,14,1EZZ1S0551,森马郑州德化步行街粤海店,16,48,10174,3,636,212,工作日,3
43488,15,1EZZ1S0551,森马郑州德化步行街粤海店,22,49,9890,2.2,450,202,工作日,3
43488,16,1EZZ1S0551,森马郑州德化步行街粤海店,26,59,12431,2.3,478,211,工作日,3
43488,17,1EZZ1S0551,森马郑州德化步行街粤海店,20,45,9385,2.3,469,209,工作日,3
43488,18,1EZZ1S0551,森马郑州德化步行街粤海店,15,41,7262,2.7,484,177,工作日,3
43488,19,1EZZ1S0551,森马郑州德化步行街粤海店,24,47,10364,2,432,221,工作日,3
43488,20,1EZZ1S0551,森马郑州德化步行街粤海店,12,25,6672,2.1,556,267,工作日,3
43488,21,1EZZ1S0551,森马郑州德化步行街粤海店,16,41,7909,2.6,494,193,工作日,3
43488,22,1EZZ1S0551,森马郑州德化步行街粤海店,6,20,4887,3.3,815,244,工作日,3
43489,10,1EZZ1S0551,森马郑州德化步行街粤海店,2,5,946,2.5,473,189,工作日,4
43489,11,1EZZ1S0551,森马郑州德化步行街粤海店,8,16,3194,2,399,200,工作日,4
43489,12,1EZZ1S0551,森马郑州德化步行街粤海店,11,23,4962,2.1,451,216,工作日,4
43489,13,1EZZ1S0551,森马郑州德化步行街粤海店,14,33,7487,2.4,535,227,工作日,4
43489,14,1EZZ1S0551,森马郑州德化步行街粤海店,11,25,4691,2.3,426,188,工作日,4
43489,15,1EZZ1S0551,森马郑州德化步行街粤海店,17,38,8860,2.2,521,233,工作日,4
43489,16,1EZZ1S0551,森马郑州德化步行街粤海店,22,44,9142,2,416,208,工作日,4
43489,17,1EZZ1S0551,森马郑州德化步行街粤海店,28,62,12506,2.2,447,202,工作日,4
43489,18,1EZZ1S0551,森马郑州德化步行街粤海店,14,36,7471,2.6,534,208,工作日,4
43489,19,1EZZ1S0551,森马郑州德化步行街粤海店,17,38,7092,2.2,417,187,工作日,4
43489,20,1EZZ1S0551,森马郑州德化步行街粤海店,21,47,10698,2.2,509,228,工作日,4
43489,21,1EZZ1S0551,森马郑州德化步行街粤海店,14,28,6869,2,491,245,工作日,4
43489,22,1EZZ1S0551,森马郑州德化步行街粤海店,6,15,3795,2.5,633,253,工作日,4
43489,23,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,388,2,388,194,工作日,4
43490,10,1EZZ1S0551,森马郑州德化步行街粤海店,5,11,2401,2.2,480,218,工作日,5
43490,11,1EZZ1S0551,森马郑州德化步行街粤海店,4,12,3127,3,782,261,工作日,5
43490,12,1EZZ1S0551,森马郑州德化步行街粤海店,8,22,4798,2.8,600,218,工作日,5
43490,13,1EZZ1S0551,森马郑州德化步行街粤海店,8,18,4420,2.3,553,246,工作日,5
43490,14,1EZZ1S0551,森马郑州德化步行街粤海店,15,43,9680,2.9,645,225,工作日,5
43490,15,1EZZ1S0551,森马郑州德化步行街粤海店,18,44,10157,2.4,564,231,工作日,5
43490,16,1EZZ1S0551,森马郑州德化步行街粤海店,26,67,14352,2.6,552,214,工作日,5
43490,17,1EZZ1S0551,森马郑州德化步行街粤海店,21,63,14649,3,698,233,工作日,5
43490,18,1EZZ1S0551,森马郑州德化步行街粤海店,21,61,14412,2.9,686,236,工作日,5
43490,19,1EZZ1S0551,森马郑州德化步行街粤海店,13,38,7985,2.9,614,210,工作日,5
43490,20,1EZZ1S0551,森马郑州德化步行街粤海店,22,56,13132,2.6,597,235,工作日,5
43490,21,1EZZ1S0551,森马郑州德化步行街粤海店,18,49,9930,2.7,552,203,工作日,5
43490,22,1EZZ1S0551,森马郑州德化步行街粤海店,12,43,8014,3.6,668,186,工作日,5
43490,23,1EZZ1S0551,森马郑州德化步行街粤海店,3,6,1107,2,369,185,工作日,5
43491,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,1049,2,525,262,周末,6
43491,10,1EZZ1S0551,森马郑州德化步行街粤海店,9,18,3393,2,377,189,周末,6
43491,11,1EZZ1S0551,森马郑州德化步行街粤海店,12,34,5813,2.8,484,171,周末,6
43491,12,1EZZ1S0551,森马郑州德化步行街粤海店,22,57,12812,2.6,582,225,周末,6
43491,13,1EZZ1S0551,森马郑州德化步行街粤海店,37,99,18877,2.7,510,191,周末,6
43491,14,1EZZ1S0551,森马郑州德化步行街粤海店,48,132,25239,2.8,526,191,周末,6
43491,15,1EZZ1S0551,森马郑州德化步行街粤海店,54,145,29051,2.7,538,200,周末,6
43491,16,1EZZ1S0551,森马郑州德化步行街粤海店,54,141,26390,2.6,489,187,周末,6
43491,17,1EZZ1S0551,森马郑州德化步行街粤海店,41,129,24553,3.2,599,190,周末,6
43491,18,1EZZ1S0551,森马郑州德化步行街粤海店,33,109,20590,3.3,624,189,周末,6
43491,19,1EZZ1S0551,森马郑州德化步行街粤海店,34,109,21618,3.2,636,198,周末,6
43491,20,1EZZ1S0551,森马郑州德化步行街粤海店,26,74,14930,2.9,574,202,周末,6
43491,21,1EZZ1S0551,森马郑州德化步行街粤海店,33,94,16885,2.9,512,180,周末,6
43491,22,1EZZ1S0551,森马郑州德化步行街粤海店,24,71,15430,3,643,217,周末,6
43491,23,1EZZ1S0551,森马郑州德化步行街粤海店,9,31,4481,3.4,498,145,周末,6
43492,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,669,2,335,167,周末,7
43492,10,1EZZ1S0551,森马郑州德化步行街粤海店,11,24,4341,2.2,395,181,周末,7
43492,11,1EZZ1S0551,森马郑州德化步行街粤海店,22,61,11167,2.8,508,183,周末,7
43492,12,1EZZ1S0551,森马郑州德化步行街粤海店,31,80,14754,2.6,476,184,周末,7
43492,13,1EZZ1S0551,森马郑州德化步行街粤海店,43,122,23625,2.8,549,194,周末,7
43492,14,1EZZ1S0551,森马郑州德化步行街粤海店,61,160,31268,2.6,513,195,周末,7
43492,15,1EZZ1S0551,森马郑州德化步行街粤海店,46,123,24336,2.7,529,198,周末,7
43492,16,1EZZ1S0551,森马郑州德化步行街粤海店,62,156,32790,2.5,529,210,周末,7
43492,17,1EZZ1S0551,森马郑州德化步行街粤海店,55,153,30735,2.8,559,201,周末,7
43492,18,1EZZ1S0551,森马郑州德化步行街粤海店,51,152,31686,3,621,208,周末,7
43492,19,1EZZ1S0551,森马郑州德化步行街粤海店,38,103,18960,2.7,499,184,周末,7
43492,20,1EZZ1S0551,森马郑州德化步行街粤海店,37,97,17212,2.6,465,177,周末,7
43492,21,1EZZ1S0551,森马郑州德化步行街粤海店,31,75,14739,2.4,475,197,周末,7
43492,22,1EZZ1S0551,森马郑州德化步行街粤海店,19,39,9350,2.1,492,240,周末,7
43492,23,1EZZ1S0551,森马郑州德化步行街粤海店,9,32,5822,3.6,647,182,周末,7
43493,9,1EZZ1S0551,森马郑州德化步行街粤海店,3,7,1339,2.3,446,191,工作日,1
43493,10,1EZZ1S0551,森马郑州德化步行街粤海店,9,30,4555,3.3,506,152,工作日,1
43493,11,1EZZ1S0551,森马郑州德化步行街粤海店,10,29,5679,2.9,568,196,工作日,1
43493,12,1EZZ1S0551,森马郑州德化步行街粤海店,20,58,11670,2.9,584,201,工作日,1
43493,13,1EZZ1S0551,森马郑州德化步行街粤海店,10,27,4566,2.7,457,169,工作日,1
43493,14,1EZZ1S0551,森马郑州德化步行街粤海店,37,91,17138,2.5,463,188,工作日,1
43493,15,1EZZ1S0551,森马郑州德化步行街粤海店,28,73,12256,2.6,438,168,工作日,1
43493,16,1EZZ1S0551,森马郑州德化步行街粤海店,46,105,20530,2.3,446,196,工作日,1
43493,17,1EZZ1S0551,森马郑州德化步行街粤海店,46,96,17027,2.1,370,177,工作日,1
43493,18,1EZZ1S0551,森马郑州德化步行街粤海店,22,57,11935,2.6,543,209,工作日,1
43493,19,1EZZ1S0551,森马郑州德化步行街粤海店,24,59,11676,2.5,487,198,工作日,1
43493,20,1EZZ1S0551,森马郑州德化步行街粤海店,17,49,9315,2.9,548,190,工作日,1
43493,21,1EZZ1S0551,森马郑州德化步行街粤海店,21,52,10109,2.5,481,194,工作日,1
43493,22,1EZZ1S0551,森马郑州德化步行街粤海店,14,45,9756,3.2,697,217,工作日,1
43494,10,1EZZ1S0551,森马郑州德化步行街粤海店,9,19,2765,2.1,307,146,工作日,2
43494,11,1EZZ1S0551,森马郑州德化步行街粤海店,11,27,5722,2.5,520,212,工作日,2
43494,12,1EZZ1S0551,森马郑州德化步行街粤海店,24,71,14712,3,613,207,工作日,2
