单据日期,时,门店编号,门店名称,销售笔数,总数量,总金额,客单数,客单价,件单价,节假日,星期
43101,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,298,2,298,149,元旦节,1
43101,10,1EZZ1S0551,森马郑州德化步行街粤海店,13,33,7669,2.5,590,232,元旦节,1
43101,11,1EZZ1S0551,森马郑州德化步行街粤海店,32,78,16961,2.4,530,217,元旦节,1
43101,12,1EZZ1S0551,森马郑州德化步行街粤海店,51,109,22712,2.1,445,208,元旦节,1
43101,13,1EZZ1S0551,森马郑州德化步行街粤海店,51,120,25888,2.4,508,216,元旦节,1
43101,14,1EZZ1S0551,森马郑州德化步行街粤海店,65,152,32914,2.3,506,217,元旦节,1
43101,15,1EZZ1S0551,森马郑州德化步行街粤海店,67,159,35637,2.4,532,224,元旦节,1
43101,16,1EZZ1S0551,森马郑州德化步行街粤海店,83,194,38893,2.3,469,200,元旦节,1
43101,17,1EZZ1S0551,森马郑州德化步行街粤海店,54,132,30683,2.4,568,232,元旦节,1
43101,18,1EZZ1S0551,森马郑州德化步行街粤海店,57,130,30461,2.3,534,234,元旦节,1
43101,19,1EZZ1S0551,森马郑州德化步行街粤海店,26,60,18171,2.3,699,303,元旦节,1
43101,20,1EZZ1S0551,森马郑州德化步行街粤海店,30,69,18503,2.3,617,268,元旦节,1
43101,21,1EZZ1S0551,森马郑州德化步行街粤海店,24,55,14448,2.3,602,263,元旦节,1
43101,22,1EZZ1S0551,森马郑州德化步行街粤海店,13,29,6553,2.2,504,226,元旦节,1
43101,23,1EZZ1S0551,森马郑州德化步行街粤海店,2,5,1265,2.5,633,253,元旦节,1
43102,10,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,798,2,798,399,工作日,2
43102,11,1EZZ1S0551,森马郑州德化步行街粤海店,6,49,3769,8.2,628,77,工作日,2
43102,12,1EZZ1S0551,森马郑州德化步行街粤海店,6,14,4590,2.3,765,328,工作日,2
43102,13,1EZZ1S0551,森马郑州德化步行街粤海店,7,13,3115,1.9,445,240,工作日,2
43102,14,1EZZ1S0551,森马郑州德化步行街粤海店,18,38,12254,2.1,681,322,工作日,2
43102,15,1EZZ1S0551,森马郑州德化步行街粤海店,13,30,7795,2.3,600,260,工作日,2
43102,16,1EZZ1S0551,森马郑州德化步行街粤海店,15,37,10489,2.5,699,283,工作日,2
43102,17,1EZZ1S0551,森马郑州德化步行街粤海店,9,23,6330,2.6,703,275,工作日,2
43102,18,1EZZ1S0551,森马郑州德化步行街粤海店,20,37,10138,1.9,507,274,工作日,2
43102,19,1EZZ1S0551,森马郑州德化步行街粤海店,11,23,6459,2.1,587,281,工作日,2
43102,20,1EZZ1S0551,森马郑州德化步行街粤海店,13,24,6967,1.9,536,290,工作日,2
43102,21,1EZZ1S0551,森马郑州德化步行街粤海店,7,18,5155,2.6,736,286,工作日,2
43102,22,1EZZ1S0551,森马郑州德化步行街粤海店,3,12,3618,4,1206,302,工作日,2
43103,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,767,3,767,256,工作日,3
43103,10,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,286,2,286,143,工作日,3
43103,11,1EZZ1S0551,森马郑州德化步行街粤海店,4,7,1813,1.8,453,259,工作日,3
43103,12,1EZZ1S0551,森马郑州德化步行街粤海店,3,6,2074,2,691,346,工作日,3
43103,13,1EZZ1S0551,森马郑州德化步行街粤海店,8,15,4133,1.9,517,276,工作日,3
43103,14,1EZZ1S0551,森马郑州德化步行街粤海店,9,18,6222,2,691,346,工作日,3
43103,15,1EZZ1S0551,森马郑州德化步行街粤海店,13,29,7591,2.2,584,262,工作日,3
43103,16,1EZZ1S0551,森马郑州德化步行街粤海店,11,20,5876,1.8,534,294,工作日,3
43103,17,1EZZ1S0551,森马郑州德化步行街粤海店,12,26,7876,2.2,656,303,工作日,3
43103,18,1EZZ1S0551,森马郑州德化步行街粤海店,9,23,5946,2.6,661,259,工作日,3
43103,19,1EZZ1S0551,森马郑州德化步行街粤海店,9,19,6272,2.1,697,330,工作日,3
43103,20,1EZZ1S0551,森马郑州德化步行街粤海店,4,9,2407,2.3,602,267,工作日,3
43103,21,1EZZ1S0551,森马郑州德化步行街粤海店,3,6,2298,2,766,383,工作日,3
43104,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,813,3,813,271,工作日,4
43104,12,1EZZ1S0551,森马郑州德化步行街粤海店,5,8,2476,1.6,495,310,工作日,4
43104,13,1EZZ1S0551,森马郑州德化步行街粤海店,3,6,1522,2,507,254,工作日,4
43104,14,1EZZ1S0551,森马郑州德化步行街粤海店,4,12,3853,3,963,321,工作日,4
43104,15,1EZZ1S0551,森马郑州德化步行街粤海店,10,23,6482,2.3,648,282,工作日,4
43104,16,1EZZ1S0551,森马郑州德化步行街粤海店,9,16,4708,1.8,523,294,工作日,4
43104,17,1EZZ1S0551,森马郑州德化步行街粤海店,12,26,8542,2.2,712,329,工作日,4
43104,18,1EZZ1S0551,森马郑州德化步行街粤海店,9,20,5498,2.2,611,275,工作日,4
43104,19,1EZZ1S0551,森马郑州德化步行街粤海店,5,7,1833,1.4,367,262,工作日,4
43104,20,1EZZ1S0551,森马郑州德化步行街粤海店,6,15,3992,2.5,665,266,工作日,4
43104,21,1EZZ1S0551,森马郑州德化步行街粤海店,7,23,5831,3.3,833,254,工作日,4
43105,11,1EZZ1S0551,森马郑州德化步行街粤海店,3,9,2944,3,981,327,工作日,5
43105,12,1EZZ1S0551,森马郑州德化步行街粤海店,4,13,3084,3.3,771,237,工作日,5
43105,13,1EZZ1S0551,森马郑州德化步行街粤海店,3,6,1008,2,336,168,工作日,5
43105,14,1EZZ1S0551,森马郑州德化步行街粤海店,20,40,11659,2,583,291,工作日,5
43105,15,1EZZ1S0551,森马郑州德化步行街粤海店,10,22,6020,2.2,602,274,工作日,5
43105,16,1EZZ1S0551,森马郑州德化步行街粤海店,8,13,3903,1.6,488,300,工作日,5
43105,17,1EZZ1S0551,森马郑州德化步行街粤海店,14,29,7119,2.1,509,245,工作日,5
43105,18,1EZZ1S0551,森马郑州德化步行街粤海店,10,28,8078,2.8,808,289,工作日,5
43105,19,1EZZ1S0551,森马郑州德化步行街粤海店,9,24,6488,2.7,721,270,工作日,5
43105,20,1EZZ1S0551,森马郑州德化步行街粤海店,10,25,6758,2.5,676,270,工作日,5
43105,21,1EZZ1S0551,森马郑州德化步行街粤海店,3,4,1666,1.3,555,417,工作日,5
43105,22,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,734,2,734,367,工作日,5
43106,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,890,2,445,223,周末,6
43106,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,11,2774,3.7,925,252,周末,6
43106,11,1EZZ1S0551,森马郑州德化步行街粤海店,11,23,7015,2.1,638,305,周末,6
43106,12,1EZZ1S0551,森马郑州德化步行街粤海店,4,7,2368,1.8,592,338,周末,6
43106,13,1EZZ1S0551,森马郑州德化步行街粤海店,18,33,8600,1.8,478,261,周末,6
43106,14,1EZZ1S0551,森马郑州德化步行街粤海店,16,40,8830,2.5,552,221,周末,6
43106,15,1EZZ1S0551,森马郑州德化步行街粤海店,22,55,12755,2.5,580,232,周末,6
43106,16,1EZZ1S0551,森马郑州德化步行街粤海店,22,49,12334,2.2,561,252,周末,6
43106,17,1EZZ1S0551,森马郑州德化步行街粤海店,15,35,9556,2.3,637,273,周末,6
43106,18,1EZZ1S0551,森马郑州德化步行街粤海店,12,24,5877,2,490,245,周末,6
43106,19,1EZZ1S0551,森马郑州德化步行街粤海店,7,19,4165,2.7,595,219,周末,6
43106,20,1EZZ1S0551,森马郑州德化步行街粤海店,1,7,1486,7,1486,212,周末,6
43106,21,1EZZ1S0551,森马郑州德化步行街粤海店,4,8,2118,2,530,265,周末,6
43106,22,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,574,2,574,287,周末,6
43107,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,9,1952,3,651,217,周末,7
43107,11,1EZZ1S0551,森马郑州德化步行街粤海店,7,15,4635,2.1,662,309,周末,7
43107,12,1EZZ1S0551,森马郑州德化步行街粤海店,8,17,3851,2.1,481,227,周末,7
43107,13,1EZZ1S0551,森马郑州德化步行街粤海店,14,28,8690,2,621,310,周末,7
43107,14,1EZZ1S0551,森马郑州德化步行街粤海店,23,66,16541,2.9,719,251,周末,7
43107,15,1EZZ1S0551,森马郑州德化步行街粤海店,22,51,13504,2.3,614,265,周末,7
43107,16,1EZZ1S0551,森马郑州德化步行街粤海店,39,83,25553,2.1,655,308,周末,7
43107,17,1EZZ1S0551,森马郑州德化步行街粤海店,23,39,13101,1.7,570,336,周末,7
43107,18,1EZZ1S0551,森马郑州德化步行街粤海店,25,60,16079,2.4,643,268,周末,7
43107,19,1EZZ1S0551,森马郑州德化步行街粤海店,19,34,8777,1.8,462,258,周末,7
43107,20,1EZZ1S0551,森马郑州德化步行街粤海店,15,35,9359,2.3,624,267,周末,7
43107,21,1EZZ1S0551,森马郑州德化步行街粤海店,4,18,3703,4.5,926,206,周末,7
43107,22,1EZZ1S0551,森马郑州德化步行街粤海店,7,13,3716,1.9,531,286,周末,7
43108,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,957,3,957,319,工作日,1
43108,11,1EZZ1S0551,森马郑州德化步行街粤海店,3,5,955,1.7,318,191,工作日,1
43108,12,1EZZ1S0551,森马郑州德化步行街粤海店,2,5,1435,2.5,718,287,工作日,1
43108,13,1EZZ1S0551,森马郑州德化步行街粤海店,8,24,7053,3,882,294,工作日,1
43108,14,1EZZ1S0551,森马郑州德化步行街粤海店,4,13,3132,3.3,783,241,工作日,1
43108,15,1EZZ1S0551,森马郑州德化步行街粤海店,7,12,3424,1.7,489,285,工作日,1
43108,16,1EZZ1S0551,森马郑州德化步行街粤海店,12,28,9128,2.3,761,326,工作日,1
43108,17,1EZZ1S0551,森马郑州德化步行街粤海店,12,24,6873,2,573,286,工作日,1
43108,18,1EZZ1S0551,森马郑州德化步行街粤海店,9,20,5120,2.2,569,256,工作日,1
43108,19,1EZZ1S0551,森马郑州德化步行街粤海店,5,12,4057,2.4,811,338,工作日,1
43108,20,1EZZ1S0551,森马郑州德化步行街粤海店,9,22,5362,2.4,596,244,工作日,1
43108,21,1EZZ1S0551,森马郑州德化步行街粤海店,13,32,8970,2.5,690,280,工作日,1
43108,22,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,542,2,542,271,工作日,1
43109,10,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,494,2,494,247,工作日,2
43109,11,1EZZ1S0551,森马郑州德化步行街粤海店,8,19,3574,2.4,447,188,工作日,2
43109,12,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,1280,2,640,320,工作日,2
43109,13,1EZZ1S0551,森马郑州德化步行街粤海店,4,7,1555,1.8,389,222,工作日,2
43109,14,1EZZ1S0551,森马郑州德化步行街粤海店,8,18,3510,2.3,439,195,工作日,2
43109,15,1EZZ1S0551,森马郑州德化步行街粤海店,13,24,6164,1.9,474,257,工作日,2
43109,16,1EZZ1S0551,森马郑州德化步行街粤海店,7,12,3100,1.7,443,258,工作日,2
43109,17,1EZZ1S0551,森马郑州德化步行街粤海店,16,38,10176,2.4,636,268,工作日,2
43109,18,1EZZ1S0551,森马郑州德化步行街粤海店,10,21,6581,2.1,658,313,工作日,2
43109,19,1EZZ1S0551,森马郑州德化步行街粤海店,6,10,2503,1.7,417,250,工作日,2
43109,20,1EZZ1S0551,森马郑州德化步行街粤海店,2,2,350,1,175,175,工作日,2
43109,21,1EZZ1S0551,森马郑州德化步行街粤海店,7,14,4722,2,675,337,工作日,2
43109,22,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,1772,2,886,443,工作日,2
43110,11,1EZZ1S0551,森马郑州德化步行街粤海店,3,8,1488,2.7,496,186,工作日,3
43110,12,1EZZ1S0551,森马郑州德化步行街粤海店,6,11,2549,1.8,425,232,工作日,3
43110,13,1EZZ1S0551,森马郑州德化步行街粤海店,8,20,4973,2.5,622,249,工作日,3
43110,14,1EZZ1S0551,森马郑州德化步行街粤海店,11,15,3744,1.4,340,250,工作日,3
43110,15,1EZZ1S0551,森马郑州德化步行街粤海店,11,26,6055,2.4,550,233,工作日,3
43110,16,1EZZ1S0551,森马郑州德化步行街粤海店,15,26,7878,1.7,525,303,工作日,3
43110,17,1EZZ1S0551,森马郑州德化步行街粤海店,10,16,4543,1.6,454,284,工作日,3
43110,18,1EZZ1S0551,森马郑州德化步行街粤海店,9,16,3232,1.8,359,202,工作日,3
43110,19,1EZZ1S0551,森马郑州德化步行街粤海店,12,30,9089,2.5,757,303,工作日,3
43110,20,1EZZ1S0551,森马郑州德化步行街粤海店,6,13,3059,2.2,510,235,工作日,3
43110,21,1EZZ1S0551,森马郑州德化步行街粤海店,3,7,1717,2.3,572,245,工作日,3
43110,22,1EZZ1S0551,森马郑州德化步行街粤海店,3,8,1972,2.7,657,247,工作日,3
43111,10,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,958,2,479,240,工作日,4
43111,11,1EZZ1S0551,森马郑州德化步行街粤海店,2,3,1485,1.5,743,495,工作日,4
43111,12,1EZZ1S0551,森马郑州德化步行街粤海店,7,13,3747,1.9,535,288,工作日,4
43111,13,1EZZ1S0551,森马郑州德化步行街粤海店,5,8,2532,1.6,506,317,工作日,4
43111,14,1EZZ1S0551,森马郑州德化步行街粤海店,4,7,2205,1.8,551,315,工作日,4
43111,15,1EZZ1S0551,森马郑州德化步行街粤海店,15,29,9203,1.9,614,317,工作日,4
43111,16,1EZZ1S0551,森马郑州德化步行街粤海店,9,21,5884,2.3,654,280,工作日,4
43111,17,1EZZ1S0551,森马郑州德化步行街粤海店,11,22,6506,2,591,296,工作日,4
43111,18,1EZZ1S0551,森马郑州德化步行街粤海店,11,23,5407,2.1,492,235,工作日,4
43111,19,1EZZ1S0551,森马郑州德化步行街粤海店,8,15,4165,1.9,521,278,工作日,4
43111,20,1EZZ1S0551,森马郑州德化步行街粤海店,8,23,6859,2.9,857,298,工作日,4
43111,21,1EZZ1S0551,森马郑州德化步行街粤海店,8,22,6418,2.8,802,292,工作日,4
43111,22,1EZZ1S0551,森马郑州德化步行街粤海店,5,9,1883,1.8,377,209,工作日,4
43112,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,14,2453,4.7,818,175,工作日,5
43112,11,1EZZ1S0551,森马郑州德化步行街粤海店,5,9,1904,1.8,381,212,工作日,5
43112,12,1EZZ1S0551,森马郑州德化步行街粤海店,4,8,2591,2,648,324,工作日,5
43112,13,1EZZ1S0551,森马郑州德化步行街粤海店,9,21,4247,2.3,472,202,工作日,5
43112,14,1EZZ1S0551,森马郑州德化步行街粤海店,13,27,7106,2.1,547,263,工作日,5
43112,15,1EZZ1S0551,森马郑州德化步行街粤海店,18,35,6614,1.9,367,189,工作日,5
43112,16,1EZZ1S0551,森马郑州德化步行街粤海店,10,18,5534,1.8,553,307,工作日,5
43112,17,1EZZ1S0551,森马郑州德化步行街粤海店,22,44,9638,2,438,219,工作日,5
43112,18,1EZZ1S0551,森马郑州德化步行街粤海店,11,25,4867,2.3,442,195,工作日,5
43112,19,1EZZ1S0551,森马郑州德化步行街粤海店,5,10,3052,2,610,305,工作日,5
43112,20,1EZZ1S0551,森马郑州德化步行街粤海店,7,23,4864,3.3,695,211,工作日,5
43112,21,1EZZ1S0551,森马郑州德化步行街粤海店,9,25,6080,2.8,676,243,工作日,5
43112,22,1EZZ1S0551,森马郑州德化步行街粤海店,3,7,1455,2.3,485,208,工作日,5
43113,10,1EZZ1S0551,森马郑州德化步行街粤海店,2,3,958,1.5,479,319,周末,6
43113,11,1EZZ1S0551,森马郑州德化步行街粤海店,15,32,7505,2.1,500,235,周末,6
43113,12,1EZZ1S0551,森马郑州德化步行街粤海店,17,31,7155,1.8,421,231,周末,6
43113,13,1EZZ1S0551,森马郑州德化步行街粤海店,23,45,10033,2,436,223,周末,6
43113,14,1EZZ1S0551,森马郑州德化步行街粤海店,29,63,15643,2.2,539,248,周末,6
43113,15,1EZZ1S0551,森马郑州德化步行街粤海店,31,62,15588,2,503,251,周末,6
43113,16,1EZZ1S0551,森马郑州德化步行街粤海店,37,69,15665,1.9,423,227,周末,6
43113,17,1EZZ1S0551,森马郑州德化步行街粤海店,40,81,19841,2,496,245,周末,6
43113,18,1EZZ1S0551,森马郑州德化步行街粤海店,29,61,15517,2.1,535,254,周末,6
43113,19,1EZZ1S0551,森马郑州德化步行街粤海店,26,53,11270,2,433,213,周末,6
43113,20,1EZZ1S0551,森马郑州德化步行街粤海店,20,43,10135,2.2,507,236,周末,6
43113,21,1EZZ1S0551,森马郑州德化步行街粤海店,14,44,10172,3.1,727,231,周末,6
43113,22,1EZZ1S0551,森马郑州德化步行街粤海店,7,15,3734,2.1,533,249,周末,6
43113,23,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,515,2,515,258,周末,6
43114,10,1EZZ1S0551,森马郑州德化步行街粤海店,4,9,1772,2.3,443,197,周末,7
43114,11,1EZZ1S0551,森马郑州德化步行街粤海店,18,40,11032,2.2,613,276,周末,7
43114,12,1EZZ1S0551,森马郑州德化步行街粤海店,29,59,16034,2,553,272,周末,7
43114,13,1EZZ1S0551,森马郑州德化步行街粤海店,37,76,19261,2.1,521,253,周末,7
43114,14,1EZZ1S0551,森马郑州德化步行街粤海店,50,101,23995,2,480,238,周末,7
43114,15,1EZZ1S0551,森马郑州德化步行街粤海店,46,103,25176,2.2,547,244,周末,7
43114,16,1EZZ1S0551,森马郑州德化步行街粤海店,38,80,18599,2.1,489,232,周末,7
43114,17,1EZZ1S0551,森马郑州德化步行街粤海店,47,105,26882,2.2,572,256,周末,7
43114,18,1EZZ1S0551,森马郑州德化步行街粤海店,44,86,22259,2,506,259,周末,7
43114,19,1EZZ1S0551,森马郑州德化步行街粤海店,32,69,14172,2.2,443,205,周末,7
43114,20,1EZZ1S0551,森马郑州德化步行街粤海店,20,43,8874,2.2,444,206,周末,7
43114,21,1EZZ1S0551,森马郑州德化步行街粤海店,18,34,8658,1.9,481,255,周末,7
43114,22,1EZZ1S0551,森马郑州德化步行街粤海店,7,14,3824,2,546,273,周末,7
43115,9,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,542,2,542,271,工作日,1
43115,10,1EZZ1S0551,森马郑州德化步行街粤海店,1,3,850,3,850,283,工作日,1
43115,11,1EZZ1S0551,森马郑州德化步行街粤海店,3,6,1491,2,497,249,工作日,1
43115,12,1EZZ1S0551,森马郑州德化步行街粤海店,7,12,2825,1.7,404,235,工作日,1
43115,13,1EZZ1S0551,森马郑州德化步行街粤海店,9,21,4896,2.3,544,233,工作日,1
43115,14,1EZZ1S0551,森马郑州德化步行街粤海店,9,18,4368,2,485,243,工作日,1
43115,15,1EZZ1S0551,森马郑州德化步行街粤海店,16,39,8398,2.4,525,215,工作日,1
43115,16,1EZZ1S0551,森马郑州德化步行街粤海店,21,39,9822,1.9,468,252,工作日,1
43115,17,1EZZ1S0551,森马郑州德化步行街粤海店,14,31,7620,2.2,544,246,工作日,1
43115,18,1EZZ1S0551,森马郑州德化步行街粤海店,7,13,2590,1.9,370,199,工作日,1
43115,19,1EZZ1S0551,森马郑州德化步行街粤海店,12,23,5399,1.9,450,235,工作日,1
43115,20,1EZZ1S0551,森马郑州德化步行街粤海店,11,22,4352,2,396,198,工作日,1
43115,21,1EZZ1S0551,森马郑州德化步行街粤海店,8,16,4486,2,561,280,工作日,1
43115,22,1EZZ1S0551,森马郑州德化步行街粤海店,2,5,867,2.5,434,173,工作日,1
43116,10,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,529,2,529,265,工作日,2
43116,11,1EZZ1S0551,森马郑州德化步行街粤海店,9,20,4519,2.2,502,226,工作日,2
43116,12,1EZZ1S0551,森马郑州德化步行街粤海店,7,29,5279,4.1,754,182,工作日,2
43116,13,1EZZ1S0551,森马郑州德化步行街粤海店,5,10,2276,2,455,228,工作日,2
43116,14,1EZZ1S0551,森马郑州德化步行街粤海店,13,27,7070,2.1,544,262,工作日,2
43116,15,1EZZ1S0551,森马郑州德化步行街粤海店,9,21,5005,2.3,556,238,工作日,2
43116,16,1EZZ1S0551,森马郑州德化步行街粤海店,16,40,10426,2.5,652,261,工作日,2
43116,17,1EZZ1S0551,森马郑州德化步行街粤海店,14,27,5680,1.9,406,210,工作日,2
43116,18,1EZZ1S0551,森马郑州德化步行街粤海店,9,20,4768,2.2,530,238,工作日,2
43116,19,1EZZ1S0551,森马郑州德化步行街粤海店,15,27,6527,1.8,435,242,工作日,2
43116,20,1EZZ1S0551,森马郑州德化步行街粤海店,9,17,3456,1.9,384,203,工作日,2
43116,21,1EZZ1S0551,森马郑州德化步行街粤海店,6,17,3859,2.8,643,227,工作日,2
43116,22,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,270,2,270,135,工作日,2
43117,10,1EZZ1S0551,森马郑州德化步行街粤海店,1,2,488,2,488,244,工作日,3
43117,11,1EZZ1S0551,森马郑州德化步行街粤海店,2,9,1740,4.5,870,193,工作日,3
43117,14,1EZZ1S0551,森马郑州德化步行街粤海店,30,76,15792,2.5,526,208,工作日,3
43117,15,1EZZ1S0551,森马郑州德化步行街粤海店,9,19,4945,2.1,549,260,工作日,3
43117,16,1EZZ1S0551,森马郑州德化步行街粤海店,19,49,12696,2.6,668,259,工作日,3
43117,17,1EZZ1S0551,森马郑州德化步行街粤海店,11,26,6014,2.4,547,231,工作日,3
43117,18,1EZZ1S0551,森马郑州德化步行街粤海店,9,17,4602,1.9,511,271,工作日,3
43117,19,1EZZ1S0551,森马郑州德化步行街粤海店,10,22,5563,2.2,556,253,工作日,3
43117,20,1EZZ1S0551,森马郑州德化步行街粤海店,12,29,6110,2.4,509,211,工作日,3
43117,21,1EZZ1S0551,森马郑州德化步行街粤海店,10,22,4267,2.2,427,194,工作日,3
43117,22,1EZZ1S0551,森马郑州德化步行街粤海店,4,6,2405,1.5,601,401,工作日,3
43118,11,1EZZ1S0551,森马郑州德化步行街粤海店,6,12,3083,2,514,257,工作日,4
43118,12,1EZZ1S0551,森马郑州德化步行街粤海店,6,17,4274,2.8,712,251,工作日,4
43118,13,1EZZ1S0551,森马郑州德化步行街粤海店,12,22,4636,1.8,386,211,工作日,4
43118,14,1EZZ1S0551,森马郑州德化步行街粤海店,11,29,7282,2.6,662,251,工作日,4
43118,15,1EZZ1S0551,森马郑州德化步行街粤海店,16,29,8270,1.8,517,285,工作日,4
43118,16,1EZZ1S0551,森马郑州德化步行街粤海店,15,32,9389,2.1,626,293,工作日,4
43118,17,1EZZ1S0551,森马郑州德化步行街粤海店,10,14,2864,1.4,286,205,工作日,4
43118,18,1EZZ1S0551,森马郑州德化步行街粤海店,9,17,6068,1.9,674,357,工作日,4
43118,19,1EZZ1S0551,森马郑州德化步行街粤海店,13,28,6390,2.2,492,228,工作日,4
43118,20,1EZZ1S0551,森马郑州德化步行街粤海店,10,25,5865,2.5,587,235,工作日,4
43118,21,1EZZ1S0551,森马郑州德化步行街粤海店,3,7,1832,2.3,611,262,工作日,4
43118,22,1EZZ1S0551,森马郑州德化步行街粤海店,4,10,1560,2.5,390,156,工作日,4
43119,11,1EZZ1S0551,森马郑州德化步行街粤海店,7,15,4014,2.1,573,268,工作日,5
43119,12,1EZZ1S0551,森马郑州德化步行街粤海店,11,26,4532,2.4,412,174,工作日,5
43119,13,1EZZ1S0551,森马郑州德化步行街粤海店,10,20,4868,2,487,243,工作日,5
43119,14,1EZZ1S0551,森马郑州德化步行街粤海店,11,20,3511,1.8,319,176,工作日,5
43119,15,1EZZ1S0551,森马郑州德化步行街粤海店,13,26,4782,2,368,184,工作日,5
43119,16,1EZZ1S0551,森马郑州德化步行街粤海店,17,34,7472,2,440,220,工作日,5
43119,17,1EZZ1S0551,森马郑州德化步行街粤海店,19,39,7855,2.1,413,201,工作日,5
43119,18,1EZZ1S0551,森马郑州德化步行街粤海店,14,32,6376,2.3,455,199,工作日,5
43119,19,1EZZ1S0551,森马郑州德化步行街粤海店,12,27,5408,2.3,451,200,工作日,5
43119,20,1EZZ1S0551,森马郑州德化步行街粤海店,18,31,5712,1.7,317,184,工作日,5
43119,21,1EZZ1S0551,森马郑州德化步行街粤海店,14,29,5345,2.1,382,184,工作日,5
43119,22,1EZZ1S0551,森马郑州德化步行街粤海店,2,3,808,1.5,404,269,工作日,5
43120,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,2,479,1,240,240,周末,6
43120,10,1EZZ1S0551,森马郑州德化步行街粤海店,2,4,1126,2,563,282,周末,6
43120,11,1EZZ1S0551,森马郑州德化步行街粤海店,6,15,3488,2.5,581,233,周末,6
43120,12,1EZZ1S0551,森马郑州德化步行街粤海店,14,27,5869,1.9,419,217,周末,6
43120,13,1EZZ1S0551,森马郑州德化步行街粤海店,17,29,6135,1.7,361,212,周末,6
43120,14,1EZZ1S0551,森马郑州德化步行街粤海店,31,64,13120,2.1,423,205,周末,6
43120,15,1EZZ1S0551,森马郑州德化步行街粤海店,37,84,17838,2.3,482,212,周末,6
43120,16,1EZZ1S0551,森马郑州德化步行街粤海店,31,73,14487,2.4,467,198,周末,6
43120,17,1EZZ1S0551,森马郑州德化步行街粤海店,28,55,11833,2,423,215,周末,6
43120,18,1EZZ1S0551,森马郑州德化步行街粤海店,35,73,14588,2.1,417,200,周末,6
43120,19,1EZZ1S0551,森马郑州德化步行街粤海店,26,53,11895,2,458,224,周末,6
43120,20,1EZZ1S0551,森马郑州德化步行街粤海店,25,52,11704,2.1,468,225,周末,6
43120,21,1EZZ1S0551,森马郑州德化步行街粤海店,17,50,9620,2.9,566,192,周末,6
43120,22,1EZZ1S0551,森马郑州德化步行街粤海店,9,16,4091,1.8,455,256,周末,6
43120,23,1EZZ1S0551,森马郑州德化步行街粤海店,6,11,2049,1.8,342,186,周末,6
43121,9,1EZZ1S0551,森马郑州德化步行街粤海店,2,5,648,2.5,324,130,周末,7
43121,10,1EZZ1S0551,森马郑州德化步行街粤海店,7,13,3556,1.9,508,274,周末,7
43121,11,1EZZ1S0551,森马郑州德化步行街粤海店,14,34,7384,2.4,527,217,周末,7
43121,12,1EZZ1S0551,森马郑州德化步行街粤海店,21,55,11735,2.6,559,213,周末,7
43121,13,1EZZ1S0551,森马郑州德化步行街粤海店,33,64,13547,1.9,411,212,周末,7
43121,14,1EZZ1S0551,森马郑州德化步行街粤海店,41,83,17089,2,417,206,周末,7
43121,15,1EZZ1S0551,森马郑州德化步行街粤海店,46,79,18261,1.7,397,231,周末,7
43121,16,1EZZ1S0551,森马郑州德化步行街粤海店,42,79,18336,1.9,437,232,周末,7
43121,17,1EZZ1S0551,森马郑州德化步行街粤海店,39,80,18226,2.1,467,228,周末,7
43121,18,1EZZ1S0551,森马郑州德化步行街粤海店,31,75,17050,2.4,550,227,周末,7
43121,19,1EZZ1S0551,森马郑州德化步行街粤海店,24,66,12234,2.8,510,185,周末,7
43121,20,1EZZ1S0551,森马郑州德化步行街粤海店,20,37,7009,1.9,350,189,周末,7
43121,21,1EZZ1S0551,森马郑州德化步行街粤海店,10,20,3973,2,397,199,周末,7
43121,22,1EZZ1S0551,森马郑州德化步行街粤海店,14,38,7244,2.7,517,191,周末,7
43121,23,1EZZ1S0551,森马郑州德化步行街粤海店,1,1,0,1,0,0,周末,7
43122,10,1EZZ1S0551,森马郑州德化步行街粤海店,3,9,2000,3,667,222,工作日,1
43122,11,1EZZ1S0551,森马郑州德化步行街粤海店,6,16,3160,2.7,527,198,工作日,1
43122,12,1EZZ1S0551,森马郑州德化步行街粤海店,11,29,6299,2.6,573,217,工作日,1
