日历天	当期零售市值	当期零售金额	当期零售数量	星期	周次	年份	去除节假日	年份周
2018/3/22	17359687	12975758.56	100695	4	12	2018	12975758.56	201812
2018/3/23	78946228	18963030.52	371266	5	12	2018	18963030.52	201812
2018/3/24	41518524	30317512.5	240146	6	12	2018	30317512.5	201812
2018/3/25	45066606	33417460.21	269584	7	12	2018	33417460.21	201812
2018/3/26	20723927	15665635.98	131807	1	13	2018	15665635.98	201813
2018/3/27	20688988	16068110.9	138823	2	13	2018	16068110.9	201813
2018/3/28	20851936	16075133.3	145449	3	13	2018	16075133.3	201813
2018/3/29	26637987	15634341.7	163409	4	13	2018	15634341.7	201813
2018/3/30	24233533	18196174.5	164267	5	13	2018	18196174.5	201813
2018/3/31	42493706	32350366.82	288904	6	13	2018	32350366.82	201813
2018/4/1	45276301	35198349.72	323045	7	13	2018	35198349.72	201813
2018/4/2	20387941	16678139.2	155335	1	14	2018	16678139.2	201814
2018/4/3	18412755	15020732.6	140338	2	14	2018	15020732.6	201814
2018/4/4	19811906	15477443.23	140593	3	14	2018	15477443.23	201814
2018/4/5	43255946	31524329.25	283348	4	14	2018	0	201814
2018/4/6	45033265	32101147.92	282819	5	14	2018	0	201814
2018/4/7	35103212	24650767.92	223447	6	14	2018	0	201814
2018/4/8	17354871	13277635.7	119979	7	14	2018	13277635.7	201814
2018/4/9	15326294	12032245.88	108908	1	15	2018	12032245.88	201815
2018/4/10	15086042	12057783.96	109199	2	15	2018	12057783.96	201815
2018/4/11	15944486	12810156.82	114262	3	15	2018	12810156.82	201815
2018/4/12	15452414	11321809.3	106238	4	15	2018	11321809.3	201815
2018/4/13	16295198	12265605.24	114333	5	15	2018	12265605.24	201815
2018/4/14	27098143	20612830.71	181865	6	15	2018	20612830.71	201815
2018/4/15	31889423	24691512.82	217269	7	15	2018	24691512.82	201815
2018/4/16	16531868	12770087.08	114280	1	16	2018	12770087.08	201816
2018/4/17	16192260	12761288.28	116284	2	16	2018	12761288.28	201816
2018/4/18	18311508	14128883.9	134678	3	16	2018	14128883.9	201816
2018/4/19	18256794	14453542.84	137221	4	16	2018	14453542.84	201816
2018/4/20	20080789	16092823.94	152606	5	16	2018	16092823.94	201816
2018/4/21	29794505	24387951.46	224719	6	16	2018	24387951.46	201816
2018/4/22	32005085	26285817.18	240753	7	16	2018	26285817.18	201816
2018/4/23	15076660	12171851.02	111822	1	17	2018	12171851.02	201817
2018/4/24	15942076	12658107.88	117815	2	17	2018	12658107.88	201817
2018/4/25	16040642	13062723.66	120112	3	17	2018	13062723.66	201817
2018/4/26	16076863	13072980.3	121689	4	17	2018	13072980.3	201817
2018/4/27	18253643	14719995.02	140384	5	17	2018	14719995.02	201817
2018/4/28	23782161	19208836.24	185520	6	17	2018	19208836.24	201817
2018/4/29	52739045	41515699.99	411817	7	17	2018	0	201817
2018/4/30	63731256	50319404.09	504087	1	18	2018	0	201818
2018/5/1	61788434	47573568.5	485837	2	18	2018	0	201818
2018/5/2	20475033	16704681.88	161730	3	18	2018	16704681.88	201818
2018/5/3	17168181	13807367.62	134988	4	18	2018	13807367.62	201818
2018/5/4	17559543	14439405.69	138123	5	18	2018	14439405.69	201818
2018/5/5	24305819	19613908.06	189418	6	18	2018	19613908.06	201818
2018/5/6	26418777	21569526.03	207001	7	18	2018	21569526.03	201818
2018/5/7	14935622	11996213.96	117478	1	19	2018	11996213.96	201819
2018/5/8	14419028	11795593.06	113193	2	19	2018	11795593.06	201819
2018/5/9	14082964	11415394.98	110526	3	19	2018	11415394.98	201819
2018/5/10	14230784	11344793.52	110210	4	19	2018	11344793.52	201819
2018/5/11	16288355	13166505.28	128536	5	19	2018	13166505.28	201819
2018/5/12	28743979	23255901.59	228505	6	19	2018	23255901.59	201819
2018/5/13	33553826	27511035.76	268738	7	19	2018	0	201819
2018/5/14	16724728	13992525.08	135978	1	20	2018	13992525.08	201820
2018/5/15	17582198	14780893.4	142473	2	20	2018	14780893.4	201820
2018/5/16	18195995	15300386.4	147586	3	20	2018	15300386.4	201820
2018/5/17	18340612	15061149.32	146038	4	20	2018	15061149.32	201820
2018/5/18	20487784	16742035.34	164148	5	20	2018	16742035.34	201820
2018/5/19	32749359	26564613.66	261112	6	20	2018	26564613.66	201820
2018/5/20	35679227	28952948.72	280856	7	20	2018	28952948.72	201820
2018/5/21	14339971	11805910.3	114366	1	21	2018	11805910.3	201821
2018/5/22	13609660	11093904.2	107805	2	21	2018	11093904.2	201821
2018/5/23	14172772	11507731.5	113188	3	21	2018	11507731.5	201821
2018/5/24	14271682	11598593.64	113298	4	21	2018	11598593.64	201821
2018/5/25	15943875	12837494.2	127456	5	21	2018	12837494.2	201821
2018/5/26	29851474	23195998.1	234775	6	21	2018	23195998.1	201821
2018/5/27	33012416	25160469.49	251792	7	21	2018	25160469.49	201821
2018/5/28	15286051	12015725.15	119058	1	22	2018	12015725.15	201822
2018/5/29	14466259	11442952.84	112893	2	22	2018	11442952.84	201822
2018/5/30	15195400	12044915.92	116762	3	22	2018	12044915.92	201822
2018/5/31	15596724	12690004.22	120577	4	22	2018	12690004.22	201822
2018/6/1	20166934	15985844.78	161005	5	22	2018	0	201822
2018/6/2	27571022	22045596.14	219165	6	22	2018	22045596.14	201822
2018/6/3	28314998	22507092.61	224246	7	22	2018	22507092.61	201822
2018/6/4	13586243	11334041.71	105831	1	23	2018	11334041.71	201823
2018/6/5	14362854	11847943.21	114241	2	23	2018	11847943.21	201823
2018/6/6	15505704	12854873.04	123451	3	23	2018	12854873.04	201823
2018/6/7	14827526	12176586.73	118429	4	23	2018	12176586.73	201823
2018/6/8	16612664	13330341.81	131906	5	23	2018	13330341.81	201823
2018/6/9	25129961	19995115.27	198288	6	23	2018	19995115.27	201823
2018/6/10	27559181	21676790.42	218011	7	23	2018	21676790.42	201823
2018/6/11	86010683	14956169.8	424671	1	24	2018	14956169.8	201824
2018/6/12	13657959	11126743.82	108529	2	24	2018	11126743.82	201824
2018/6/13	13841404	11179869.36	110089	3	24	2018	11179869.36	201824
2018/6/14	14214537	11465845.13	112698	4	24	2018	11465845.13	201824
2018/6/15	17722560	13824391.62	140623	5	24	2018	13824391.62	201824
2018/6/16	35355333	25842887.78	280163	6	24	2018	0	201824
2018/6/17	41060563	30080510.35	325477	7	24	2018	0	201824
2018/6/18	38005606	27803946.48	300121	1	25	2018	0	201825
2018/6/19	15214144	11909129.96	121902	2	25	2018	11909129.96	201825
2018/6/20	14775282	11182885.62	113923	3	25	2018	11182885.62	201825
2018/6/21	14289489	11154132.96	113453	4	25	2018	11154132.96	201825
2018/6/22	14534616	11176366.71	116469	5	25	2018	11176366.71	201825
2018/6/23	21913844	16597652.87	174647	6	25	2018	16597652.87	201825
2018/6/24	24476475	18519908.95	193329	7	25	2018	18519908.95	201825
2018/6/25	14016493.9	10848634.26	111483	1	26	2018	10848634.26	201826
2018/6/26	16360267	12458328.57	125313	2	26	2018	12458328.57	201826
2018/6/27	16776634	12782425.35	130946	3	26	2018	12782425.35	201826
2018/6/28	17139847	12891931.42	132664	4	26	2018	12891931.42	201826
2018/6/29	19928633	14565222.53	156440	5	26	2018	14565222.53	201826
2018/6/30	28841373	20656441.07	221982	6	26	2018	20656441.07	201826
2018/7/1	29431939	21661255.21	235247	7	26	2018	0	201826
2018/7/2	17290747	12891946.85	138446	1	27	2018	12891946.85	201827
2018/7/3	16647903	12480816.35	133793	2	27	2018	12480816.35	201827
2018/7/4	16111186	12077184.58	129125	3	27	2018	12077184.58	201827
2018/7/5	16770104	12523892.23	134389	4	27	2018	12523892.23	201827
2018/7/6	18748271	13704822.89	149679	5	27	2018	13704822.89	201827
2018/7/7	26176242	18749483.08	208425	6	27	2018	18749483.08	201827
2018/7/8	29072090	20843316.4	231814	7	27	2018	20843316.4	201827
2018/7/9	17547179	12702895.49	140469	1	28	2018	12702895.49	201828
2018/7/10	17334012	12425847.86	137156	2	28	2018	12425847.86	201828
2018/7/11	16539346	12095854.4	131833	3	28	2018	12095854.4	201828
2018/7/12	19093202	13170426.29	147761	4	28	2018	13170426.29	201828
2018/7/13	18780389.7	13317437.85	149470	5	28	2018	13317437.85	201828
2018/7/14	27096702	18708191.85	214677	6	28	2018	18708191.85	201828
2018/7/15	31306378	21679043.66	248093	7	28	2018	21679043.66	201828
2018/7/16	18724924	13371561.93	149107	1	29	2018	13371561.93	201829
2018/7/17	18523457	13195241.28	147083	2	29	2018	13195241.28	201829
2018/7/18	19724303	13162703.87	150618	3	29	2018	13162703.87	201829
2018/7/19	17934982	12762217.96	142384	4	29	2018	12762217.96	201829
2018/7/20	19610796	13579131.55	155434	5	29	2018	13579131.55	201829
2018/7/21	27832724	18570075.76	219390	6	29	2018	18570075.76	201829
2018/7/22	30008281	20163884.92	236004	7	29	2018	20163884.92	201829
2018/7/23	50013323	14175701.1	338808	1	30	2018	14175701.1	201830
2018/7/24	33279613	12948752.8	232592	2	30	2018	12948752.8	201830
2018/7/25	19612268	12777875.4	151418	3	30	2018	12777875.4	201830
2018/7/26	18187314	12525632.62	143106	4	30	2018	12525632.62	201830
2018/7/27	20867934	13910204.98	165065	5	30	2018	13910204.98	201830
2018/7/28	28087298	18112941.28	220745	6	30	2018	18112941.28	201830
2018/7/29	32374430	20800183.82	253327	7	30	2018	20800183.82	201830
2018/7/30	18793614	12720095.48	147009	1	31	2018	12720095.48	201831
2018/7/31	19448078	13003786.43	151739	2	31	2018	13003786.43	201831
2018/8/1	20773345	13630395.08	163666	3	31	2018	0	201831
2018/8/2	21050168	13130192.62	160725	4	31	2018	13130192.62	201831
2018/8/3	19826486	13052049.7	153869	5	31	2018	13052049.7	201831
2018/8/4	27362424	17712517.8	209988	6	31	2018	17712517.8	201831
2018/8/5	30461480	19913741.44	230602	7	31	2018	19913741.44	201831
2018/8/6	19566463	13018637.34	149215	1	32	2018	13018637.34	201832
2018/8/7	18820359	12512287.14	143508	2	32	2018	12512287.14	201832
2018/8/8	19334922	12856745.35	146028	3	32	2018	12856745.35	201832
2018/8/9	19304446	12837482.46	144581	4	32	2018	12837482.46	201832
2018/8/10	20943332	13578689.54	157916	5	32	2018	13578689.54	201832
2018/8/11	28697636	18458810.7	212282	6	32	2018	18458810.7	201832
2018/8/12	31231601	20379793.5	231648	7	32	2018	20379793.5	201832
2018/8/13	21802919	14425259.9	161517	1	33	2018	14425259.9	201833
2018/8/14	20989082	14120371.05	153270	2	33	2018	14120371.05	201833
2018/8/15	22854962	15331622.46	163917	3	33	2018	15331622.46	201833
2018/8/16	23751875	16219531.5	168201	4	33	2018	16219531.5	201833
2018/8/17	32828465	21087739.4	230962	5	33	2018	0	201833
2018/8/18	32330685	21926455.08	227145	6	33	2018	21926455.08	201833
2018/8/19	34435383	23542053.5	244313	7	33	2018	23542053.5	201833
2018/8/20	23409359	16219256.94	164123	1	34	2018	16219256.94	201834
2018/8/21	23935090	16712053.88	164928	2	34	2018	16712053.88	201834
2018/8/22	24263707	17163474.39	165165	3	34	2018	17163474.39	201834
2018/8/23	23617322	16748306.54	160832	4	34	2018	16748306.54	201834
2018/8/24	25215606	16869013.64	174240	5	34	2018	16869013.64	201834
2018/8/25	31222919	21921799.08	208135	6	34	2018	21921799.08	201834
2018/8/26	36021559	25842509.36	243336	7	34	2018	25842509.36	201834
2018/8/27	24832155	17392466.34	162613	1	35	2018	17392466.34	201835
2018/8/28	22663478	16143361.32	152683	2	35	2018	16143361.32	201835
2018/8/29	22613752	16268749.84	153035	3	35	2018	16268749.84	201835
2018/8/30	24019015	17448627.4	159284	4	35	2018	17448627.4	201835
2018/8/31	26823957	18611054.9	180561	5	35	2018	18611054.9	201835
2018/9/1	31916963	23051517.3	210873	6	35	2018	23051517.3	201835
2018/9/2	34728399	24526806.38	227249	7	35	2018	24526806.38	201835
2018/9/3	18131545	13048083.88	119910	1	36	2018	13048083.88	201836
2018/9/4	18650142	13792167.24	116085	2	36	2018	13792167.24	201836
2018/9/5	17181847	12763355.3	110173	3	36	2018	12763355.3	201836
2018/9/6	17789656	13257346.78	112406	4	36	2018	13257346.78	201836
2018/9/7	22481602	16130671.2	140391	5	36	2018	16130671.2	201836
2018/9/8	36540821	27918884.6	216682	6	36	2018	27918884.6	201836
2018/9/9	38910611	29659433.94	230996	7	36	2018	29659433.94	201836
2018/9/10	29479765	16199105.08	159721	1	37	2018	0	201837
2018/9/11	19074352	14569844.8	112915	2	37	2018	14569844.8	201837
2018/9/12	18625737	14266199.74	109815	3	37	2018	14266199.74	201837
2018/9/13	18439641	14173611.22	109497	4	37	2018	14173611.22	201837
2018/9/14	21019807	15948822.25	121209	5	37	2018	15948822.25	201837
2018/9/15	35389450	27295379.44	197445	6	37	2018	27295379.44	201837
2018/9/16	36736328	28807581.19	199276	7	37	2018	28807581.19	201837
2018/9/17	19237927	15020777.8	107663	1	38	2018	15020777.8	201838
2018/9/18	17285627	13582631.8	99369	2	38	2018	13582631.8	201838
2018/9/19	17878899	13531055.7	102216	3	38	2018	13531055.7	201838
2018/9/20	16968748	13157538.27	97062	4	38	2018	13157538.27	201838
2018/9/21	20263430	15319378.33	113996	5	38	2018	15319378.33	201838
2018/9/22	42634428.9	31929892.62	228910	6	38	2018	0	201838
2018/9/23	51771780.9	38973805.42	277765	7	38	2018	0	201838
2018/9/24	56941270.7	42702730.75	303635	1	39	2018	0	201839
2018/9/25	22656008.8	17484881.94	121705	2	39	2018	17484881.94	201839
2018/9/26	21649880	17013338.64	115899	3	39	2018	17013338.64	201839
2018/9/27	23562694	17379016.91	122393	4	39	2018	17379016.91	201839
2018/9/28	24988044	18178240.55	131850	5	39	2018	18178240.55	201839
2018/9/29	25247549	20112514.56	135261	6	39	2018	20112514.56	201839
2018/9/30	35410746	26901863.48	183620	7	39	2018	26901863.48	201839
2018/10/1	85605283	63956165.8	431959	1	40	2018	0	201840
2018/10/2	74827673	56548063.08	374953	2	40	2018	0	201840
2018/10/3	64202633	48690492.43	317449	3	40	2018	0	201840
2018/10/4	53950395	40696322.72	268871	4	40	2018	0	201840
2018/10/5	48405919	36660213.01	239938	5	40	2018	0	201840
2018/10/6	45629164	34614450.1	224608	6	40	2018	0	201840
2018/10/7	39094911	29417989.14	194760	7	40	2018	0	201840
2018/10/8	18779587	14546509.5	94282	1	41	2018	14546509.5	201841
2018/10/9	19738374	15662906.84	97375	2	41	2018	15662906.84	201841
2018/10/10	23921709	19263426.35	115442	3	41	2018	19263426.35	201841
2018/10/11	24980420	20294249.74	121337	4	41	2018	20294249.74	201841
2018/10/12	28357164	21394561.69	135439	5	41	2018	21394561.69	201841
2018/10/13	45464103	36017945.83	214780	6	41	2018	36017945.83	201841
2018/10/14	47832860.3	39010544.21	225805	7	41	2018	39010544.21	201841
2018/10/15	22605272	18396067.74	107454	1	42	2018	18396067.74	201842
2018/10/16	23807419	19326365.27	112935	2	42	2018	19326365.27	201842
2018/10/17	22470141	18420011.87	105497	3	42	2018	0	201842
2018/10/18	24015823	18672239.66	112286	4	42	2018	18672239.66	201842
2018/10/19	25512641	20553525.16	116432	5	42	2018	20553525.16	201842
2018/10/20	44347861	36217872.97	198511	6	42	2018	36217872.97	201842
2018/10/21	44279939	36236083.47	199908	7	42	2018	36236083.47	201842
2018/10/22	19341257	15906606.95	88790	1	43	2018	15906606.95	201843
2018/10/23	21353826	16751731.86	93748	2	43	2018	16751731.86	201843
2018/10/24	18753109	15039484.44	87107	3	43	2018	15039484.44	201843
2018/10/25	18916620	14387849.3	88792	4	43	2018	14387849.3	201843
2018/10/26	22940188	18209154.64	102338	5	43	2018	18209154.64	201843
2018/10/27	48869831	36066846.6	213453	6	43	2018	36066846.6	201843
2018/10/28	49437985	36269355.4	217444	7	43	2018	36269355.4	201843
2018/10/29	17955114	14320606.12	80759	1	44	2018	14320606.12	201844
2018/10/30	17030482	13689693.3	76848	2	44	2018	13689693.3	201844
2018/10/31	17816965	14434144.46	79752	3	44	2018	14434144.46	201844
2018/11/1	19973322	15230696.21	88188	4	44	2018	15230696.21	201844
2018/11/2	21659503	17139216.04	93448	5	44	2018	17139216.04	201844
2018/11/3	82503476	52763989.22	354890	6	44	2018	52763989.22	201844
2018/11/4	79963602	51551070.86	339704	7	44	2018	51551070.86	201844
2018/11/5	42855554	15700378.86	228794	1	45	2018	15700378.86	201845
2018/11/6	17256696	14438110.7	71721	2	45	2018	14438110.7	201845
2018/11/7	86828367	17686499.92	385356	3	45	2018	17686499.92	201845
2018/11/8	47420714	16063963.74	177244	4	45	2018	16063963.74	201845
2018/11/9	27216952	20373074.86	109057	5	45	2018	20373074.86	201845
2018/11/10	78129210	51412548.71	296309	6	45	2018	51412548.71	201845
2018/11/11	108052432	69340335.6	406981	7	45	2018	0	201845
2018/11/12	23567099	16789598.7	89790	1	46	2018	16789598.7	201846
2018/11/13	22302083	16933403.51	84566	2	46	2018	16933403.51	201846
2018/11/14	29528713	16140259.62	117270	3	46	2018	16140259.62	201846
2018/11/15	16873341	13933655.34	66000	4	46	2018	13933655.34	201846
2018/11/16	23456533	18816140.7	89000	5	46	2018	18816140.7	201846
2018/11/17	48430898	38179256.22	177655	6	46	2018	38179256.22	201846
2018/11/18	48258561	37803068.16	176703	7	46	2018	37803068.16	201846
2018/11/19	20626753	17021225.28	78526	1	47	2018	17021225.28	201847
2018/11/20	20931795	15965200.76	80196	2	47	2018	15965200.76	201847
2018/11/21	18787631	15579463.62	72272	3	47	2018	15579463.62	201847
2018/11/22	19525723	16087815.92	74787	4	47	2018	16087815.92	201847
2018/11/23	25356199	19732993.34	94828	5	47	2018	19732993.34	201847
2018/11/24	51670895	38206873.54	183479	6	47	2018	0	201847
2018/11/25	52285425	38280317.66	186248	7	47	2018	38280317.66	201847
2018/11/26	16955386	13878748.6	65806	1	48	2018	13878748.6	201848
2018/11/27	28356624	14293474.5	101776	2	48	2018	14293474.5	201848
2018/11/28	16978141	13733191.62	65145	3	48	2018	13733191.62	201848
2018/11/29	16918592	13468639.68	65169	4	48	2018	13468639.68	201848
2018/11/30	25855285	19017581	99384	5	48	2018	19017581	201848
2018/12/1	43810760	34157974.23	158397	6	48	2018	34157974.23	201848
2018/12/2	42164842	32386284.19	153564	7	48	2018	32386284.19	201848
2018/12/3	16034993	12895682.48	61084	1	49	2018	12895682.48	201849
2018/12/4	16351795	13285293.58	60290	2	49	2018	13285293.58	201849
2018/12/5	25400495	17918415.37	92419	3	49	2018	17918415.37	201849
2018/12/6	18746550	15003957.37	64874	4	49	2018	15003957.37	201849
2018/12/7	33303598	24161338.35	111484	5	49	2018	24161338.35	201849
2018/12/8	66528196	49664215.23	205442	6	49	2018	49664215.23	201849
2018/12/9	77848096	57917862.59	240339	7	49	2018	57917862.59	201849
2018/12/10	33032120	24675943.56	109874	1	50	2018	24675943.56	201850
2018/12/11	32132552	23512503.86	102752	2	50	2018	23512503.86	201850
2018/12/12	38015959	28842090.65	117471	3	50	2018	28842090.65	201850
2018/12/13	24441747	19296200.24	80806	4	50	2018	19296200.24	201850
2018/12/14	32405315	23100761.56	106681	5	50	2018	23100761.56	201850
2018/12/15	53752182	40008500.78	169194	6	50	2018	40008500.78	201850
2018/12/16	58384757	44218025.54	184791	7	50	2018	44218025.54	201850
2018/12/17	19518540	15592054.1	67181	1	51	2018	15592054.1	201851
2018/12/18	17631723	13815567.84	63401	2	51	2018	13815567.84	201851
2018/12/19	18024616	13663342.64	65040	3	51	2018	13663342.64	201851
2018/12/20	16636184	13403828.71	58443	4	51	2018	13403828.71	201851
2018/12/21	21258372	15990875.48	74132	5	51	2018	15990875.48	201851
2018/12/22	46736744	32867080.76	152988	6	51	2018	32867080.76	201851
2018/12/23	54712182	38108277.5	174717	7	51	2018	38108277.5	201851
2018/12/24	33802038	23121749.36	107520	1	52	2018	23121749.36	201852
2018/12/25	34147517	23125662.4	106912	2	52	2018	0	201852
2018/12/26	23163770	16751927.4	79121	3	52	2018	16751927.4	201852
2018/12/27	26077212	19287703.46	90793	4	52	2018	19287703.46	201852
2018/12/28	32096614	24377028.02	109261	5	52	2018	24377028.02	201852
2018/12/29	48899321	33610790.62	150411	6	52	2018	33610790.62	201852
2018/12/30	101812787	66600041.45	292591	7	52	2018	66600041.45	201852
2018/12/31	138690196.9	86939251.8	398885	1	53	2018	86939251.8	201853
