id,品牌,名称,省份,城市,区县,地址,属性,经纬度,距离
B021206FEX,森马,森马(胜利路店),山东省,菏泽市,单县,舜师步行街附近,成人,"116.089061,34.794086",2314
B0FFJODVYZ,森马,森马(淄博滨州中百专柜),山东省,滨州市,滨城区,渤海七路路中百大厦4楼森马专柜,成人,"118.021461,37.377786",3292
B027903AMR,森马,森马(东港区人民政府征兵办公室南),山东省,日照市,东港区,海曲中路12号森马专卖店,成人,"119.457924,35.425355",2627
B021F03Y60,森马,森马(博兴名牌街二店),山东省,滨州市,博兴县,博城六路133号森马专卖店,成人,"118.132598,37.138656",1683
B021A02D16,森马,森马(财源大街店),山东省,泰安市,泰山区,灵山大街276号银座商场四楼森马专柜,成人,"117.121370,36.186389",3249
B02190AQY2,森马,森马(人民中路店),山东省,济宁市,梁山县,人民中路新华书店西侧森马专卖店,成人,"116.091866,35.804498",1538
B0FFJC1IT9,森马,森马女装,山东省,烟台市,莱阳市,五龙南路68号商厦新天地三楼,成人,"120.707603,36.960679",3868
B0FFHJYU77,森马,森马佳乐家店,山东省,青岛市,即墨区,佳乐家商场二楼,成人,"120.454701,36.397228",1164
B0FFKZUQQQ,森马,以纯森马折扣店,山东省,泰安市,泰山区,财源大街90号中百大厦F3,成人,"117.124710,36.187658",1904
B027B0P0GL,森马,森马高唐专卖店,山东省,聊城市,高唐县,天齐庙步行街10099-10100,成人,"116.240059,36.863049",4233
B0FFGM4UX2,森马,森马特卖店(向阳街),山东省,泰安市,肥城市,县府北路与向阳街交叉口西北50米,成人,"116.768048,36.183808",3251
B0FFK8ZA3F,森马,森马,河南省,焦作市,解放区,丰收路万达二楼,成人,"113.238892,35.204388",4136
B0FFK6CW3P,森马,森马,河南省,鹤壁市,淇滨区,万达广场2号门,成人,"114.297691,35.711491",2621
B0FFK6ACCJ,森马,森马,河南省,驻马店市,驿城区,乐山路二巷德克士旁,成人,"114.030744,32.977898",1634
B0FFJV4PHU,森马,森马,河南省,郑州市,金水区,大铺村98号附近(沃德花园南),成人,"113.671272,34.799160",657
B0FFJHSLKU,森马,森马,河南省,信阳市,潢川县,西亚超市三楼,成人,"115.039894,32.134487",983
B0FFIYUZNC,森马,森马,河南省,南阳市,镇平县,万德隆购物广场二楼,成人,"112.231743,33.032864",2377
B0FFIQFPJY,森马,森马,河南省,商丘市,睢阳区,南京路安奇乐易一楼电梯口,成人,"115.636963,34.406078",280
B0FFIMALYN,森马,森马,河南省,郑州市,金水区,未来路赛博数码广场一楼,成人,"113.705574,34.761024",4198
B0FFILZ4ZE,森马,森马,河南省,南阳市,邓州市,新华中路万德隆时代广场3层,成人,"112.095313,32.687283",4388
B0FFHVS0Q1,森马,森马,河南省,漯河市,临颍县,人民西路37号附近,成人,"113.933646,33.809818",4095
B0FFHUOBZL,森马,森马,河南省,商丘市,梁园区,向阳路与步行街交叉口东南50米,成人,"115.653927,34.438378",1545
B0FFHJFYVM,森马,森马,河南省,新乡市,辉县市,团结路19号附近,成人,"113.800235,35.457473",1633
B0FFHEFHEH,森马,森马,河南省,平顶山市,舞钢市,干休路与朱阑市场步行街交叉口东150米,成人,"113.538789,33.328227",2657
B0FFHDR2K7,森马,森马,河南省,开封市,尉氏县,北街与文化中路交叉口南50米,成人,"114.195452,34.413131",4337
B0FFHCX280,森马,森马,河南省,商丘市,虞城县,城关镇大同路4号楼,成人,"115.862131,34.392912",228
B0FFHCTEDO,森马,森马,河南省,洛阳市,洛龙区,开元大道与龙祥路交叉口西北150米附近,成人,"112.415831,34.608449",3070
B0FFH6F2BA,森马,森马,河南省,洛阳市,洛龙区,白圭街与经三路交叉口东北50米,成人,"112.477244,34.614018",3291
B0FFH07TLY,森马,森马,河南省,南阳市,淅川县,健康路与新建路交叉口北150米,成人,"111.490440,33.135854",2129
B0FFG536H4,森马,森马,河南省,三门峡市,陕州区,世纪大道1号商贸城一排,成人,"111.078975,34.694732",232
B0FFG1XX0R,森马,森马,河南省,洛阳市,涧西区,景华路26号大张盛德美2层(景华路店),成人,"112.395944,34.661655",3141
B0FFG0ZR4W,森马,森马,河南省,三门峡市,湖滨区,和平路与步行街交叉口东北150米,成人,"111.201074,34.779617",4336
B0FFJF9XJ0,森马,森马,河南省,郑州市,二七区,大学路30号永辉超市一楼,成人,"113.644470,34.745649",1101
B0FFL7DMLQ,森马,森马,河南省,郑州市,新郑市,龙湖锦艺城二楼,成人,"113.726265,34.613733",2404
B0FFL77RW1,森马,森马,河南省,新乡市,封丘县,北干道中段附近,成人,"114.422260,35.044969",3752
B0FFL5AYYQ,森马,森马,河南省,郑州市,中原区,莲花街辅路,成人,"113.532141,34.826392",2595
B0FFL3FBJZ,森马,森马,河南省,商丘市,柘城县,远申公路,成人,"115.230408,34.182849",4079
B0FFL2T8CL,森马,森马,河南省,商丘市,柘城县,和谐北街033县附近,成人,"115.444184,34.172463",2294
B0FFL1SHPJ,森马,森马,河南省,郑州市,金水区,盛和街,成人,"113.771623,34.775605",1145
B0FFKKPYIX,森马,森马,河南省,焦作市,武陟县,东大街85-附14号附近,成人,"113.400326,35.099277",4468
B0FFKGC7YT,森马,森马,河南省,商丘市,柘城县,文庙北街与文庙南街交叉口东100米,成人,"115.310554,34.073544",4075
B0FFK8DY5T,森马,森马,河南省,郑州市,中原区,十里铺路15-3附近,成人,"113.617587,34.769876",1960
B0FFK6M0IK,森马,森马,河南省,济源市,济源市,济水街道大张盛德美超市二楼,成人,"112.572416,35.087551",640
B0FFK6HMG2,森马,森马,河南省,濮阳市,范县,兴濮路巴蜀火锅旁,成人,"115.359649,35.719988",2249
B0FFJYA98Y,森马,森马,河南省,郑州市,管城回族区,经南一路74号附近,成人,"113.753020,34.718254",537
B0FFJTK3FO,森马,森马,河南省,安阳市,滑县,慈周大道东200米,成人,"114.645330,35.352858",1552
B0FFJHCTV4,森马,森马,河南省,新乡市,原阳县,城关镇光洋新博大百货一楼,成人,"113.960541,35.066006",142
B0FFJ95KGT,森马,森马,河南省,商丘市,宁陵县,城关镇法姬娜中段路北,成人,"115.315681,34.454372",3058
B0FFJ08SNY,森马,森马,河南省,郑州市,新郑市,双湖大道龙湖万佳商场一楼,成人,"113.716141,34.611801",1930
B0FFIR7SHS,森马,森马,河南省,新乡市,封丘县,城关镇温州商业街中段路东290号,成人,"114.421591,35.050896",4598
B0FFIQBFWQ,森马,森马,河南省,洛阳市,洛宁县,盛德美三楼,成人,"111.657883,34.384304",3106
B0FFIB7500,森马,森马,河南省,郑州市,管城回族区,012县道北50米,成人,"113.760774,34.668156",123
B0FFI5D9T5,森马,森马,河南省,郑州市,二七区,同兴街与曙光路交叉口东50米,成人,"113.527241,34.707316",193
B0FFI2V1LK,森马,森马,河南省,新乡市,获嘉县,230省道东150米,成人,"113.691891,35.121666",1234
B0FFHR2QNT,森马,森马,河南省,新乡市,原阳县,师寨镇原祝线洋洋手机卖场西北50米,成人,"113.832148,35.074321",3019
B0FFHQTGJM,森马,森马,河南省,商丘市,虞城县,203省道杜集镇政府西南100米,成人,"115.823233,34.181118",250
B0FFHG366B,森马,森马,河南省,郑州市,管城回族区,航海路中州大道富田太阳城主流前线时尚百货B1层,成人,"113.715945,34.723843",1594
B0FFFYFYT9,森马,森马,河南省,濮阳市,濮阳县,文留镇龙腾商务酒店,成人,"115.261456,35.635222",2153
B0FFFTKKA9,森马,森马,河南省,新乡市,延津县,商业街8号楼(北大街西),成人,"114.202115,35.145898",459
B0FFK8FJ9Q,森马,森马(万达广场店),河南省,郑州市,二七区,大学南路8号万达广场二七金街1层,成人,"113.642357,34.717122",4606
B0FFHVWD7B,森马,森马(学巷街店),河南省,许昌市,魏都区,建设路194号附近,成人,"113.827303,34.023181",2190
B0FFGKGUJV,森马,森马(步行街店),河南省,郑州市,二七区,西大街与延陵街交叉口,成人,"113.668024,34.751357",3215
B0FFG875FW,森马,森马(郑州管城市场街一店),河南省,郑州市,二七区,德化步行商业街与苑陵街交叉口东北50米,成人,"113.665472,34.750720",1737
B0FFG7A5GB,森马,森马(新乡宾馆东南),河南省,新乡市,卫滨区,东方文化商业步行街时尚广场(新天地时尚购物广场东南)2层,成人,"113.870663,35.303852",4532
B0FFG2TGB5,森马,森马(温州步行街店),河南省,驻马店市,驿城区,交通路与风光路交叉口南100米,成人,"114.035860,32.981077",2655
B0FFG02M89,森马,森马(振河商业城南),河南省,开封市,鼓楼区,马道步行街20号,成人,"114.355196,34.791733",2627
B0FFFY1FWT,森马,森马(中山街店),河南省,安阳市,文峰区,中山街和文峰路交叉口往北20米,成人,"114.353344,36.097831",642
B0FFF90115,森马,森马(盛和街),河南省,郑州市,金水区,祭城镇心怡路与畅和街交叉口西100米路北大旺城购物中心附近,成人,"113.769317,34.779747",3184
B018900AGN,森马,森马(胜利中路店),河南省,濮阳市,华龙区,胜利中路117号,成人,"115.036085,35.764675",1807
B017316RTU,森马,森马(郑州二七百年德化街三店),河南省,郑州市,二七区,德化街100号百年德化风情购物公园B1层A001,成人,"113.665458,34.750709",731
B0FFGG5OBQ,森马,森马(河南运营中心店),河南省,郑州市,二七区,京广路新圃西街150号,成人,"113.658999,34.723476",1093
B0FFFRMD0M,森马,森马(郑州冉屯二店),河南省,郑州市,中原区,洲海路西50米,成人,"113.604285,34.779563",1722
B01731A8AF,森马,森马(宏图街),河南省,郑州市,金水区,[],成人,"113.731920,34.752173",1033
B017319VRU,森马,森马(登封路),河南省,郑州市,上街区,登封路42号附近,成人,"113.296714,34.802980",3353
B0FFK6N8FY,森马,森马(ccmall大摩西元广场店),河南省,郑州市,中原区,西元国际一楼,成人,"113.601477,34.758114",4385
B0FFK1E0GV,森马,森马(文庙南街店),河南省,商丘市,柘城县,中原大街步行街,成人,"115.307098,34.075204",3002
B0FFIWAUA4,森马,森马(锦华购物广场北),河南省,洛阳市,栾川县,长春路,成人,"111.616946,33.783837",933
B0FFIAZATS,森马,森马(凤凰台西街),河南省,周口市,扶沟县,桐丘中路扶沟县儿童医院附近,成人,"114.391421,34.053235",328
B0FFI2P16X,森马,森马(向阳步行街),河南省,安阳市,林州市,太行路与龙山街交叉口东北150米,成人,"113.826809,36.060703",3551
B0FFHYJ8VT,森马,森马(西亚丽宝广场),河南省,信阳市,商城县,崇福大道194号西亚丽宝广场F3层,成人,"115.401768,31.804578",3596
B0FFHYHJUF,森马,森马(开源路),河南省,商丘市,永城市,百合街与百花路交叉口西100米,成人,"116.444705,33.926871",1871
B0FFHOMXBW,森马,semir(惠济万达广场),河南省,郑州市,惠济区,文化北路与开元路交汇处向西300米惠济万达广场F3层,成人,"113.635396,34.869045",4534
B0FFHIH12N,森马,森马(乐尚天地生活广场),河南省,郑州市,管城回族区,经南三路与经开第五大街交叉口乐尚天地生活广场F2层,成人,"113.755111,34.714068",3849
B0FFHGWV1I,森马,森马(华盛奥特莱斯店),河南省,郑州市,新郑市,环西路华盛奥特莱斯1层附近,成人,"113.727832,34.604486",769
B0FFHEW285,森马,森马(凤泉店),河南省,新乡市,凤泉区,区府路129号,成人,"113.914323,35.383925",3717
B0FFHCSJ5D,森马,森马(长江中路店),河南省,郑州市,二七区,长江路街道长江路兴华南街交叉口路西20米,成人,"113.632274,34.710220",3623
B0FFGTHYE7,森马,森马(建设路店),河南省,新乡市,原阳县,建设路与胜利路交叉口西50米路南,成人,"113.968432,35.052792",1533
B0FFGIP8PX,森马,森马(郑州中牟青年路三店),河南省,郑州市,中牟县,青年路(自由街卫生所南),成人,"114.024566,34.724056",3636
B0FFG7VVSM,森马,森马(炎黄小区西南),河南省,郑州市,新郑市,新建路街道文化路炎黄广场西侧,成人,"113.735958,34.394219",3077
B0FFG6R1FU,森马,森马(朝阳路店),河南省,安阳市,内黄县,朝阳路与南大街交叉处西行120米路南,成人,"114.903137,35.946442",1553
B0FFG4MYX8,森马,森马(郑州义马株洲路一店),河南省,三门峡市,义马市,珠江路与香山街交叉口西北50米,成人,"111.879073,34.743199",564
B0FFG4JERN,森马,森马(城关卫生院东北),河南省,周口市,西华县,长平路南50米,成人,"114.527723,33.789532",3123
B0FFG3XV6N,森马,森马(中环新生活广场东北),河南省,商丘市,梁园区,民主路与凯旋路交叉口东南角中环广场1层,成人,"115.650851,34.440641",3529
B0FFG3GT6C,森马,森马(郑港七路店),河南省,郑州市,中牟县,郑港七路与郑港四街交叉口东150米,成人,"113.860638,34.562886",1205
B0FFG2S72E,森马,森马(长平路店),河南省,周口市,西华县,长平路温州骨里香熟食店旁,成人,"114.527508,33.789427",3237
B0FFG1GRRZ,森马,森马(新东方服饰广场北),河南省,商丘市,睢阳区,327省道南200米,成人,"115.694050,34.151475",717
B0FFFWOCHR,森马,森马(罗山天元南路店),河南省,信阳市,罗山县,宝城东路与宝城西路交叉口南150米,成人,"114.532388,32.199016",4321
B0FFFW9A2R,森马,森马(富士康沃金商业广场店),河南省,郑州市,中牟县,郑港四街富士康沃金商业广场1层,成人,"113.858232,34.560659",1934
B0FFFW364R,森马,森马(郑牟东路),河南省,郑州市,中牟县,郑牟东路85号附近,成人,"113.848333,34.682451",3195
B0FFFT4RB3,森马,森马(辅岩路),河南省,安阳市,安阳县,辅岩路北街营住楼北,成人,"114.123523,36.131348",2411
B0FFFFZ3KE,森马,森马(嘉苑城市花园东南),河南省,商丘市,宁陵县,昆仑路109-111,成人,"115.309904,34.451327",3508
B0FFFEVARE,森马,森马(新世纪广场店),河南省,洛阳市,伊川县,人民中路新世纪广场,成人,"112.430718,34.419153",1847
B0FFFDQQUH,森马,森马(大张盛德美购物广场店),河南省,洛阳市,新安县,上海路91号大张盛德美购物广场(新安店)2层,成人,"112.145110,34.726210",277
B0FFF5TW6V,森马,森马(自由街卫生所南),河南省,郑州市,中牟县,青年路中牟宾馆1层,成人,"114.027681,34.723704",2539
B0FFF3J4M6,森马,森马(郑州三全路店),河南省,郑州市,二七区,德化街100号百年德化风情购物公园1F层B区181,成人,"113.665394,34.749921",2986
B018C0NU2T,森马,森马(郑州汝南步行街二店),河南省,驻马店市,汝南县,淮府街35号附近,成人,"114.362429,33.003341",2035
B01890MIVE,森马,森马(康乐超市店),河南省,濮阳市,台前县,金水路,成人,"115.853341,35.995196",2807
B01890MCW7,森马,森马(兴华路),河南省,濮阳市,南乐县,兴华路40-42,成人,"115.203931,36.076154",3808
B01870N1KJ,森马,森马(修武七贤修武一店),河南省,焦作市,修武县,古温大街与黄河路交叉口向南400米路东,成人,"113.443325,35.227712",2349
B017B0QEQP,森马,森马(伊川专卖店),河南省,洛阳市,伊川县,人民大街中段,成人,"112.428090,34.420222",1418
B017B0260J,森马,森马(商都路店),河南省,洛阳市,偃师市,商都东路79号,成人,"112.792704,34.722459",1226
B017B0260I,森马,森马(刘伶路店),河南省,洛阳市,汝阳县,刘伶路318号附近,成人,"112.476528,34.154390",1209
B01790RFGL,森马,森马(佳美时代广场店),河南省,南阳市,桐柏县,新华路和大同路十字向西路北侧,成人,"113.405603,32.367360",3837
B0179028N0,森马,森马(县衙路店),河南省,南阳市,内乡县,利民路与县衙路交叉口西150米,成人,"111.841681,33.045281",1422
B0179028MX,森马,森马(解放路),河南省,南阳市,新野县,解放路西50米,成人,"112.362475,32.524436",1201
B017802G4O,森马,森马(温泉大道店),河南省,信阳市,商城县,赤城路中段-99号,成人,"115.410774,31.796765",2164
B017501FBB,森马,森马(获嘉县社会医疗保险中心东),河南省,新乡市,获嘉县,民主路153号对面,成人,"113.659636,35.262518",1555
B017501FB9,森马,森马(冀源路店),河南省,新乡市,新乡县,小冀镇冀中路万德隆购物广场京华店1层,成人,"113.782208,35.189903",3447
B0175012IE,森马,森马(健康路),河南省,新乡市,卫辉市,卫辉大道与健康路交叉口东50米路北,成人,"114.067702,35.411047",661
B01731A8YU,森马,森马(郑港七路),河南省,郑州市,中牟县,郑港七路10号附近,成人,"113.866132,34.563266",942
B0173186BB,森马,森马(逸泉小区西北),河南省,郑州市,管城回族区,城南曹乡尚庄村,成人,"113.711870,34.705428",1346
B017316BBE,森马,森马(郑州佛岗镇一店),河南省,郑州市,二七区,连云路99-34号,成人,"113.671088,34.694617",629
B01730JG6C,森马,森马(登封西商埠街一店),河南省,郑州市,登封市,中岳大街与光明路交叉口西北100米,成人,"113.037449,34.458719",2913
B01720PH0H,森马,森马(和平社区卫生服务站东北),河南省,商丘市,睢阳区,中山大街与小隅首街交叉口东北150米,成人,"115.617398,34.384157",4039
B01720OTW5,森马,森马(郑州柘城玄武店),河南省,商丘市,柘城县,和平大街叶记麻辣烫东30米,成人,"115.306620,34.075226",3244
B01720132L,森马,森马(信陵路店),河南省,商丘市,宁陵县,信陵西路宁陵县黄家鞋城西50米,成人,"115.323506,34.446199",4251
B0FFK86BGK,森马,森马(新乡宾馆东南),河南省,新乡市,卫滨区,平原路89号温州商业街平原路西南出入口B1层,成人,"113.869066,35.303960",45
B0FFK820OR,森马,森马(浩创店),河南省,安阳市,滑县,解放路浩创商城西门,成人,"114.521049,35.576825",2395
B0FFK19049,森马,森马(安阳国旅尚柏奥莱商业广场店),河南省,安阳市,文峰区,中华路836号安阳国旅尚柏奥莱商业广场二楼,成人,"114.385923,36.011269",4581
B0FFJL60XQ,森马,森马(西班牙小镇店),河南省,开封市,兰考县,健康路西班牙小镇,成人,"114.813514,34.837655",2205
B0FFJGW5ED,森马,森马(西亚超市店),河南省,信阳市,息县,北大街西亚丽宝超市一楼,成人,"114.738822,32.353070",2013
B0FFJGJUPC,森马,森马(郏县东大街店),河南省,平顶山市,郏县,东城街道东大街,成人,"113.220910,33.971062",3992
B0FFIW6EMV,森马,森马(恒瑞步行商业街),河南省,周口市,沈丘县,东城办事处恒瑞步行街第二条街,成人,"115.076366,33.396214",2963
B0FFIRAZMH,森马,森马(洛阳宝龙广场a区店),河南省,洛阳市,洛龙区,开元路街道宝龙城市广场A区2楼,成人,"112.463698,34.617223",520
B0FFI6Y1PR,森马,森马(解放路),河南省,商丘市,睢县,城关镇水口路与解放路交叉口向西30米,成人,"115.072115,34.427662",3329
B0FFI1Z0SK,森马,森马(信阳息县谯楼街一店),河南省,信阳市,息县,谯楼街道华联生活广场西100米,成人,"114.737626,32.343021",4238
B0FFHWJHJH,森马,森马(大同街),河南省,周口市,淮阳区,大同街与幸福街交叉口西50米,成人,"114.887079,33.730031",1468
B0FFHW7CN4,森马,森马(自由路东段),河南省,开封市,鼓楼区,自由路大润发二楼,成人,"114.360913,34.788215",872
B0FFHVYTR7,森马,森马(孔祖大道南段),河南省,商丘市,夏邑县,人民东路与孔祖大道南段交叉口南100米,成人,"116.140442,34.233359",4169
B0FFHVYN7K,森马,森马(昌盛路),河南省,商丘市,夏邑县,县府西路与昌盛路交叉口北150米夏邑中西医综合医院附近,成人,"116.135832,34.237458",202
B0FFHVTAKE,森马,森马(洛阳中央百货大楼),河南省,洛阳市,西工区,中州中路287号洛阳中央百货大楼2F层,成人,"112.445326,34.672678",4436
B0FFHLFJ0A,森马,森马(千百汇总店),河南省,周口市,太康县,健康路与建设南路交叉口北100米,成人,"114.862025,34.061342",3402
B0FFHE1TSZ,森马,森马(焦作贸易大厦南),河南省,焦作市,解放区,团结东街与解放中路交叉口西南100米,成人,"113.228401,35.241577",3376
B0FFH9UQOS,森马,森马(平桥西亚丽宝广场),河南省,信阳市,平桥区,平中大街与平桥大道交叉口平桥西亚丽宝广场F4层,成人,"114.127422,32.095431",3924
B0FFGXAXT6,森马,森马(南阳市信访局东北),河南省,南阳市,卧龙区,中州中路162号,成人,"112.531094,32.993548",4355
B0FFGUPJ2H,森马,森马(民主路店),河南省,新乡市,获嘉县,民主路220号附近,成人,"113.655945,35.262645",2223
B0FFGSCR0X,森马,森马(龙山商业街店),河南省,新乡市,长垣市,内环路与西大街交叉口南150米,成人,"114.686971,35.198139",142
B0FFGNYLML,森马,森马(东大街店),河南省,漯河市,舞阳县,东大街南50米,成人,"113.601675,33.430631",29
B0FFGNN7C4,森马,森马(周口市农业局东),河南省,周口市,川汇区,七一路9号附近,成人,"114.652692,33.617546",2403
B0FFGNG2VP,森马,森马(新天地步行街),河南省,漯河市,源汇区,新天地金龙街,成人,"114.036376,33.570655",4484
B0FFG8D9ZE,森马,森马(北大街店),河南省,洛阳市,老城区,北大街137号(图书馆街28号院南),成人,"112.478859,34.684661",1816
B0FFG7IR58,森马,森马(建设路店),河南省,南阳市,唐河县,人民路,成人,"112.835864,32.688317",351
B0FFG7I53R,森马,森马(西苑路),河南省,洛阳市,涧西区,[],成人,"112.385927,34.660746",2625
B0FFG71546,森马,森马(新县医院集团总公司西北),河南省,信阳市,新县,红星路11号楼附近,成人,"114.870850,31.623387",3391
B0FFG70URN,森马,森马(顺城路店),河南省,平顶山市,鲁山县,向阳路附近,成人,"112.902071,33.743237",4386
B0FFG6R2R7,森马,森马(史河路店),河南省,信阳市,固始县,中山大街与红苏路交叉口国源超市3楼,成人,"115.674132,32.182121",3770
B0FFG6PRMT,森马,森马(千嬉龙生活购物广场西南),河南省,驻马店市,遂平县,建设路一中对面,成人,"113.996757,33.143820",2950
B0FFG6PPJ6,森马,森马(上蔡县康复医院西北),河南省,驻马店市,上蔡县,上蔡一中西南50米,成人,"114.272869,33.266217",642
B0FFG6PPHF,森马,森马(正阳县广播电视局西南),河南省,驻马店市,正阳县,真阳镇中心街金汇源购物中心,成人,"114.391408,32.604729",673
B0FFG65CWT,森马,森马(交通西路店),河南省,周口市,项城市,交通西路与工业中路交叉口东侧60米,成人,"114.899282,33.441602",3617
B0FFG656U4,森马,森马(商水县新城社区卫生服务中心南),河南省,周口市,商水县,健康路与小吃街交叉口南边,成人,"114.608238,33.544633",4005
B0FFG650VF,森马,森马(中州路店),河南省,周口市,川汇区,中州大道与七一路交叉口往南100米路西,成人,"114.645200,33.615770",4484
B0FFG64XKB,森马,森马(政通路店),河南省,安阳市,汤阴县,政通路与育贤街交叉口东70米,成人,"114.358570,35.921258",3672
B0FFG2V7Q9,森马,森马(平舆旗舰店),河南省,驻马店市,平舆县,挚地大道金三角超市200米,成人,"114.640292,32.955431",4337
B0FFG2MPAT,森马,森马(商贸路店),河南省,驻马店市,新蔡县,商贸路(微微新娘对面),成人,"114.970502,32.749128",4549
B0FFG0ZDBL,森马,森马(文化中路店),河南省,开封市,尉氏县,文化中路兰大服饰广场旁,成人,"114.199549,34.412790",1132
B0FFFZPV02,森马,森马(向阳街),河南省,安阳市,林州市,太行路与向阳街交叉口京新购物中心,成人,"113.827377,36.062265",4497
B0FFFYVEZ1,森马,森马(郸城县妇幼保健院南),河南省,周口市,郸城县,幸福路与新华路交叉口西南100米,成人,"115.193595,33.640687",3909
B0FFFVLHJ4,森马,森马(武陟兴华路二店),河南省,焦作市,武陟县,和平路胖发祥生活广场武陟店2层,成人,"113.402947,35.099516",4008
B0FFFT58C4,森马,森马(商业街店),河南省,鹤壁市,淇滨区,商业街西巷37,成人,"114.294052,35.745059",3229
B0FFFSXQ81,森马,森马(百合街),河南省,商丘市,永城市,芒砀路与开源路交叉口东北,成人,"116.443277,33.927067",3083
B0FFFSULSN,森马,森马(好家园南),河南省,鹤壁市,淇滨区,兴鹤大街356号,成人,"114.292106,35.734762",136
B0FFFOWJ8X,森马,森马(泉舜购物中心店),河南省,洛阳市,洛龙区,牡丹大道166号泉舜购物2层,成人,"112.454438,34.613089",4325
B0FFFFYGTU,森马,森马(人民路店),河南省,商丘市,民权县,文化街48,成人,"115.143019,34.646003",1930
B0FFF908U9,森马,森马(辉龙写字楼北),河南省,焦作市,解放区,解放中路贸易大厦B1层,成人,"113.229416,35.240630",1562
B0FFF5RKVR,森马,森马(台北街),河南省,焦作市,博爱县,台北街20号附近,成人,"113.071208,35.169416",3889
B056F0003M,森马,森马(宣化街店),河南省,济源市,济源市,宣化中街335号,成人,"112.586765,35.092384",321
B018E0NDFX,森马,森马(三门峡湖滨步行街二店),河南省,三门峡市,湖滨区,步行街与陕源路交叉口西北100米,成人,"111.201076,34.779623",1087
B018C0NZOC,森马,森马(泌阳县泌水镇卫生院北),河南省,驻马店市,泌阳县,世纪商城南100米(人民路西),成人,"113.328136,32.721945",1735
B018C003CD,森马,森马(风光路店),河南省,驻马店市,驿城区,解放大道与风光路交叉口北100米路西,成人,"114.035838,32.977179",2897
B018B0MH55,森马,森马(交通路店),河南省,漯河市,源汇区,中汇-名品街19号,成人,"114.038138,33.571548",1218
B018B00EPG,森马,森马(人民路),河南省,漯河市,临颍县,人民路终端金佰汇购物广场,成人,"113.928399,33.808259",250
B018A0O2TE,森马,森马(大庆路店),河南省,周口市,川汇区,大庆路育新街交叉口200米,成人,"114.665732,33.615459",3932
B018A0NW4U,森马,森马(恒瑞步行商业街店),河南省,周口市,沈丘县,槐店回族镇长安西路万家乐生活广场,成人,"115.075979,33.395264",1602
B018A0NV6C,森马,森马(千百汇总店),河南省,周口市,太康县,谢安东路大光明眼镜西50米,成人,"114.858787,34.063143",412
B018A0NV1V,森马,森马(凤凰台西街店),河南省,周口市,扶沟县,凤凰台西街妇幼保健院西50米(近凤凰台西街),成人,"114.394144,34.054915",990
B018A0NUV5,森马,森马(项城市财政局东),河南省,周口市,项城市,交通西路75附近,成人,"114.896091,33.441289",4284
B018A0NU9N,森马,森马(淮师家属院西南),河南省,周口市,淮阳区,大同街老一中路口,成人,"114.882576,33.730787",114
B018A00BBE,森马,森马(七一路店),河南省,周口市,川汇区,七一路与荷花路交叉口东南50米,成人,"114.644761,33.618169",1858
B01890MGOD,森马,森马(黄河路店),河南省,濮阳市,范县,黄河西路53号附近,成人,"115.506405,35.856672",2930
B018800BXT,森马,森马(红旗路),河南省,鹤壁市,淇县,淇园路与红旗路交叉口东南50米,成人,"114.199970,35.607504",4179
B018700TZ7,森马,森马(澳门街店),河南省,焦作市,博爱县,步行街与澳门街交叉口西100米,成人,"113.069892,35.169258",1879
B017B0PH7F,森马,森马(银座商城),河南省,洛阳市,涧西区,景华路46号银座商城洛阳店B1层,成人,"112.386847,34.664393",2857
B017B02F65,森马,森马(唐宫西路店),河南省,洛阳市,西工区,唐宫西路与永红巷交叉口西南100米,成人,"112.436488,34.672494",1043
B017B01GTE,森马,森马(兴华街店),河南省,洛阳市,老城区,鞋柜(兴华街8号楼东)附近,成人,"112.479114,34.682683",3827
B017A01628,森马,森马(文卫路),河南省,开封市,通许县,文卫路104附近,成人,"114.468198,34.473700",3662
B01790QA8X,森马,森马(南阳市信访局东北),河南省,南阳市,卧龙区,梅溪路中端,成人,"112.531267,32.991276",4131
B01790QA7M,森马,森马(新华路步行街店),河南省,南阳市,镇平县,新华路9号,成人,"112.237139,33.033089",4220
B0179028MW,森马,森马(白羽南路),河南省,南阳市,西峡县,七一路与白羽南路交叉口西北150米,成人,"111.485493,33.298924",861
B0179028MV,森马,森马(裕州北路店),河南省,南阳市,方城县,文化路216号,成人,"113.010221,33.256767",3368
B0179028MU,森马,森马(三贤路店),河南省,南阳市,邓州市,三贤路47号,成人,"112.085612,32.685572",2685
B01780QWY9,森马,森马(海营路店),河南省,信阳市,光山县,弦山中路与海营路交叉口东200米,成人,"114.902349,32.012146",832
B01780QWJZ,森马,森马(兴贤坊步行街店),河南省,信阳市,潢川县,兴贤坊步行街与跃进路交叉口南50米,成人,"115.047292,32.131300",3895
B01780QJET,森马,森马(信阳胜利北路二店),河南省,信阳市,浉河区,胜利路168号西亚生活广场1-2层,成人,"114.076259,32.123427",1260
B017801NAI,森马,森马(淮滨友好妇科医院东南),河南省,信阳市,淮滨县,南大街123号,成人,"115.411484,32.438141",2876
B017700WOH,森马,森马(和平路步行街店),河南省,平顶山市,新华区,中兴路与和平路步行街交叉口东150米,成人,"113.308036,33.740713",2468
B0174024QV,森马,森马(滑县中心医院西北),河南省,安阳市,滑县,卫河路105号北90米,成人,"114.522397,35.579094",1409
