first_category_code,first_category_name,second_category_code,second_category_name,productName,littlecode,sales,mainPic,season,originPrice,preSaleName,littlename,minPrice,sex,styleText,material,categoryCode,productCode,label,size
NVZHUANG,女装分类,875106724,女装-半裙,女装 高腰棉质大摆裙 412872,412872,1036,/hmall/test/u0000000000673/main/first/561/1.jpg,2018年秋季,199.0,,高腰棉质大摆裙,99.0,女装,"['32 深米色', '35 浅褐色']",棉,"['1292471261', '1334494656', '875106724', 'ALL']",u0000000000673,concessional_rate,"['SMA003', 'SMA004', 'SMA005']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 弹力裙 409372,409372,224,/hmall/test/u0000000000389/main/first/561/1.jpg,2018年秋季,199.0,,弹力裙,199.0,女装,"['09 黑色', '69 藏青色']",聚酯纤维,"['1421213597', '875106724', 'ALL']",u0000000000389,,"['CMD058', 'CMD061', 'CMD064']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 针织紧身裙 408742,408742,932,/hmall/test/u0000000000090/main/first/561/1.jpg,2018年秋季,149.0,,针织紧身裙,59.0,女装,['19 酒红色'],粘纤,"['875106724', 'ALL']",u0000000000090,concessional_rate,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 弹力裙 416415,416415,5,/hmall/test/u0000000004434/main/first/561/1.jpg,2019年春季,199.0,,弹力裙,199.0,女装,"['05 天灰色', '08 深灰色', '09 黑色', '68 深蓝色', '69 藏青色']",聚酯纤维,"['1421456914', '1419837875', 'ALL', '875106724']",u0000000004434,new_product,"['CMD058', 'CMD061', 'CMD064', 'CMD070', 'CMD067']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 前排扣大摆裙 417764,417764,6,/hmall/test/u0000000004271/main/first/561/1.jpg,2019年夏季,199.0,,前排扣大摆裙,199.0,女装,"['04 烟灰色', '63 天蓝色']",棉,"['1421456914', '1419837875', 'ALL', '875106724']",u0000000004271,new_product,"['SMA002', 'SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 窄身裙 417641,417641,6,/hmall/test/u0000000004392/main/first/561/1.jpg,2019年春季,199.0,,窄身裙,199.0,女装,['69 藏青色'],聚酯纤维,"['1421456914', '1419837875', 'ALL', '875106724']",u0000000004392,new_product,"['SMA003', 'SMA004']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 窄身裙 417640,417640,3,/hmall/test/u0000000004404/main/first/561/1.jpg,2019年春季,199.0,,窄身裙,199.0,女装,['32 深米色'],聚酯纤维,"['1421456914', '1419837875', 'ALL', '875106724']",u0000000004404,new_product,"['SMA003', 'SMA004', 'SMA005']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 窄身裙 417639,417639,5,/hmall/test/u0000000004379/main/first/561/1.jpg,2019年春季,199.0,,窄身裙,199.0,女装,['04 烟灰色'],聚酯纤维,"['1421456914', '1419837875', 'ALL', '875106724']",u0000000004379,new_product,"['SMA003', 'SMA004', 'SMA005']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 窄身裙 417638,417638,1,/hmall/test/u0000000004383/main/first/561/1.jpg,2019年春季,199.0,,窄身裙,199.0,女装,['03 灰色'],聚酯纤维,"['1421456914', '1419837875', 'ALL', '875106724']",u0000000004383,new_product,"['SMA003', 'SMA004', 'SMA005']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 前排扣大摆裙 416218,416218,6,/hmall/test/u0000000004386/main/first/561/1.jpg,2019年夏季,199.0,,前排扣大摆裙,199.0,女装,"['00 白色', '69 藏青色', '70 浅紫色']",棉,"['1421456914', '1419837875', 'ALL', '875106724']",u0000000004386,new_product,"['SMA002', 'SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 前排扣大摆裙 417763,417763,10,/hmall/test/u0000000005164/main/first/561/1.jpg,2019年夏季,199.0,,前排扣大摆裙,199.0,女装,"['30 浅米色', '69 藏青色']",棉,"['1421456914', 'ALL', '875106724', '1419837875']",u0000000005164,new_product,"['SMA002', 'SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 针织裙(水洗产品) 417853,417853,199,/hmall/test/u0000000003932/main/first/561/1.jpg,2019年春季,149.0,,针织裙(水洗产品),149.0,女装,"['01 乳白色', '09 黑色', '67 海蓝色']",棉,"['ALL', '875106724']",u0000000003932,,"['SMA002', 'SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 前排扣牛仔裙(水洗产品) 415490,415490,336,/hmall/test/u0000000003824/main/first/561/1.jpg,2019年春季,199.0,,前排扣牛仔裙(水洗产品),199.0,女装,"['09 黑色', '67 海蓝色', '68 深蓝色', '00 白色']",棉,"['ALL', '875106724']",u0000000003824,,"['CMD058', 'CMD061', 'CMD064', 'CMD067', 'CMD070']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 高腰棉质大摆裙 415132,415132,690,/hmall/test/u0000000002762/main/first/561/1.jpg,2018年秋季,199.0,,高腰棉质大摆裙,59.0,女装,['09 黑色'],棉,"['875106724', 'ALL']",u0000000002762,concessional_rate,['SMA003']
NVZHUANG,女装分类,875106724,女装-半裙,女装 高腰羊毛混纺迷你裙 413834,413834,398,/hmall/test/u0000000002010/main/first/561/1.jpg,2018年冬季,249.0,,高腰羊毛混纺迷你裙,149.0,女装,['15 珊瑚红色'],聚酯纤维,"['3000062', '3000205', '1334494656', '875106724', 'ALL', '1421174376']",u0000000002010,active_tags,"['CMD064', 'CMD067']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 防风保暖裹裙 409073,409073,255,/hmall/test/u0000000002005/main/first/561/1.jpg,2018年秋季,249.0,,防风保暖裹裙,179.0,女装,"['05 天灰色', '31 米色', '56 橄榄色']",聚酯纤维,"['1421213597', '3000062', '3000205', '875106724', 'ALL', '1292471261']",u0000000002005,active_tags,"['SMA003', 'SMA004', 'SMA005']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 仿羊羔绒运动裙 408695,408695,993,/hmall/test/u0000000001717/main/first/561/1.jpg,2018年冬季,149.0,,仿羊羔绒运动裙,99.0,女装,"['06 铅灰色', '09 黑色', '69 藏青色']",聚酯纤维,"['1267791863', '875106724', 'ALL']",u0000000001717,concessional_rate,"['SMA004', 'SMA005', 'SMA006', 'SMA003']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 高腰羊毛混纺喇叭裙 409072,409072,4996,/hmall/test/u0000000001421/main/first/561/1.jpg,2018年秋季,299.0,,高腰羊毛混纺喇叭裙,149.0,女装,['19 酒红色'],聚酯纤维,"['1421213597', '3000062', '3000205', 'ALL', '1334494656', '875106724', '1292471261']",u0000000001421,active_tags,"['SMA003', 'SMA004', 'SMA005']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 高腰羊毛混纺迷你裙 409504,409504,980,/hmall/test/u0000000001404/main/first/561/1.jpg,2018年冬季,249.0,,高腰羊毛混纺迷你裙,149.0,女装,"['08 深灰色', '09 黑色']",聚酯纤维,"['1421213597', '3000062', '3000205', 'ALL', '1334494656', '875106724']",u0000000001404,active_tags,"['CMD058', 'CMD061', 'CMD064', 'CMD067', 'CMD070']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 高腰羊毛混纺迷你裙 412739,412739,1719,/hmall/test/u0000000001381/main/first/561/1.jpg,2018年冬季,249.0,,高腰羊毛混纺迷你裙,149.0,女装,['03 灰色'],聚酯纤维,"['3000062', '3000205', '1334494656', '875106724', 'ALL']",u0000000001381,active_tags,['CMD064']
NVZHUANG,女装分类,875106724,女装-半裙,女装 高腰羊毛混纺迷你裙 412671,412671,1727,/hmall/test/u0000000001369/main/first/561/1.jpg,2018年冬季,249.0,,高腰羊毛混纺迷你裙,149.0,女装,['19 酒红色'],聚酯纤维,"['3000062', '3000205', '1334494656', '875106724', 'ALL', '1421174376']",u0000000001369,active_tags,"['CMD061', 'CMD064']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 高腰灯芯绒前排扣裙 412673,412673,1438,/hmall/test/u0000000000999/main/first/561/1.jpg,2018年秋季,199.0,,高腰灯芯绒前排扣裙,99.0,女装,"['18 暗红色', '35 浅褐色', '58 深绿色']",棉,"['3000062', '3000205', '1334494656', '1399858184', '875106724', 'ALL', '1292471261']",u0000000000999,active_tags,"['SMA004', 'SMA005', 'SMA003']"
NVZHUANG,女装分类,875106724,女装-半裙,女装 高腰羊毛混纺紧身裙 409971,409971,252,/hmall/test/u0000000000829/main/first/561/1.jpg,2018年冬季,249.0,,高腰羊毛混纺紧身裙,199.0,女装,['69 藏青色'],聚酯纤维,"['1334494656', '875106724', 'ALL']",u0000000000829,concessional_rate,"['SMA003', 'SMA004']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰棉质大摆裙 412872,412872,1036,/hmall/test/u0000000000673/main/first/561/1.jpg,2018年秋季,199.0,,高腰棉质大摆裙,99.0,女装,"['32 深米色', '35 浅褐色']",棉,"['1292471261', '1334494656', '875106724', 'ALL']",u0000000000673,concessional_rate,"['SMA003', 'SMA004', 'SMA005']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰男友款牛仔裤(水洗产品) 409057,409057,72,/hmall/test/u0000000004503/main/first/561/1.jpg,2018年秋季,299.0,,高腰男友款牛仔裤(水洗产品),199.0,女装,['62 粉蓝色'],棉,"['3000058', '3000063', 'ALL', '97377387', '1334494656']",u0000000004503,active_tags,"['INS027', 'INS028']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰烟管牛仔裤(水洗产品) 417919,417919,80,/hmall/test/u0000000005038/main/first/561/1.jpg,2019年春季,299.0,,高腰烟管牛仔裤(水洗产品),224.0,女装,['09 黑色'],棉,"['1422529752', '4181213020', '1421456914', '3000058', '3000213', 'ALL', '1334494656', '97377387', '1419837875']",u0000000005038,active_tags,"['INS026', 'INS027', 'INS028', 'INS022', 'INS023', 'INS024', 'INS025']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰男友款牛仔裤(水洗产品) 417576,417576,44,/hmall/test/u0000000005050/main/first/561/1.jpg,2019年春季,299.0,,高腰男友款牛仔裤(水洗产品),249.0,女装,"['62 粉蓝色', '63 天蓝色', '68 深蓝色']",棉,"['1421456914', '3000058', '3000213', 'ALL', '1334494656', '97377387', '1419837875']",u0000000005050,active_tags,"['INS022', 'INS023', 'INS024', 'INS025', 'INS026', 'INS027', 'INS028', 'INS029', 'INS021']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰烟管牛仔裤(水洗产品) 417565,417565,16,/hmall/test/u0000000003937/main/first/561/1.jpg,2019年春季,299.0,,高腰烟管牛仔裤(水洗产品),224.0,女装,"['65 宝蓝色', '67 海蓝色', '69 藏青色']",棉,"['1422529752', '4181213020', '3000213', '3000058', 'ALL', '1334494656', '97377387']",u0000000003937,active_tags,"['INS022', 'INS023', 'INS024', 'INS025', 'INS026', 'INS027', 'INS028']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰牛仔宽腿直筒裤(水洗产品) 417929,417929,32,/hmall/test/u0000000004374/main/first/561/1.jpg,2019年春季,249.0,,高腰牛仔宽腿直筒裤(水洗产品),249.0,女装,['68 深蓝色'],棉,"['1421456914', '1419837875', 'ALL', '1334494656', '1292576630', '97377387']",u0000000004374,new_product,"['CMD058', 'CMD061', 'CMD064', 'CMD067', 'CMD070', 'CMD073', 'CMD076']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,【特别尺码】女装 针织高腰直筒裤 413721,413721,4,/hmall/test/u0000000004790/main/first/561/1.jpg,2019年春季,199.0,,针织高腰直筒裤,199.0,【特别尺码】女装,"['03 灰色', '04 烟灰色', '08 深灰色', '09 黑色', '49 芥末色', '69 藏青色']",粘纤,"['1421456914', 'ALL', '1292499991', '1334494656', '1292576630', '1419837875']",u0000000004790,new_product,['SMA007']
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 针织高腰直筒裤 413721,413721,11,/hmall/test/u0000000004768/main/first/561/1.jpg,2019年春季,199.0,,针织高腰直筒裤,199.0,女装,"['03 灰色', '04 烟灰色', '08 深灰色', '09 黑色', '49 芥末色', '69 藏青色']",粘纤,"['1421456914', 'ALL', '1334494656', '1292576630', '1419837875']",u0000000004768,new_product,"['SMA002', 'SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰棉质宽腿直筒裤 413123,413123,1,/hmall/test/u0000000004355/main/first/561/1.jpg,2019年春季,249.0,,高腰棉质宽腿直筒裤,249.0,女装,"['32 深米色', '42 浅黄色', '57 深橄榄色']",棉,"['1419837875', 'ALL', '1334494656', '1292576630']",u0000000004355,new_product,"['CMD058', 'CMD061', 'CMD064', 'CMD067', 'CMD070', 'CMD073']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰烟管牛仔裤(水洗产品) 404607,404607,404,/hmall/test/u0000000003721/main/first/561/1.jpg,2018年春季,299.0,,高腰烟管牛仔裤(水洗产品),199.0,女装,"['09 黑色', '64 湖蓝色']",棉,"['ALL', '4181213020', '1292471261', '1334494656', '97377387', '1422529752']",u0000000003721,concessional_rate,['INS028']
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰男友款牛仔裤(水洗产品) (毛边设计) 409940,409940,1377,/hmall/test/u0000000003016/main/first/561/1.jpg,2018年秋季,299.0,,高腰男友款牛仔裤(水洗产品) (毛边设计),199.0,女装,['66 蓝色'],棉,"['1421213597', '1421174376', '3000058', '3000063', 'ALL', '1334494656', '97377387']",u0000000003016,active_tags,"['INS022', 'INS023', 'INS024', 'INS025', 'INS026', 'INS027', 'INS028']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰男友款牛仔裤(水洗产品) 409940,409940,2615,/hmall/test/u0000000003013/main/first/561/1.jpg,2018年秋季,299.0,,高腰男友款牛仔裤(水洗产品),199.0,女装,"['64 湖蓝色', '67 海蓝色']",棉,"['1421213597', '1421174376', '3000058', '3000063', '1334494656', '97377387', 'ALL']",u0000000003013,active_tags,"['INS027', 'INS028', 'INS022', 'INS023', 'INS024', 'INS025', 'INS026']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰烟管牛仔裤(水洗产品) 408784,408784,640,/hmall/test/u0000000002942/main/first/561/1.jpg,2018年春季,299.0,,高腰烟管牛仔裤(水洗产品),199.0,女装,['64 湖蓝色'],棉,"['1422529752', '4181213020', '1421213597', '3000058', '1334494656', '97377387', 'ALL']",u0000000002942,active_tags,"['INS022', 'INS023', 'INS024', 'INS025', 'INS026', 'INS027', 'INS028']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰打褶宽腿裤 416668,416668,810,/hmall/test/u0000000002022/main/first/561/1.jpg,2018年秋季,249.0,,高腰打褶宽腿裤,249.0,女装,"['08 深灰色', '37 栗色']",聚酯纤维,"['1292576630', '1334494656', '1405639997', 'ALL']",u0000000002022,,"['SMA003', 'SMA004', 'SMA006']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰羊毛混纺迷你裙 413834,413834,398,/hmall/test/u0000000002010/main/first/561/1.jpg,2018年冬季,249.0,,高腰羊毛混纺迷你裙,149.0,女装,['15 珊瑚红色'],聚酯纤维,"['3000062', '3000205', '1334494656', '875106724', 'ALL', '1421174376']",u0000000002010,active_tags,"['CMD064', 'CMD067']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰打褶宽腿裤 415821,415821,1265,/hmall/test/u0000000001959/main/first/561/1.jpg,2018年秋季,249.0,,高腰打褶宽腿裤,199.0,女装,"['08 深灰色', '09 黑色']",聚酯纤维,"['1334494656', '1405639997', 'ALL', '1421213597', '3000063', '1292576630']",u0000000001959,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰羊毛混纺喇叭裙 409072,409072,4996,/hmall/test/u0000000001421/main/first/561/1.jpg,2018年秋季,299.0,,高腰羊毛混纺喇叭裙,149.0,女装,['19 酒红色'],聚酯纤维,"['1421213597', '3000062', '3000205', 'ALL', '1334494656', '875106724', '1292471261']",u0000000001421,active_tags,"['SMA003', 'SMA004', 'SMA005']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰羊毛混纺迷你裙 409504,409504,980,/hmall/test/u0000000001404/main/first/561/1.jpg,2018年冬季,249.0,,高腰羊毛混纺迷你裙,149.0,女装,"['08 深灰色', '09 黑色']",聚酯纤维,"['1421213597', '3000062', '3000205', 'ALL', '1334494656', '875106724']",u0000000001404,active_tags,"['CMD058', 'CMD061', 'CMD064', 'CMD067', 'CMD070']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰羊毛混纺迷你裙 412739,412739,1719,/hmall/test/u0000000001381/main/first/561/1.jpg,2018年冬季,249.0,,高腰羊毛混纺迷你裙,149.0,女装,['03 灰色'],聚酯纤维,"['3000062', '3000205', '1334494656', '875106724', 'ALL']",u0000000001381,active_tags,['CMD064']
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰羊毛混纺迷你裙 412671,412671,1727,/hmall/test/u0000000001369/main/first/561/1.jpg,2018年冬季,249.0,,高腰羊毛混纺迷你裙,149.0,女装,['19 酒红色'],聚酯纤维,"['3000062', '3000205', '1334494656', '875106724', 'ALL', '1421174376']",u0000000001369,active_tags,"['CMD061', 'CMD064']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰灯芯绒前排扣裙 412673,412673,1438,/hmall/test/u0000000000999/main/first/561/1.jpg,2018年秋季,199.0,,高腰灯芯绒前排扣裙,99.0,女装,"['18 暗红色', '35 浅褐色', '58 深绿色']",棉,"['3000062', '3000205', '1334494656', '1399858184', '875106724', 'ALL', '1292471261']",u0000000000999,active_tags,"['SMA004', 'SMA005', 'SMA003']"
NVZHUANG,女装分类,1334494656,女装-高腰下装,女装 高腰羊毛混纺紧身裙 409971,409971,252,/hmall/test/u0000000000829/main/first/561/1.jpg,2018年冬季,249.0,,高腰羊毛混纺紧身裙,199.0,女装,['69 藏青色'],聚酯纤维,"['1334494656', '875106724', 'ALL']",u0000000000829,concessional_rate,"['SMA003', 'SMA004']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY九分裤 412605,412605,478,/hmall/test/u0000000002465/main/first/561/1.jpg,2018年秋季,249.0,,EZY九分裤,59.0,女装,['06 铅灰色'],聚酯纤维,"['ALL', '1266373692']",u0000000002465,concessional_rate,"['SMA003', 'SMA004', 'SMA006']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY粗花呢九分裤 412665,412665,1330,/hmall/test/u0000000001741/main/first/561/1.jpg,2018年秋季,299.0,,EZY粗花呢九分裤,199.0,女装,"['07 青灰色', '69 藏青色']",聚酯纤维,"['1385650258', 'ALL', '1422529752', '4181213018', '4181213019', '1421213596', '1422365039', '1421213597', '3000060', '1266373692']",u0000000001741,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY九分裤(法兰绒) 412617,412617,1199,/hmall/test/u0000000001530/main/first/561/1.jpg,2018年冬季,249.0,,EZY九分裤(法兰绒),149.0,女装,['07 青灰色'],聚酯纤维,"['1421213596', '1421213597', '3000060', '1266373692', '1385604102', '1385650258', 'ALL']",u0000000001530,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY九分裤(法兰绒) 412616,412616,1567,/hmall/test/u0000000001499/main/first/561/1.jpg,2018年冬季,249.0,,EZY九分裤(法兰绒),149.0,女装,['37 栗色'],聚酯纤维,"['1421213596', '3000060', '1266373692', '1385604102', '1385650258', 'ALL']",u0000000001499,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY九分裤(法兰绒) 412618,412618,934,/hmall/test/u0000000001462/main/first/561/1.jpg,2018年冬季,249.0,,EZY九分裤(法兰绒),149.0,女装,['08 深灰色'],聚酯纤维,"['3000060', '1266373692', '1385604102', '1385650258', 'ALL']",u0000000001462,active_tags,"['SMA005', 'SMA006']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY九分裤(法兰绒) 412715,412715,720,/hmall/test/u0000000001216/main/first/561/1.jpg,2018年冬季,249.0,,EZY九分裤(法兰绒),149.0,女装,['69 藏青色'],聚酯纤维,"['1421213596', '3000060', '1266373692', '1385604102', '1385650258', 'ALL']",u0000000001216,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY打褶九分裤 (格纹) 412612,412612,491,/hmall/test/u0000000001010/main/first/561/1.jpg,2018年秋季,249.0,,EZY打褶九分裤 (格纹),99.0,女装,['08 深灰色'],聚酯纤维,"['3000060', '1266373692', '1292471261', 'ALL']",u0000000001010,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY九分裤 412604,412604,725,/hmall/test/u0000000000657/main/first/561/1.jpg,2018年秋季,249.0,,EZY九分裤,134.0,女装,"['03 灰色', '69 藏青色']",聚酯纤维,"['1421213597', '3000060', '1266373692', '1385650258', 'ALL']",u0000000000657,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY九分裤 412606,412606,1054,/hmall/test/u0000000000600/main/first/561/1.jpg,2018年秋季,249.0,,EZY九分裤,59.0,女装,['06 铅灰色'],聚酯纤维,"['1385650258', '1266373692', '1292471261', 'ALL']",u0000000000600,concessional_rate,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY九分裤 412607,412607,663,/hmall/test/u0000000000485/main/first/561/1.jpg,2018年秋季,249.0,,EZY九分裤,134.0,女装,['06 铅灰色'],聚酯纤维,"['1421213597', '3000060', '1266373692', '1385650258', 'ALL']",u0000000000485,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY九分裤 412608,412608,681,/hmall/test/u0000000000327/main/first/561/1.jpg,2018年秋季,249.0,,EZY九分裤,134.0,女装,['69 藏青色'],聚酯纤维,"['1421213597', '3000060', '1266373692', '1385650258', 'ALL']",u0000000000327,active_tags,"['SMA003', 'SMA004', 'SMA005']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 棉质窄口九分裤 409138,409138,1074,/hmall/test/u0000000000163/main/first/561/1.jpg,2018年秋季,249.0,,棉质窄口九分裤,59.0,女装,['54 绿色'],棉,"['1266373692', 'ALL']",u0000000000163,concessional_rate,"['CMD070', 'CMD073']"
TOP30,TOP30,1386079881,MEN,男装 高级轻型羽绒无缝连帽外套 409325,409325,1656,/hmall/test/u0000000004658/main/first/561/1.jpg,2018年冬季,599.0,,高级轻型羽绒无缝连帽外套,379.0,男装,"['03 灰色', '09 黑色', '65 宝蓝色', '69 藏青色']",锦纶,"['1386079881', '1421098446', '1421174377', '1421213597', '1422365038', '3000092', '4181207026', 'ALL']",u0000000004658,active_tags,"['SMA002', 'SMA003', 'SMA004', 'SMA005', 'SMA006']"
TOP30,TOP30,1386079881,MEN,男装 高级轻型羽绒便携式V领背心 409321,409321,1661,/hmall/test/u0000000004646/main/first/561/1.jpg,2018年冬季,299.0,,高级轻型羽绒便携式V领背心,199.0,男装,"['05 天灰色', '09 黑色', '67 海蓝色', '69 藏青色']",锦纶,"['1421098446', '1421174377', '1421213597', '1422365038', '3000092', '4181207026', 'ALL', '1386079881']",u0000000004646,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
TOP30,TOP30,1386079881,MEN,男装 高级轻型羽绒无缝连帽外套 400506,400506,883,/hmall/test/u0000000002340/main/first/561/1.jpg,2017年冬季,599.0,,高级轻型羽绒无缝连帽外套,249.0,男装,['56 橄榄色'],锦纶,"['1134800755', '1386079881', '1400135771', '1421174377', '1421213597', '251838184', '3000092', 'ALL', 'BENZHOUTEBIETUIJIAN']",u0000000002340,active_tags,"['SMA003', 'SMA005', 'SMA006']"
TOP30,TOP30,1386079881,MEN,男装 无缝羽绒长大衣 409333,409333,3761,/hmall/test/u0000000002223/main/first/561/1.jpg,2018年冬季,1299.0,,无缝羽绒长大衣,899.0,男装,"['07 青灰色', '09 黑色', '39 棕黑色', '69 藏青色']",聚酯纤维,"['3000093', '4181207026', 'ALL', '251838184', '1134800755', '1386079881', '1421098446', '1421174377', '1421213597', '1421408421', '1422365038']",u0000000002223,active_tags,"['SMA002', 'SMA003', 'SMA004', 'SMA005', 'SMA006']"
TOP30,TOP30,1386079881,MEN,男装 牛津纺修身衬衫(长袖) 404394,404394,218,/hmall/test/u0000000001364/main/first/561/1.jpg,2018年 ,199.0,,牛津纺修身衬衫(长袖),109.0,男装,"['01 乳白色', '06 铅灰色', '12 桃红色', '64 湖蓝色', '68 深蓝色']",棉,"['108492555', '1386079881', '1421213597', '1422529751', '3000105', '4181213026', 'ALL']",u0000000001364,active_tags,"['SMA004', 'SMA005', 'SMA006', 'SMA003']"
TOP30,TOP30,1386079881,MEN,男装 摇粒绒拉链茄克(长袖) 408993,408993,1305,/hmall/test/u0000000004924/main/first/561/1.jpg,2018年冬季,199.0,,摇粒绒拉链茄克(长袖),129.0,男装,"['02 浅灰色', '06 铅灰色', '07 青灰色', '09 黑色', '15 珊瑚红色', '16 红色', '28 深橙色', '43 黄色', '66 蓝色', '67 海蓝色', '68 深蓝色', '69 藏青色']",聚酯纤维,"['1386079881', '1421174377', '1421213596', '1422365038', '1422529751', '3000094', '4181213025', '4181213030', 'ALL']",u0000000004924,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006', 'SMA002']"
TOP30,TOP30,1386079881,MEN,男装 修身无褶长裤 411209,411209,1038,/hmall/test/u0000000000422/main/first/561/1.jpg,2018年秋季,249.0,,修身无褶长裤,149.0,男装,['08 深灰色'],棉,"['1386079881', '1421098446', '1421213597', '3000109', '4181207027', '768561185', 'ALL']",u0000000000422,active_tags,"['CMD073', 'CMD076', 'CMD079', 'CMD082', 'CMD085', 'CMD088', 'CMD091']"
TOP30,TOP30,1386079881,MEN,男装 经典直筒牛仔裤(水洗产品) 408488,408488,3055,/hmall/test/u0000000000247/main/first/561/1.jpg,2018年秋季,299.0,,经典直筒牛仔裤(水洗产品),169.0,男装,"['65 宝蓝色', '67 海蓝色', '68 深蓝色']",棉,"['768561185', '97377023', 'ALL', '1386079881', '1421174377', '1421213597', '1422529751', '3000107', '4181213033']",u0000000000247,active_tags,"['INS028', 'INS029', 'INS030', 'INS031', 'INS032', 'INS033', 'INS034', 'INS035', 'INS036', 'INS038']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY打褶九分裤 409139,409139,180,/hmall/test/u0000000004512/main/first/561/1.jpg,2018年秋季,249.0,,EZY打褶九分裤,99.0,女装,['69 藏青色'],聚酯纤维,"['1421213597', '3000060', '3000063', 'ALL', '1385650258', '1266373692', '1292471261']",u0000000004512,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
NVZHUANG,女装分类,1266373692,女装-九分裤,女装 EZY九分裤 413121,413121,44,/hmall/test/u0000000003963/main/first/561/1.jpg,2019年春季,249.0,,EZY九分裤,199.0,女装,"['00 白色', '06 铅灰色', '09 黑色', '31 米色', '69 藏青色']",聚酯纤维,"['3000213', '3000060', 'ALL', '1266373692', '1385650258']",u0000000003963,active_tags,"['SMA003', 'SMA004', 'SMA005', 'SMA006']"
