frontDesc,category_id,category_name,superCategoryId,colorNum,counterPrice,item_id,primaryPicUrl,name,simpleDesc,retailPrice,sellVolume,material,style,comment
绅士的第二肌肤,1093013,男式内衣,1010000,4,169,1165015,https://yanxuan.nosdn.127.net/118c74190b7033170cc98a31cc3ce8bd.png,男式咖啡碳+5℃保暖套装（上衣+裤子）,从咖啡到纱线，温暖入肤,169,281386,,,很舒服8974	质量上乘7007	保暖性好3377	性价比高2999	材质薄2541	手感好1780	尺寸合适1363	衣服不错720
绅士的第二肌肤,1093013,男式内衣,1010000,3,299,1535004,https://yanxuan.nosdn.127.net/81b9d201880e933a14e5e5aa7065590b.png,男式色拉姆内衣套装（升级版 上衣+裤子）,"加厚升级版，实打实的温暖
",299,19157,,,
绅士的第二肌肤,1093013,男式内衣,1010000,0,229,1535003,https://yanxuan.nosdn.127.net/f7a2097f0ef6524ee2c09924b554b156.png,男式轻薄暖衣套装（上衣+裤子）,"轻薄软滑，暖冬的温柔
",229,7476,,,
绅士的第二肌肤,1093013,男式内衣,1010000,2,199,1569011,https://yanxuan.nosdn.127.net/2ec1fff4994fed5ad5da4137e725858e.png,男式舒弹棉絮片保暖裤,环保舒弹棉，温暖柔软,140,4753,"面料---聚酯纤维90% 氨纶10%；
里料---棉92% 氨纶8%；
填充层---100% 聚酯纤维",,
舒适亲肤,1013006,女式内裤,1010000,2,49,1023018,https://yanxuan.nosdn.127.net/47bb9ddf2d3955ebbc99b49377cc431d.png,女式空气内裤,薄如蝉翼，丝滑如肌肤,49,8082,,,很舒服3518	质量上乘1120	材质薄1055	透气性好511	很好穿411	手感好390	性价比高254	凉爽244
舒适亲肤,1013006,女式内裤,1010000,4,39,1116058,https://yanxuan.nosdn.127.net/195a4ccd0403d9b30a30b0925c220901.png,春甜 女式水波蕾丝内裤,维秘制造商，经典蕾丝,19.5,2280,,,漂亮精致360	很舒服350	质量上乘317	手感好78	性价比高75	款式不错41	颜色好看25	面料好23
舒适亲肤,1013006,女式内裤,1010000,4,39,1116060,https://yanxuan.nosdn.127.net/60c469ecdbef92fd242e059662da2cc5.png,春甜 女式纱网蕾丝内裤,仅售供应商建议价的1/5,39,1837,,,漂亮精致370	质量上乘343	很舒服302	性价比高75	手感好66	面料好51	款式不错50	很好穿35
舒适亲肤,1013006,女式内裤,1010000,0,49,1252050,https://yanxuan.nosdn.127.net/f9a61681151e4bb800c0e8d45ee690db.png,女式爱心三角内裤,小爱心内裤，日久温柔如初,25,2115,,,很舒服576	质量上乘548	漂亮精致156	很可爱125	性价比高106	很好穿84	尺寸合适65	手感好58
舒适亲肤,1013006,女式内裤,1010000,2,35,1128008,https://yanxuan.nosdn.127.net/0ccc2a9e9198598e62bba3cb63e967d0.png,女式安心三角生理内裤,精梳棉纱，180°防漏守护,29,8179,,,质量上乘1217	很舒服890	有效实用336	性价比高187	手感好185	很好穿177	尺寸合适139	包装用心89
舒适亲肤,1013006,女式内裤,1010000,3,39,1156019,https://yanxuan.nosdn.127.net/72bfdbc7e76a3aa9a5c1142fb8c05fe9.png,女式水波真丝内裤,取桑蚕好丝，亲肤细养,29,2151,,,很舒服1418	质量上乘815	漂亮精致387	手感好266	性价比高231	很好穿174	颜色好看141	透气性好105
舒适亲肤,1013006,女式内裤,1010000,0,19.9,1092026,https://yanxuan.nosdn.127.net/83433f5a7ef69abda2544a53332a0fad.png,Let it go女式纯棉免洗内裤,100%纯棉，出行必备,19.9,7709,,,质量上乘1875	很方便1162	有效实用886	很舒服713	性价比高362	外出佳品331	包装用心206	很好穿110
舒适亲肤,1013006,女式内裤,1010000,2,39,1269023,https://yanxuan.nosdn.127.net/bf3ec70b254348196e78259818a48cfc.png,女式一码内裤,一种码数满足所有人,32,13704,,,很舒服890	质量上乘334	弹性不错178	很好穿126	手感好108	无痕104	性价比高80	材质薄65
舒适亲肤,1013006,女式内裤,1010000,5,79,1023016,https://yanxuan.nosdn.127.net/b561b4b813969799947101a876b48719.png,女式超细莫代尔内裤,莫代尔纤维清爽更细腻,69,22423,,,很舒服3576	质量上乘1622	手感好651	很好穿414	性价比高370	材质薄324	柔软205	面料好156
舒适亲肤,1013006,女式内裤,1010000,2,49,1511005,https://yanxuan.nosdn.127.net/8df98b2a15252e93871c271f01190ca0.png,女式贴合内裤,随身穿着，精致的愉悦感,49,6273,,,很舒服49	质量上乘47	漂亮精致27	性价比高12	很好穿7	款式不错6
舒适亲肤,1013006,女式内裤,1010000,5,49,1056000,https://yanxuan.nosdn.127.net/0445a36154b8c55a48a9b0290f1454c1.png,女式精梳棉内裤,棉质面料柔软透气,49,15530,,,很舒服5642	质量上乘3395	性价比高725	很好穿674	手感好629	尺寸合适343	材质薄314	面料好301
舒适亲肤,1013006,女式内裤,1010000,3,49,1462012,https://yanxuan.nosdn.127.net/dc5212c12b5fa0de820e46d224d4d9e8.png,女式中腰无痕内裤,超轻薄的柔软体验,49,13248,,,很舒服154	质量上乘54	很好穿23	尺寸合适16	无痕15	透气性好13	包装用心13	性价比高12
舒适亲肤,1013006,女式内裤,1010000,4,39,1579024,https://yanxuan.nosdn.127.net/d10b03bdc9015a5300e0922c81a63f4f.png,女式中腰平角内裤,竹浆纤维，透气安心,39,11331,,,很舒服159	质量上乘76	很好穿24	手感好16	性价比高14	颜色好看12	面料轻柔11	尺寸合适9
舒适亲肤,1013006,女式内裤,1010000,2,45,1608001,https://yanxuan.nosdn.127.net/9d1fe35c5dd13356a73d376fa7d7be1e.png,女式中高腰一码内裤,一码匹配，轻巧便捷,45,17502,,,很舒服34	质量上乘13
舒适亲肤,1013006,女式内裤,1010000,3,39,1625002,https://yanxuan.nosdn.127.net/c6e61d8efe010fdf69bc4101d463d9de.png,女式暖宝袋安心三角生理内裤,"加暖防漏，照顾你的生理期
",39,10164,,,
舒适亲肤,1013006,女式内裤,1010000,4,59,1625003,https://yanxuan.nosdn.127.net/05642d9ebd97a079a9be6689d8589e1f.png,女式无缝高腰暖宫内裤 ,懂你想要的温暖,59,8955,,,
舒适亲肤,1013006,女式内裤,1010000,5,99,1665009,https://yanxuan.nosdn.127.net/ddbe1a9f3aa8cf00d5a44f0abb19f5d9.png,女式花色精梳棉内裤 ,萌感设计，难以抵挡的少女心,99,3207,,,
透气洁净，环保染制,1010002,男式内裤,1010000,1,69,1023019,https://yanxuan.nosdn.127.net/45c74c0334af23ba61d72bd4dd6e4c98.png,男式空气内裤,日本进口纱线，舒适裸感,62,17822,,,很舒服2407	材质薄1418	质量上乘732	透气性好398	凉爽316	手感好264	性价比高238	材质透明229
透气洁净，环保染制,1010002,男式内裤,1010000,0,19.9,1092025,https://yanxuan.nosdn.127.net/56a46e9a4832587471c0f9ad7c1b7d85.png,Let it go男式纯棉免洗内裤,100%纯棉，出行必备,19.9,1952,,,质量上乘1170	很方便738	有效实用599	很舒服471	性价比高316	外出佳品233	包装用心154	外出用合适82
透气洁净，环保染制,1010002,男式内裤,1010000,6,59,1056002,https://yanxuan.nosdn.127.net/9f8cd2bc5bfa9e2c3832f4fab3a5b569.png,男式玩色内裤,德国工艺，多色随搭,29.5,1133,,,很舒服2070	质量上乘2063	性价比高431	尺寸合适284	手感好282	面料好204	尺寸大162	很好穿141
透气洁净，环保染制,1010002,男式内裤,1010000,5,69,1135065,https://yanxuan.nosdn.127.net/22787f19d71ea02b5008ac730101f7aa.png,里昂 男式防磨平角内裤,19道工艺，磨绒质感,34.5,1079,,,很舒服911	质量上乘516	性价比高136	手感好128	尺寸合适73	尺寸大62	面料好59	透气性好53
透气洁净，环保染制,1010002,男式内裤,1010000,5,59,1135063,https://yanxuan.nosdn.127.net/55ed226dd7fbf44327294eef5a618a0b.png,里昂 男式三角内裤,仅售供应商建议价的1/5,59,1124,,,很舒服971	质量上乘827	性价比高245	手感好196	尺寸合适140	面料好97	质感好95	穿着不错62
透气洁净，环保染制,1010002,男式内裤,1010000,9,65,1021021,https://yanxuan.nosdn.127.net/109ab4fdac422ee92174be035a3c95a4.png,男式梭织绅士内裤,舒适全棉面料，透气干爽,35.8,20712,,,很舒服2225	质量上乘1327	性价比高350	材质薄254	尺寸合适215	漂亮精致192	透气性好190	穿着不错164
透气洁净，环保染制,1010002,男式内裤,1010000,4,59,1021020,https://yanxuan.nosdn.127.net/b432867921a3f57f3aea007b7a19217b.png,男式基础平角内裤,专业内裤制造商，自由U凸,59,14230,,,很舒服9494	质量上乘8188	性价比高2173	手感好1609	尺寸合适1045	面料好814	包装用心731	质感好607
透气洁净，环保染制,1010002,男式内裤,1010000,3,59,1608002,https://yanxuan.nosdn.127.net/ed15e7990129442b42006753cc375fca.png,男式莫代尔珠地平角内裤,珠地莫代尔，透气新体验,59,9194,,,很舒服41	质量上乘35	面料好10	手感好10	尺寸合适7	包装用心6	漂亮精致5
透气洁净，环保染制,1010002,男式内裤,1010000,5,99,1652027,https://yanxuan.nosdn.127.net/e6cb8a8841f224536d882ec1066e1cf3.png,男式棉质平角内裤 ,自然舒适，自在感的来源,99,1492,,,质量上乘23	性价比高8	很舒服8
享受宅家时光,1093005,女式家居服,1010000,2,109,1147043,https://yanxuan.nosdn.127.net/fdfc8683192cce29e2423a54edb39067.png,女式泡泡纱空气睡衣（上衣+裤子）,凉爽不贴身，夏季居家必备,109,620,,,很舒服713	材质薄416	材质透明379	质量上乘364	漂亮精致239	凉爽104	透气性好92	性价比高92
享受宅家时光,1093005,女式家居服,1010000,2,199,1165040,https://yanxuan.nosdn.127.net/6788a7bf4fb91f399cccd8816a03cdd4.png,设计师款 女式波点吊带套装（上衣+裤子）,小件套打造居家时光小确幸,199,2761,,,很舒服152	漂亮精致120	质量上乘72	性价比高34	手感好23	款式不错19	尺寸合适19	颜色好看11
享受宅家时光,1093005,女式家居服,1010000,0,369,1146008,https://yanxuan.nosdn.127.net/82bc4849ff7801feeee01fe9922e2bd5.png,黑色真丝吊带套装（上衣+裤子）,蚕丝养肤，居家倍呵护,369,4448,,,很舒服150	漂亮精致136	质量上乘79	手感好40	性价比高36	包装用心32	质感好22	尺寸合适17
享受宅家时光,1093005,女式家居服,1010000,0,369,1146010,https://yanxuan.nosdn.127.net/73551c732400186bfee23cbda09934c1.png,裸粉真丝吊带套装（上衣+裤子）,BCBG制造商，法式包缝,369,6099,,,很舒服225	漂亮精致158	质量上乘143	性价比高56	手感好39	包装用心33	尺寸合适24	款式不错18
享受宅家时光,1093005,女式家居服,1010000,0,199,1141006,https://yanxuan.nosdn.127.net/1ae4c20fe386abd065d20f3c1828e9b2.png,绽放·女式莺语短袖家居服（上衣+裤子）,仅售供应商建议价的1/4,199,1761,,,很舒服106	质量上乘48	漂亮精致31	材质薄27	裤子短21	面料好20	性价比高16	凉爽12
享受宅家时光,1093005,女式家居服,1010000,0,199,1141013,https://yanxuan.nosdn.127.net/f6cb76bc88a70f16f84e91d503f22b33.png,绽放·女式花卉短袖家居服（上衣+裤子）,玫瑰花衣，丝般腻滑,199,607,,,很舒服197	质量上乘72	漂亮精致44	裤子短41	性价比高29	手感好22	面料好18	材质薄16
享受宅家时光,1093005,女式家居服,1010000,2,199,1141007,https://yanxuan.nosdn.127.net/b04130fb8a98f08715abbb35ff1de56e.png,绽放·女式纯色短袖家居服（上衣+裤子）,让夏天清简凉爽,199,2539,,,很舒服331	质量上乘109	材质薄86	漂亮精致66	裤子短45	性价比高39	凉爽30	手感好29
享受宅家时光,1093005,女式家居服,1010000,0,199,1141012,https://yanxuan.nosdn.127.net/27aec02096f95d120438742d2ddddef0.png,绽放·女式莺语睡裙,生态纤维，自然轻薄,199,840,,,很舒服172	质量上乘71	漂亮精致51	性价比高21	材质薄19	手感好19	尺寸合适16	面料轻柔15
享受宅家时光,1093005,女式家居服,1010000,2,199,1141009,https://yanxuan.nosdn.127.net/185da5148f8b0647a8347355d5067693.png,绽放·女式纯色睡裙,轻薄自然的上身触感,199,28,,,很舒服388	质量上乘149	性价比高80	漂亮精致66	材质薄58	手感好50	材质透明47	面料好29
享受宅家时光,1093005,女式家居服,1010000,0,199,1141008,https://yanxuan.nosdn.127.net/73b38111e4cc309ee31883a3e276fb0d.png,绽放·女式花卉睡裙,仅售供应商建议价的1/4,199,1640,,,很舒服168	质量上乘46	漂亮精致40	手感好22	款式不错17	面料轻柔16	材质薄12	性价比高12
享受宅家时光,1093005,女式家居服,1010000,2,239,1079011,https://yanxuan.nosdn.127.net/1f1c7408874721327bcf97eb0d5a38d5.png,Paris名媛睡袍,取棉精梳，双面织造,239,62,,,质量上乘455	很舒服348	性价比高190	漂亮精致169	很厚实86	手感好64	质感好61	做工精良55
享受宅家时光,1093005,女式家居服,1010000,4,129,1130062,https://yanxuan.nosdn.127.net/6191925ec70185668578704b5cdfa046.png,Casual life 女式连帽上衣,一体连帽的蝙蝠衫,129,743,,,很舒服456	质量上乘198	漂亮精致109	性价比高77	面料轻柔56	款式不错43	手感好43	柔软40
享受宅家时光,1093005,女式家居服,1010000,2,209,1164024,https://yanxuan.nosdn.127.net/91e058d0615269f82706a94cb7f9809e.png,设计师款 女式波点立领睡裙,独具中式古典气息的浪漫居家服,209,2156,,,很舒服176	漂亮精致104	质量上乘93	款式不错35	性价比高26	手感好23	颜色好看17	面料轻柔16
享受宅家时光,1093005,女式家居服,1010000,2,199,1165041,https://yanxuan.nosdn.127.net/1ae93732142d3ccef5e410ebb851d3d5.png,设计师款 女式波点吊带睡裙,蕾丝花瓣勾勒背肌的神秘遐想,199,807,,,漂亮精致194	很舒服170	质量上乘108	性价比高47	款式不错29	手感好28	尺寸合适20	面料轻柔17
享受宅家时光,1093005,女式家居服,1010000,2,209,1165042,https://yanxuan.nosdn.127.net/d5dab032cf3219736b4a3232d1a48229.png,设计师款 女式波点睡袍,梭织睡袍揽住居家的浪漫用心,209,439,,,漂亮精致155	质量上乘140	很舒服126	性价比高64	款式不错31	手感好25	颜色好看24	包装用心21
享受宅家时光,1093005,女式家居服,1010000,0,369,1146011,https://yanxuan.nosdn.127.net/791aeb9abf29e18a4d4bce27fffd10fe.png,复古绿真丝吊带套装（上衣+裤子）,BCBG制造商，欧式复古,369,873,,,很舒服411	漂亮精致314	质量上乘265	性价比高165	包装用心112	手感好92	颜色好看87	尺寸合适60
享受宅家时光,1093005,女式家居服,1010000,0,329,1147027,https://yanxuan.nosdn.127.net/dacd9ae94ec58f4c877ba486d3d2d97e.png,女式典雅真丝长吊带睡裙,BCBG制造商，多用打底,179,795,,,很舒服484	质量上乘313	漂亮精致198	手感好165	性价比高128	包装用心85	尺寸合适46	质感好44
享受宅家时光,1093005,女式家居服,1010000,2,169,1551092,https://yanxuan.nosdn.127.net/45868108dce3e51154bd563c682b8dd8.png,女式甜睡时光睡裙,亲肤舒适，伴你甜睡入眠,169,1096,,,
享受宅家时光,1093005,女式家居服,1010000,2,269,1550058,https://yanxuan.nosdn.127.net/e644d2767ff8a5c098652908c5f51f5f.png,女式甜睡时光睡袍,优雅享受 属于你的甜睡时光,269,480,,,
享受宅家时光,1093005,女式家居服,1010000,0,209,1252026,https://yanxuan.nosdn.127.net/3ca82160bc7be87ec4cc2a8222a1cbcf.png,设计师款 女式深绿印花套装（上衣+裤子）,柳叶刀领，一眼戳中的设计惊喜,209,2164,97%聚酯纤维 3%氨纶,,漂亮精致84	质量上乘78	很舒服76	性价比高38	款式不错27	尺寸合适24	做工精良15	手感好14
享受宅家时光,1093005,女式家居服,1010000,2,269,1551054,https://yanxuan.nosdn.127.net/7df23e8d600cf9644f0224af1392e63b.png,女式色丁印花家居服（上衣+裤子）,ARMANI制造商，甜睡梦境的奇幻之旅,147.9,1331,,,很舒服31	漂亮精致27	质量上乘21	性价比高8	尺寸合适6	顺滑5	手感好5
享受宅家时光,1093005,女式家居服,1010000,3,199,1541027,https://yanxuan.nosdn.127.net/0e9a39db4b7e232110750bd33669d832.png,女式纯棉撞色家居服（上衣+裤子）,100%精梳棉，爱上慵懒宅家范儿,169,2087,,,质量上乘41	很舒服26	漂亮精致13	颜色好看6	性价比高6	尺寸合适6	穿着不错5
享受宅家时光,1093005,女式家居服,1010000,2,169,1644020,https://yanxuan.nosdn.127.net/388a746f2b147249c0d5f0a3a6006efe.png,女式航海风条纹家居服（上衣+裤子）,经典条纹，轻松的法式chic,144,935,,,质量上乘28	很舒服22	漂亮精致12	性价比高6
享受宅家时光,1093005,女式家居服,1010000,3,229,1649023,https://yanxuan.nosdn.127.net/bea1f241d0cd074a749d561b75385f46.png,女式精梳棉针织刺绣家居服（上衣+裤子）,50S精梳pima棉，轻奢享受,229,6638,,,很舒服39	质量上乘35	尺寸合适10	面料轻柔8	做工精良7	漂亮精致6	颜色好看5
享受宅家时光,1093005,女式家居服,1010000,2,269,1608005,https://yanxuan.nosdn.127.net/f6fbe5fa0f57389dd6b26ee0735f0c0d.png,女式三层纱加厚家居服（上衣+裤子）,三层棉纱，透气温暖 ,269,4615,,,
享受宅家时光,1093005,女式家居服,1010000,2,169,1541026,https://yanxuan.nosdn.127.net/aad9faa809dbbb42c4699ad17224f4fe.png,女式珊瑚绒剪花家居睡袍,这个冬天，戒不掉的暖意与温柔,169,1620,,,
享受宅家时光,1093005,女式家居服,1010000,2,199,1541022,https://yanxuan.nosdn.127.net/3c40b1f90ea96810ad8dfaa00caa8cea.jpg,女式珊瑚绒剪花家居服套装,"优质珊瑚绒，从头到脚温暖包容
",199,7530,,,
享受宅家时光,1093005,女式家居服,1010000,3,269,1551052,https://yanxuan.nosdn.127.net/b9a9aa62f971c7527362b849d5d10faa.jpg,女式天鹅绒卫衣家居服套装（上衣+裤子）,无拘无束，天鹅绒式自在优雅,269,3716,,,
享受宅家时光,1093005,女式家居服,1010000,2,359,1643024,https://yanxuan.nosdn.127.net/69999b09fedbfea54224f5165c67b2d4.png,女式丝绒分身家居服套装（上衣+裤子）,质感丝绒，高贵优雅,359,5332,,,
享受宅家时光,1093005,女式家居服,1010000,2,229,1643025,https://yanxuan.nosdn.127.net/b31268fce8b2df8440a133ff5a8c0717.jpg,女式修身丝绒睡裙,婀娜生姿，简单高级的美,229,2728,,,
享受宅家时光,1093005,女式家居服,1010000,2,299,1644021,https://yanxuan.nosdn.127.net/ede937ee44bd9db3368dab9e32808ec5.png,女式丝绒系带家居睡袍,复古丝绒，华丽步调,299,1902,,,
舒适源自高品质,1093004,男式家居服,1010000,0,329,1305000,https://yanxuan.nosdn.127.net/1f2736d3b38b32f1dd20358d8fd2360b.png,男式棉衣上下套装,色块拼接冲撞慵懒宅家派,329,207,,,质量上乘94	很舒服56	保暖性好34	做工精良20	很厚实18	漂亮精致15	性价比高15	尺寸合适13
舒适源自高品质,1093004,男式家居服,1010000,2,99,1079012,https://yanxuan.nosdn.127.net/d6ce7c936593afd5e1c8bdb8184854e0.png,Paris绅士休闲裤,双面织造，温暖防静电,99,12,,,很舒服1420	质量上乘980	性价比高382	尺寸合适187	手感好136	裤子不错117	穿着不错117	面料好110
舒适源自高品质,1093004,男式家居服,1010000,0,169,1436041,https://yanxuan.nosdn.127.net/0f4ef101ef4f9f50fb2dd9802713a14f.png,囤货装 男式针织棉家居短裤,精梳棉花居家裤，忠于体感,169,221,,,很舒服74	质量上乘36	手感好8	性价比高7	材质薄5	尺寸合适5
舒适源自高品质,1093004,男式家居服,1010000,0,169,1436040,https://yanxuan.nosdn.127.net/c0670bd4da9e9f16bd153e5d0755c956.png,囤货装 男式梭织棉家居短裤,全棉透气面料，经典时尚格纹,169,836,,,质量上乘24	很舒服17
舒适源自高品质,1093004,男式家居服,1010000,2,69,1223009,https://yanxuan.nosdn.127.net/d2fac25b50f459d13a0cea7fdc0fba03.png,设计师款 男式海洋蓝撞色短袖,简单的海色与雾白，清爽你的居家时光,69,2491,,,很舒服158	质量上乘147	性价比高99	漂亮精致98	尺寸合适36	款式不错34	包装用心28	衣服不错27
舒适源自高品质,1093004,男式家居服,1010000,0,109,1147044,https://yanxuan.nosdn.127.net/3114495dcbc832cf90f04720c9e1607d.png,男式泡泡纱空气睡衣,凉爽空气感，轻薄纯棉纱,109,8,,,很舒服662	材质薄291	质量上乘245	材质透明177	凉爽115	性价比高97	透气性好89	漂亮精致53
舒适源自高品质,1093004,男式家居服,1010000,0,169,1220013,https://yanxuan.nosdn.127.net/249b4fdfe2db5bc557bacb2febadf330.png,设计师款 男式森林绿条纹睡袍,穿不厌的全棉纤维，经典的条纹,169,904,,,很舒服113	质量上乘93	漂亮精致61	性价比高21	款式不错20	面料好17	穿着不错17	尺寸合适15
舒适源自高品质,1093004,男式家居服,1010000,2,299,1067004,https://yanxuan.nosdn.127.net/5bee7363e41c32a4d9fabde70ce51221.png,长绒棉居家无捻浴袍,超柔无捻，亲肤吸水。,299,1220,,,很舒服195	质量上乘182	很厚实175	手感好50	性价比高46	吸水性好43	柔软36	保暖性好30
舒适源自高品质,1093004,男式家居服,1010000,0,49,1165044,https://yanxuan.nosdn.127.net/2db39a455b54bffd19da3e261b7061f0.png,男式针织棉家居短裤,精梳棉花居家裤，忠于体感,39,716,,,很舒服1821	质量上乘739	性价比高320	材质薄180	尺寸合适142	手感好132	柔软114	面料轻柔111
舒适源自高品质,1093004,男式家居服,1010000,2,49,1165043,https://yanxuan.nosdn.127.net/558e551aedfb9c4475b350b782ed8914.png,男式梭织棉家居短裤,全棉透气面料，经典时尚格纹,32,5139,,,很舒服1554	质量上乘1461	性价比高496	漂亮精致247	尺寸合适232	做工精良184	面料好164	手感好153
舒适源自高品质,1093004,男式家居服,1010000,2,129,1608007,https://yanxuan.nosdn.127.net/c1520c2f2bf69a88bbff335e9831d0c0.png,男式休闲家居长裤,舒适打造，每一步都很放松,99,4977,,,
舒适源自高品质,1093004,男式家居服,1010000,2,79,1220009,https://yanxuan.nosdn.127.net/cc2cddaecf780731106f5955dafeaba5.png,设计师款 男式森林绿撞色长袖,撞色跳跃的精灵，居家时光氧气清新,79,441,100%棉,,质量上乘297	很舒服228	性价比高167	漂亮精致64	尺寸合适57	手感好51	款式不错45	材质薄40
舒适源自高品质,1093004,男式家居服,1010000,0,79,1221009,https://yanxuan.nosdn.127.net/9adcbe215923534150bc84a35787ed27.png,设计师款 男式森林绿印花长袖,有腔调的森林绿寝衣,79,363,,,很舒服138	质量上乘99	漂亮精致42	性价比高37	尺寸合适25	面料好17	包装用心15	款式不错13
舒适源自高品质,1093004,男式家居服,1010000,2,129,1609001,https://yanxuan.nosdn.127.net/cc43e18f25df175b6fc0cef24fcc160a.png,男式圆领撞色长袖T恤,三重优势，精细混纺,99,2311,,,
舒适源自高品质,1093004,男式家居服,1010000,0,179,1608006,https://yanxuan.nosdn.127.net/a5f98053dac802ea1a43056e21f7210a.png,男式开襟撞色外套,时髦造型，宅家比出门还酷,139,1312,,,
舒适源自高品质,1093004,男式家居服,1010000,0,269,1551055,https://yanxuan.nosdn.127.net/e56e6355588dd90b8b1901831a1ce82b.png,男式色丁家居服套装（上衣+裤子）,柔滑舒适，轻奢品质感,147.9,438,,,很舒服37	质量上乘22	漂亮精致8	性价比高8	手感好7	质感好5	衣服不错5
舒适源自高品质,1093004,男式家居服,1010000,2,169,1643023,https://yanxuan.nosdn.127.net/51157f0fffd69acb8fdf3032bde167c5.png,男式航海风条纹家居服（上衣+裤子）,揽进怀中，是阳光与大海的味道,169,599,,,质量上乘22	很舒服10	漂亮精致8	性价比高5	尺寸合适5
舒适源自高品质,1093004,男式家居服,1010000,3,199,1541029,https://yanxuan.nosdn.127.net/3a7c1a016d6c114a8eb1a975a1119ecc.png,男式纯棉撞色家居服（上衣+裤子）,100%精梳棉，品质居家,169,3178,,,质量上乘33	很舒服17	尺寸合适8	面料好5	质感好5	漂亮精致5	款式不错5
舒适源自高品质,1093004,男式家居服,1010000,2,199,1579025,https://yanxuan.nosdn.127.net/5dbedbd8efea3f94a18590c8cb1cd11b.png,男式色织方格家居服（上衣+裤子）,匠心别裁 雅致英伦范儿,199,1514,,,很舒服27	质量上乘19	漂亮精致7	手感好5
舒适源自高品质,1093004,男式家居服,1010000,2,269,1550041,https://yanxuan.nosdn.127.net/a6d89acaae0e9b453f6738841c3d3785.png,男式三层纱长袖分身家居服（上衣+裤子）,三层棉纱，透气温暖,269,2801,,,
舒适源自高品质,1093004,男式家居服,1010000,2,229,1649024,https://yanxuan.nosdn.127.net/ee075d96081c08d80ed363b54873ca68.png,男式精梳棉针织刺绣家居服（上衣+裤子）,50支精梳pima棉，轻奢品质感,229,6405,,,很舒服28	质量上乘27	手感好9	面料轻柔6	漂亮精致6	尺寸合适6	做工精良6	面料好5
舒适源自高品质,1093004,男式家居服,1010000,2,229,1650035,https://yanxuan.nosdn.127.net/a366202597610ee37b30211810bd85e4.png,男式珊瑚绒家居服套装（上衣+裤子）,质感珊瑚绒，暖暖时光,229,1944,,,
舒适源自高品质,1093004,男式家居服,1010000,2,329,1608013,https://yanxuan.nosdn.127.net/133ef618deb21c5ddf1f1a7055227c82.png,男式空气层绗棉家居服套装（上衣+裤子）,"轻松温暖，优雅居家时光
",329,2686,,,
舒适源自高品质,1093004,男式家居服,1010000,2,229,1609012,https://yanxuan.nosdn.127.net/01a0903dce8417e8972adfa1e4a308f3.png,男式空气层绗棉家居袍,经典不变，舒适风度,229,1300,,,
户外运动休闲运动,1010001,女式户外,1010000,2,269,1580022,https://yanxuan.nosdn.127.net/4ab71c36d867789e3d6aec6fb7ceba91.png,女式户外抓绒外套,抓绒工艺，轻盈便携的暖感,242,2674,,,
户外运动休闲运动,1010001,女式户外,1010000,2,399,1550010,https://yanxuan.nosdn.127.net/d261f6f98e674ff379c13ca25cb8deb9.png,女式弹力保暖软壳夹克,舒适武装，温暖的户外主场,359,2654,,,
户外运动休闲运动,1010001,女式户外,1010000,1,439,1608016,https://yanxuan.nosdn.127.net/dc2831edc118645f6f9ed0c03bbb51e2.png,女式都市休闲棉服夹克,杜邦SEE生态棉，前卫都市运动感 ,439,1909,,,
户外运动休闲运动,1010001,女式户外,1010000,2,699,1630001,https://yanxuan.nosdn.127.net/3cb11b4a4c899f211d8723c31cfe2e45.png,女式都市户外夹克,探索都市户外新玩法,595,2870,,,
专业休闲运动风,1078000,男式户外,1010000,3,239,1516005,https://yanxuan.nosdn.127.net/9eec3926adb340cb11d4c03c72d7df36.png,男式户外轻薄皮肤衣,轻如空气，却也坚似盔甲,119,506,,,质量上乘66	很舒服29	漂亮精致28	尺寸合适19	衣服不错15	款式不错12	透气性好11	性价比高11
专业休闲运动风,1078000,男式户外,1010000,2,269,1553037,https://yanxuan.nosdn.127.net/0679bf9727494ba722b58ff866831c17.png,男式户外抓绒外套,保暖绒感，畅快运动秋冬季,229,3683,,,
专业休闲运动风,1078000,男式户外,1010000,2,399,1553036,https://yanxuan.nosdn.127.net/820d4b0c1f9ca4e2bbfcad2b5f86bc6d.png,男式弹力保暖软壳夹克,弹力锁温，柔软的户外战甲,359,2784,,,
专业休闲运动风,1078000,男式户外,1010000,2,439,1609014,https://yanxuan.nosdn.127.net/16861b571e377656811117ee7ab7a022.png,男式都市休闲棉服夹克,杜邦生态科技棉，帅气过冬,439,2659,,,
专业休闲运动风,1078000,男式户外,1010000,3,699,1630000,https://yanxuan.nosdn.127.net/ee232bf6895da4e7484c9724a027ca6d.png,男式都市户外夹克,防风拒水，城市自由穿梭,594,3882,,,
女士修身运动,109214005,女式运动下装,1010000,0,159,1458005,https://yanxuan.nosdn.127.net/02d233550ac9ced1a567ee94fdf7fe27.png,女式防走光反光短裤,点亮跑道，热辣开跑,89,169,,,很舒服90	质量上乘70	尺寸合适19	性价比高17	漂亮精致16	透气性好13	很好穿13	合适运动8
