,conditionDay,conditionIdDay,conditionIdNight,conditionNight,humidity,moonphase,moonrise,moonset,predictDate,sunrise,sunset,tempDay,tempNight,updatetime,windDegreesDay,windDegreesNight,windDirDay,windDirNight,windLevelDay,windLevelNight,windSpeedDay,windSpeedNight,cityid,name,pname
11,雨,8,8,雨,93,WaxingGibbous,2019-05-15 15:28:00,2019-05-15 03:10:00,2019-05-15,2019-05-15 05:44:00,2019-05-15 18:59:00,32,24,2019-05-05 09:11:00,225,180,西南风,南风,3,3,4.4,4.4,1000,东莞市,广东省
12,雨,8,8,雨,91,WaxingGibbous,2019-05-16 16:28:00,2019-05-16 03:50:00,2019-05-16,2019-05-16 05:44:00,2019-05-16 18:59:00,33,24,2019-05-05 09:11:00,180,180,南风,南风,3,3,4.4,4.4,1000,东莞市,广东省
13,雨,8,8,雨,92,WaxingGibbous,2019-05-17 17:28:00,2019-05-17 04:31:00,2019-05-17,2019-05-17 05:43:00,2019-05-17 18:59:00,33,25,2019-05-05 09:11:00,180,180,南风,南风,3,3,4.4,4.4,1000,东莞市,广东省
14,雨,8,8,雨,94,WaxingGibbous,2019-05-18 18:28:00,2019-05-18 05:13:00,2019-05-18,2019-05-18 05:43:00,2019-05-18 19:00:00,33,24,2019-05-05 09:11:00,135,135,东南风,东南风,3-4,3,5.6,4.4,1000,东莞市,广东省
15,雨,8,8,雨,81,Full,2019-05-19 19:28:00,2019-05-19 05:57:00,2019-05-19,2019-05-19 05:43:00,2019-05-19 19:00:00,32,22,2019-05-05 09:11:00,180,45,南风,东北风,3,3,4.4,4.4,1000,东莞市,广东省
16,阵雨,3,9,大雨,81,WaningCrescent,2019-05-04 05:31:00,2019-05-04 18:19:00,2019-05-04,2019-05-04 05:52:00,2019-05-04 18:54:00,25,19,2019-05-04 23:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1002,中山市,广东省
17,大雨,9,8,中雨,91,New,2019-05-05 06:09:00,2019-05-05 19:14:00,2019-05-05,2019-05-05 05:52:00,2019-05-05 18:55:00,22,19,2019-05-05 09:05:00,90,45,东风,东北风,4-5,3-4,8.05,5.6,1002,中山市,广东省
18,雷阵雨,4,8,中雨,82,WaxingCrescent,2019-05-06 06:51:00,2019-05-06 20:12:00,2019-05-06,2019-05-06 05:51:00,2019-05-06 18:55:00,24,20,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1002,中山市,广东省
19,雷阵雨,4,4,雷阵雨,95,WaxingCrescent,2019-05-07 07:37:00,2019-05-07 21:11:00,2019-05-07,2019-05-07 05:51:00,2019-05-07 18:56:00,24,20,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1002,中山市,广东省
20,大雨,9,10,暴雨,93,WaxingCrescent,2019-05-08 08:27:00,2019-05-08 22:11:00,2019-05-08,2019-05-08 05:50:00,2019-05-08 18:56:00,25,21,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1002,中山市,广东省
21,大雨,9,31,多云,94,WaxingCrescent,2019-05-09 09:23:00,2019-05-09 23:09:00,2019-05-09,2019-05-09 05:49:00,2019-05-09 18:56:00,24,22,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1002,中山市,广东省
22,多云,1,31,多云,91,WaxingCrescent,2019-05-10 10:22:00,2019-05-10 00:04:00,2019-05-10,2019-05-10 05:49:00,2019-05-10 18:57:00,28,22,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1002,中山市,广东省
23,多云,1,7,小雨,90,WaxingCrescent,2019-05-11 11:24:00,2019-05-11 00:04:00,2019-05-11,2019-05-11 05:48:00,2019-05-11 18:57:00,30,24,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1002,中山市,广东省
24,雨,8,8,雨,88,First,2019-05-12 12:26:00,2019-05-12 00:56:00,2019-05-12,2019-05-12 05:48:00,2019-05-12 18:58:00,29,24,2019-05-05 09:11:00,135,90,东南风,东风,3,3,4.4,4.4,1002,中山市,广东省
25,雨,8,8,雨,88,WaxingGibbous,2019-05-13 13:28:00,2019-05-13 01:44:00,2019-05-13,2019-05-13 05:47:00,2019-05-13 18:58:00,30,24,2019-05-05 09:11:00,180,135,南风,东南风,3,3,4.4,4.4,1002,中山市,广东省
26,雨,8,8,雨,90,WaxingGibbous,2019-05-14 14:29:00,2019-05-14 02:29:00,2019-05-14,2019-05-14 05:47:00,2019-05-14 18:59:00,30,26,2019-05-05 09:11:00,180,180,南风,南风,3,3,4.4,4.4,1002,中山市,广东省
27,雨,8,8,雨,87,WaxingGibbous,2019-05-15 15:30:00,2019-05-15 03:11:00,2019-05-15,2019-05-15 05:46:00,2019-05-15 18:59:00,31,26,2019-05-05 09:11:00,180,180,南风,南风,3,3,4.4,4.4,1002,中山市,广东省
28,雨,8,8,雨,88,WaxingGibbous,2019-05-16 16:30:00,2019-05-16 03:52:00,2019-05-16,2019-05-16 05:46:00,2019-05-16 19:00:00,31,26,2019-05-05 09:11:00,180,180,南风,南风,3,3,4.4,4.4,1002,中山市,广东省
29,雨,8,8,雨,88,WaxingGibbous,2019-05-17 17:29:00,2019-05-17 04:33:00,2019-05-17,2019-05-17 05:46:00,2019-05-17 19:00:00,32,26,2019-05-05 09:11:00,180,180,南风,南风,3,3,4.4,4.4,1002,中山市,广东省
30,雨,8,8,雨,89,WaxingGibbous,2019-05-18 18:29:00,2019-05-18 05:15:00,2019-05-18,2019-05-18 05:45:00,2019-05-18 19:00:00,31,25,2019-05-05 09:11:00,135,135,东南风,东南风,3-4,3,5.6,4.4,1002,中山市,广东省
31,雨,8,8,雨,85,Full,2019-05-19 19:29:00,2019-05-19 05:59:00,2019-05-19,2019-05-19 05:45:00,2019-05-19 19:01:00,31,24,2019-05-05 09:11:00,135,45,东南风,东北风,3,3,4.4,4.4,1002,中山市,广东省
32,多云,1,2,阴,58,WaningCrescent,2019-05-04 05:17:00,2019-05-04 18:06:00,2019-05-04,2019-05-04 05:38:00,2019-05-04 18:43:00,28,17,2019-05-04 23:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1004,潮州市,广东省
33,大雨,9,10,暴雨,86,New,2019-05-05 05:55:00,2019-05-05 19:02:00,2019-05-05,2019-05-05 05:37:00,2019-05-05 18:43:00,23,18,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1004,潮州市,广东省
34,大雨,9,4,雷阵雨,84,WaxingCrescent,2019-05-06 06:36:00,2019-05-06 20:00:00,2019-05-06,2019-05-06 05:37:00,2019-05-06 18:44:00,23,18,2019-05-05 09:05:00,90,315,东风,西北风,3-4,1,5.6,0.9,1004,潮州市,广东省
35,雷阵雨,4,4,雷阵雨,87,WaxingCrescent,2019-05-07 07:22:00,2019-05-07 21:00:00,2019-05-07,2019-05-07 05:36:00,2019-05-07 18:44:00,22,19,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1004,潮州市,广东省
36,阵雨,3,33,阵雨,81,WaxingCrescent,2019-05-08 08:12:00,2019-05-08 21:59:00,2019-05-08,2019-05-08 05:35:00,2019-05-08 18:45:00,26,21,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1004,潮州市,广东省
37,阵雨,3,33,阵雨,81,WaxingCrescent,2019-05-09 09:07:00,2019-05-09 22:58:00,2019-05-09,2019-05-09 05:35:00,2019-05-09 18:45:00,24,20,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1004,潮州市,广东省
38,阵雨,3,31,多云,78,WaxingCrescent,2019-05-10 10:06:00,2019-05-10 23:53:00,2019-05-10,2019-05-10 05:34:00,2019-05-10 18:46:00,27,21,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1004,潮州市,广东省
39,多云,1,9,大雨,79,WaxingCrescent,2019-05-11 11:08:00,2019-05-11 00:45:00,2019-05-11,2019-05-11 05:34:00,2019-05-11 18:46:00,29,21,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1004,潮州市,广东省
40,雨,8,2,阴,85,First,2019-05-12 12:11:00,2019-05-12 00:45:00,2019-05-12,2019-05-12 05:33:00,2019-05-12 18:47:00,29,20,2019-05-05 09:10:00,135,0,东南风,北风,3,3,4.4,4.4,1004,潮州市,广东省
41,雨,8,8,雨,82,WaxingGibbous,2019-05-13 13:13:00,2019-05-13 01:32:00,2019-05-13,2019-05-13 05:33:00,2019-05-13 18:47:00,29,21,2019-05-05 09:10:00,135,225,东南风,西南风,3,3,4.4,4.4,1004,潮州市,广东省
42,雨,8,2,阴,86,WaxingGibbous,2019-05-14 14:15:00,2019-05-14 02:16:00,2019-05-14,2019-05-14 05:32:00,2019-05-14 18:48:00,29,23,2019-05-05 09:10:00,135,225,东南风,西南风,3,3,4.4,4.4,1004,潮州市,广东省
43,雨,8,8,雨,89,WaxingGibbous,2019-05-15 15:16:00,2019-05-15 02:58:00,2019-05-15,2019-05-15 05:32:00,2019-05-15 18:48:00,31,23,2019-05-05 09:10:00,225,225,西南风,西南风,3,3,4.4,4.4,1004,潮州市,广东省
44,雨,8,8,雨,86,WaxingGibbous,2019-05-16 16:17:00,2019-05-16 03:39:00,2019-05-16,2019-05-16 05:31:00,2019-05-16 18:49:00,30,23,2019-05-05 09:10:00,225,225,西南风,西南风,3,3,4.4,4.4,1004,潮州市,广东省
45,雨,8,8,雨,90,WaxingGibbous,2019-05-17 17:17:00,2019-05-17 04:19:00,2019-05-17,2019-05-17 05:31:00,2019-05-17 18:49:00,32,22,2019-05-05 09:10:00,90,90,东风,东风,3,3,4.4,4.4,1004,潮州市,广东省
46,雨,8,8,雨,87,WaxingGibbous,2019-05-18 18:17:00,2019-05-18 05:01:00,2019-05-18,2019-05-18 05:30:00,2019-05-18 18:50:00,29,22,2019-05-05 09:10:00,135,90,东南风,东风,3,3,4.4,4.4,1004,潮州市,广东省
47,雨,8,8,雨,82,Full,2019-05-19 19:17:00,2019-05-19 05:44:00,2019-05-19,2019-05-19 05:30:00,2019-05-19 18:50:00,29,21,2019-05-05 09:10:00,225,45,西南风,东北风,3,3,4.4,4.4,1004,潮州市,广东省
48,多云,1,33,阵雨,58,WaningCrescent,2019-05-04 05:18:00,2019-05-04 18:07:00,2019-05-04,2019-05-04 05:39:00,2019-05-04 18:44:00,26,18,2019-05-04 23:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1008,揭阳市,广东省
49,大雨,9,10,暴雨,86,New,2019-05-05 05:56:00,2019-05-05 19:03:00,2019-05-05,2019-05-05 05:38:00,2019-05-05 18:44:00,22,19,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1008,揭阳市,广东省
50,大雨,9,4,雷阵雨,84,WaxingCrescent,2019-05-06 06:37:00,2019-05-06 20:01:00,2019-05-06,2019-05-06 05:38:00,2019-05-06 18:45:00,22,18,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1008,揭阳市,广东省
51,中雨,8,4,雷阵雨,87,WaxingCrescent,2019-05-07 07:23:00,2019-05-07 21:01:00,2019-05-07,2019-05-07 05:37:00,2019-05-07 18:45:00,22,19,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1008,揭阳市,广东省
52,阵雨,3,8,中雨,81,WaxingCrescent,2019-05-08 08:13:00,2019-05-08 22:00:00,2019-05-08,2019-05-08 05:37:00,2019-05-08 18:46:00,25,20,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1008,揭阳市,广东省
53,中雨,8,33,阵雨,81,WaxingCrescent,2019-05-09 09:08:00,2019-05-09 22:59:00,2019-05-09,2019-05-09 05:36:00,2019-05-09 18:46:00,23,19,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1008,揭阳市,广东省
54,多云,1,31,多云,78,WaxingCrescent,2019-05-10 10:08:00,2019-05-10 23:54:00,2019-05-10,2019-05-10 05:35:00,2019-05-10 18:47:00,27,21,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1008,揭阳市,广东省
55,多云,1,9,大雨,79,WaxingCrescent,2019-05-11 11:09:00,2019-05-11 00:45:00,2019-05-11,2019-05-11 05:35:00,2019-05-11 18:47:00,29,21,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1008,揭阳市,广东省
56,雨,8,2,阴,85,First,2019-05-12 12:12:00,2019-05-12 00:45:00,2019-05-12,2019-05-12 05:34:00,2019-05-12 18:47:00,29,21,2019-05-05 09:11:00,135,45,东南风,东北风,3,3,4.4,4.4,1008,揭阳市,广东省
57,雨,8,2,阴,82,WaxingGibbous,2019-05-13 13:15:00,2019-05-13 01:33:00,2019-05-13,2019-05-13 05:34:00,2019-05-13 18:48:00,29,22,2019-05-05 09:11:00,135,225,东南风,西南风,3,3,4.4,4.4,1008,揭阳市,广东省
58,雨,8,31,多云,86,WaxingGibbous,2019-05-14 14:16:00,2019-05-14 02:17:00,2019-05-14,2019-05-14 05:33:00,2019-05-14 18:48:00,30,24,2019-05-05 09:11:00,225,225,西南风,西南风,3,3,4.4,4.4,1008,揭阳市,广东省
59,雨,8,8,雨,89,WaxingGibbous,2019-05-15 15:17:00,2019-05-15 02:59:00,2019-05-15,2019-05-15 05:33:00,2019-05-15 18:49:00,31,24,2019-05-05 09:11:00,225,225,西南风,西南风,3,3,4.4,4.4,1008,揭阳市,广东省
60,雨,8,2,阴,86,WaxingGibbous,2019-05-16 16:18:00,2019-05-16 03:40:00,2019-05-16,2019-05-16 05:32:00,2019-05-16 18:49:00,30,23,2019-05-05 09:11:00,225,225,西南风,西南风,3,3,4.4,4.4,1008,揭阳市,广东省
61,雨,8,8,雨,90,WaxingGibbous,2019-05-17 17:18:00,2019-05-17 04:20:00,2019-05-17,2019-05-17 05:32:00,2019-05-17 18:50:00,32,23,2019-05-05 09:11:00,90,90,东风,东风,3,3,4.4,4.4,1008,揭阳市,广东省
62,雨,8,8,雨,87,WaxingGibbous,2019-05-18 18:18:00,2019-05-18 05:02:00,2019-05-18,2019-05-18 05:32:00,2019-05-18 18:50:00,29,22,2019-05-05 09:11:00,135,90,东南风,东风,3,3,4.4,4.4,1008,揭阳市,广东省
63,雨,8,8,雨,82,Full,2019-05-19 19:18:00,2019-05-19 05:45:00,2019-05-19,2019-05-19 05:31:00,2019-05-19 18:51:00,29,22,2019-05-05 09:11:00,225,45,西南风,东北风,3,3,4.4,4.4,1008,揭阳市,广东省
64,阵雨,3,33,阵雨,94,WaningCrescent,2019-05-04 05:36:00,2019-05-04 18:25:00,2019-05-04,2019-05-04 05:57:00,2019-05-04 19:00:00,25,17,2019-05-04 23:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1014,云浮市,广东省
65,中雨,8,8,中雨,93,New,2019-05-05 06:14:00,2019-05-05 19:21:00,2019-05-05,2019-05-05 05:57:00,2019-05-05 19:01:00,23,18,2019-05-05 09:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1014,云浮市,广东省
66,雷阵雨,4,8,中雨,93,WaxingCrescent,2019-05-06 06:56:00,2019-05-06 20:18:00,2019-05-06,2019-05-06 05:56:00,2019-05-06 19:01:00,22,18,2019-05-05 09:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1014,云浮市,广东省
67,中雨,8,8,中雨,96,WaxingCrescent,2019-05-07 07:42:00,2019-05-07 21:17:00,2019-05-07,2019-05-07 05:55:00,2019-05-07 19:01:00,22,18,2019-05-05 09:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1014,云浮市,广东省
68,中雨,8,8,中雨,95,WaxingCrescent,2019-05-08 08:32:00,2019-05-08 22:17:00,2019-05-08,2019-05-08 05:55:00,2019-05-08 19:02:00,24,20,2019-05-05 09:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1014,云浮市,广东省
69,中雨,8,31,多云,96,WaxingCrescent,2019-05-09 09:28:00,2019-05-09 23:15:00,2019-05-09,2019-05-09 05:54:00,2019-05-09 19:02:00,23,19,2019-05-05 09:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1014,云浮市,广东省
70,阴,2,33,阵雨,95,WaxingCrescent,2019-05-10 10:27:00,2019-05-10 00:11:00,2019-05-10,2019-05-10 05:54:00,2019-05-10 19:03:00,27,21,2019-05-05 09:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1014,云浮市,广东省
71,阵雨,3,7,小雨,91,WaxingCrescent,2019-05-11 11:28:00,2019-05-11 00:11:00,2019-05-11,2019-05-11 05:53:00,2019-05-11 19:03:00,28,22,2019-05-05 09:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1014,云浮市,广东省
72,雨,8,8,雨,91,First,2019-05-12 12:31:00,2019-05-12 01:02:00,2019-05-12,2019-05-12 05:53:00,2019-05-12 19:04:00,30,22,2019-05-05 09:10:00,135,90,东南风,东风,3,3,4.4,4.4,1014,云浮市,广东省
73,雨,8,8,雨,89,WaxingGibbous,2019-05-13 13:33:00,2019-05-13 01:50:00,2019-05-13,2019-05-13 05:52:00,2019-05-13 19:04:00,30,22,2019-05-05 09:10:00,135,180,东南风,南风,3,3,4.4,4.4,1014,云浮市,广东省
74,雨,8,31,多云,93,WaxingGibbous,2019-05-14 14:35:00,2019-05-14 02:34:00,2019-05-14,2019-05-14 05:52:00,2019-05-14 19:05:00,31,22,2019-05-05 09:10:00,180,180,南风,南风,3,3,4.4,4.4,1014,云浮市,广东省
75,雨,8,31,多云,95,WaxingGibbous,2019-05-15 15:35:00,2019-05-15 03:17:00,2019-05-15,2019-05-15 05:51:00,2019-05-15 19:05:00,33,22,2019-05-05 09:10:00,135,135,东南风,东南风,3,3,4.4,4.4,1014,云浮市,广东省
76,雨,8,2,阴,94,WaxingGibbous,2019-05-16 16:35:00,2019-05-16 03:57:00,2019-05-16,2019-05-16 05:51:00,2019-05-16 19:06:00,34,23,2019-05-05 09:10:00,135,135,东南风,东南风,3,3,4.4,4.4,1014,云浮市,广东省
77,雨,8,8,雨,91,WaxingGibbous,2019-05-17 17:35:00,2019-05-17 04:38:00,2019-05-17,2019-05-17 05:50:00,2019-05-17 19:06:00,34,23,2019-05-05 09:10:00,135,180,东南风,南风,3,3,4.4,4.4,1014,云浮市,广东省
78,雨,8,8,雨,96,WaxingGibbous,2019-05-18 18:35:00,2019-05-18 05:20:00,2019-05-18,2019-05-18 05:50:00,2019-05-18 19:07:00,33,22,2019-05-05 09:10:00,135,45,东南风,东北风,3,3,4.4,4.4,1014,云浮市,广东省
79,雨,8,8,雨,92,Full,2019-05-19 19:35:00,2019-05-19 06:04:00,2019-05-19,2019-05-19 05:50:00,2019-05-19 19:07:00,33,21,2019-05-05 09:10:00,135,45,东南风,东北风,3,3,4.4,4.4,1014,云浮市,广东省
80,雷阵雨,4,4,雷阵雨,86,WaningCrescent,2019-05-04 05:45:00,2019-05-04 18:30:00,2019-05-04,2019-05-04 06:08:00,2019-05-04 19:03:00,30,24,2019-05-04 23:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1020,海口市,海南省
81,雷阵雨,4,4,雷阵雨,82,New,2019-05-05 06:24:00,2019-05-05 19:24:00,2019-05-05,2019-05-05 06:07:00,2019-05-05 19:03:00,32,24,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1020,海口市,海南省
82,雷阵雨,4,4,雷阵雨,90,WaxingCrescent,2019-05-06 07:07:00,2019-05-06 20:21:00,2019-05-06,2019-05-06 06:07:00,2019-05-06 19:04:00,33,26,2019-05-05 09:05:00,90,315,东风,西北风,3-4,1,5.6,0.9,1020,海口市,海南省
83,雷阵雨,4,4,雷阵雨,80,WaxingCrescent,2019-05-07 07:54:00,2019-05-07 21:19:00,2019-05-07,2019-05-07 06:06:00,2019-05-07 19:04:00,31,26,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1020,海口市,海南省
84,小雨,7,7,小雨,85,WaxingCrescent,2019-05-08 08:45:00,2019-05-08 22:19:00,2019-05-08,2019-05-08 06:06:00,2019-05-08 19:05:00,31,25,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1020,海口市,海南省
85,小雨,7,8,中雨,86,WaxingCrescent,2019-05-09 09:40:00,2019-05-09 23:17:00,2019-05-09,2019-05-09 06:05:00,2019-05-09 19:05:00,30,25,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1020,海口市,海南省
86,小雨,7,7,小雨,81,WaxingCrescent,2019-05-10 10:40:00,2019-05-10 00:13:00,2019-05-10,2019-05-10 06:05:00,2019-05-10 19:05:00,30,25,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1020,海口市,海南省
87,小雨,7,7,小雨,78,WaxingCrescent,2019-05-11 11:41:00,2019-05-11 00:13:00,2019-05-11,2019-05-11 06:04:00,2019-05-11 19:06:00,30,25,2019-05-05 09:05:00,315,315,西北风,西北风,1,1,0.9,0.9,1020,海口市,海南省
88,雨,8,8,雨,76,First,2019-05-12 12:42:00,2019-05-12 01:05:00,2019-05-12,2019-05-12 06:04:00,2019-05-12 19:06:00,29,25,2019-05-05 09:10:00,90,135,东风,东南风,3,3,4.4,4.4,1020,海口市,海南省
89,雨,8,2,阴,77,WaxingGibbous,2019-05-13 13:43:00,2019-05-13 01:54:00,2019-05-13,2019-05-13 06:04:00,2019-05-13 19:07:00,30,26,2019-05-05 09:10:00,135,135,东南风,东南风,3,3,4.4,4.4,1020,海口市,海南省
90,雨,8,31,多云,74,WaxingGibbous,2019-05-14 14:44:00,2019-05-14 02:39:00,2019-05-14,2019-05-14 06:03:00,2019-05-14 19:07:00,32,26,2019-05-05 09:10:00,180,180,南风,南风,3,3,4.4,4.4,1020,海口市,海南省
91,雨,8,31,多云,74,WaxingGibbous,2019-05-15 15:43:00,2019-05-15 03:23:00,2019-05-15,2019-05-15 06:03:00,2019-05-15 19:07:00,33,26,2019-05-05 09:10:00,135,180,东南风,南风,3,3,4.4,4.4,1020,海口市,海南省
92,多云,1,8,雨,70,WaxingGibbous,2019-05-16 16:42:00,2019-05-16 04:05:00,2019-05-16,2019-05-16 06:02:00,2019-05-16 19:08:00,34,27,2019-05-05 09:10:00,180,180,南风,南风,3,3,4.4,4.4,1020,海口市,海南省
93,阴,2,2,阴,67,WaxingGibbous,2019-05-17 17:40:00,2019-05-17 04:47:00,2019-05-17,2019-05-17 06:02:00,2019-05-17 19:08:00,34,27,2019-05-05 09:10:00,135,180,东南风,南风,3,3,4.4,4.4,1020,海口市,海南省
94,雨,8,8,雨,73,WaxingGibbous,2019-05-18 18:39:00,2019-05-18 05:30:00,2019-05-18,2019-05-18 06:02:00,2019-05-18 19:09:00,34,27,2019-05-05 09:10:00,135,135,东南风,东南风,3,3,4.4,4.4,1020,海口市,海南省
95,雨,8,8,雨,88,Full,2019-05-19 19:38:00,2019-05-19 06:15:00,2019-05-19,2019-05-19 06:01:00,2019-05-19 19:09:00,33,27,2019-05-05 09:10:00,135,135,东南风,东南风,3,3,4.4,4.4,1020,海口市,海南省
96,雷阵雨,4,7,小雨,95,WaningCrescent,2019-05-04 05:49:00,2019-05-04 18:32:00,2019-05-04,2019-05-04 06:14:00,2019-05-04 19:04:00,33,26,2019-05-04 23:04:00,135,135,东南风,东南风,4-5,3-4,8.05,5.6,1022,三亚市,海南省
97,多云,1,31,多云,93,New,2019-05-05 06:29:00,2019-05-05 19:26:00,2019-05-05,2019-05-05 06:13:00,2019-05-05 19:04:00,33,27,2019-05-05 09:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1022,三亚市,海南省
98,多云,1,31,多云,90,WaxingCrescent,2019-05-06 07:13:00,2019-05-06 20:22:00,2019-05-06,2019-05-06 06:13:00,2019-05-06 19:05:00,34,28,2019-05-05 09:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1022,三亚市,海南省
99,雷阵雨,4,4,雷阵雨,94,WaxingCrescent,2019-05-07 08:00:00,2019-05-07 21:20:00,2019-05-07,2019-05-07 06:12:00,2019-05-07 19:05:00,34,27,2019-05-05 09:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1022,三亚市,海南省
100,阴,2,7,小雨,97,WaxingCrescent,2019-05-08 08:51:00,2019-05-08 22:19:00,2019-05-08,2019-05-08 06:12:00,2019-05-08 19:05:00,33,26,2019-05-05 09:04:00,315,315,西北风,西北风,1,1,0.9,0.9,1022,三亚市,海南省
